Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason
In what year was Twilight Princess from the game series on which The Legend of Neil was based originally planned for release?,2005,2005,1.0,1.0,True,预测答案“2005”与标准答案“2005”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题中关于游戏最初计划发行的年份。
What is the mascot of the school that owns Goss Stadium at Coleman Field?,Benny Beaver,The mascot of the school that owns Goss Stadium at Coleman Field is the Beaver.,0.0,0.21052631578947367,True,预测答案明确指出了吉祥物是“Beaver”，这与标准答案“Benny Beaver”在语义上完全等价，准确回答了关于学校吉祥物的问题，符合包含关键信息且语义一致的要求。
Who is the spouse of the actor that plays vision in avengers age of ultron?,Jennifer Connelly,Jennifer Connelly,1.0,1.0,True,预测答案“Jennifer Connelly”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题。
Who was the spouse of the leading lady in Gone With the wind?,Laurence Olivier,Clark Gable,0.0,0.0,False,预测答案“Clark Gable”与标准答案“Laurence Olivier”完全不同。虽然Clark Gable是电影《乱世佳人》的男主角，但他并不是标准答案中所指的配偶，因此预测答案未能包含标准答案的关键信息，语义上也不等价。
Who was the mother of the person who found the sacred writings that became the Book of Mormon?,Lucy Mack Smith,Lucy Mack Smith,1.0,1.0,True,预测答案“Lucy Mack Smith”与标准答案完全一致，准确包含了问题所需的关键信息，语义上完全等价，正确回答了关于《摩门经》发现者母亲是谁的问题。
Who is the mayor presiding now where Merrill Elam was born?,Lance Bottoms,"Answer: The mayor presiding now in Atlanta, Georgia, where Merrill Elam was born, is Andre Dickens.",0.0,0.0,False,预测答案给出的现任市长是Andre Dickens，而标准答案为Lance Bottoms。两者在人物身份上完全不同，语义上不等价，因此预测答案未能包含标准答案的关键信息，回答错误。
What county shares a border with the county where She Did It's performer was born?,Cabarrus County,Cabarrus County,1.0,1.0,True,预测答案“Cabarrus County”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了所提出的问题。
What is the experimental satellite which was the forerunner to the communication satellite of the operator of GSAT-7 called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,0.0,0.25,True,预测答案“ATS-6”包含了标准答案“ATS - 6 (Applications Technology Satellite - 6)”的核心关键信息。两者在语义上完全等价，预测答案仅仅是省略了全称和连字符的细微格式差异，不影响对问题的正确回答。
What watercourse is the river on which the Lostock Dam is located the mouth of?,Hunter River,Paterson River,0.0,0.6666666666666666,False,预测答案给出的河流名称是“Paterson River”，而标准答案为“Hunter River”。两者指代的是完全不同的地理实体，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。
There is a state A where Storm of the Century was filmed based on the book by the author who wrote a short story featuring the author of This Is My God. What is the population of state A?,"1,335,907","1,362,359",0.0,0.6666666666666666,False,"预测答案给出的州人口数（1,362,359）与标准答案（1,335,907）在数值上不一致，且两者并非语义等价或细微措辞差异，因此预测答案未能正确回答问题。"
What is the capital of the county that shares a border with the county where KRSU is licensed to broadcast?,Green Bay,Toledo,0.0,0.0,False,预测答案为“Toledo”，而标准答案为“Green Bay”。两者在地名和语义上完全不同，预测答案没有包含标准答案的关键信息，因此未能正确回答问题。
Kiwil's birth country participated in a Commission of Truth and Friendship. Who is the president of the other country that participated?,Francisco Guterres,Juscelino Kubitschek,0.0,0.0,False,预测答案“Juscelino Kubitschek”与标准答案“Francisco Guterres”完全不同，两者并非同一人物。预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。
Who is the child of the male star of the 1921 film Money?,Anthony Ainley,Aiden Lucas,0.0,0.0,False,预测答案“Aiden Lucas”与标准答案“Anthony Ainley”完全不一致，没有包含标准答案的任何关键信息，两者在语义上也不等价，因此预测答案未能正确回答问题。
What is the symbol of the Saints from the headquarters location of Ten High's manufacturer called?,fleur - de-lis,fleur-de-lis,0.0,0.6666666666666666,True,预测答案“fleur-de-lis”与标准答案“fleur - de-lis”在语义上完全等价，仅仅是连字符前后的空格存在细微的排版差异，包含了标准答案的所有关键信息，正确回答了问题。
Which country has a body of water that was inspiration for the name of the Mara Region?,Tanzania,Tanzania,1.0,1.0,True,预测答案“Tanzania”与标准答案完全一致，准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了关于Mara Region命名灵感来源水域所属国家的问题。
"Along with the subject of The One That Got Away, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Josh Groban,0.0,0.0,False,预测答案给出的名字是“Josh Groban”，而标准答案为“Michael Bublé”。两者是不同的歌手，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。
Who is the federal leader of the political party Ken Epp belongs to?,Andrew Scheer,Andrew Scheer,1.0,1.0,True,预测答案“Andrew Scheer”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于Ken Epp所属政党联邦领导人的问题。
Where is the country with ISO code ISO 3166-2:CV located?,central Atlantic Ocean,"Cape Verde is located in the central Atlantic Ocean, approximately 570 kilometres (350 mi) off the western coast of the African continent, near Senegal, The Gambia, and Mauritania.",0.0,0.1621621621621622,True,预测答案明确指出了该国家（佛得角）位于“central Atlantic Ocean”，包含了标准答案的核心信息，并提供了额外的地理位置细节，语义与标准答案完全一致。
Who did the person portraying Batman in the Justice League movie play in Dazed and Confused?,Fred O'Bannion,"Ben Affleck played Bruce Wayne / Batman in the Justice League movie. In Dazed and Confused, he did not have a role.",0.0,0.0,False,预测答案错误地指出本·阿弗莱克在《年少轻狂》中没有角色，这与标准答案相矛盾。实际上他在该电影中饰演了Fred O'Bannion，预测答案未能包含标准答案的关键信息。
