source,kind,layer,relative_l2,diff_norm,full_norm,source_norm,cosine_source_full,delta_energy_share
raw,hidden_layer_input,0,0.0,0.0,750.1357090253443,750.1357090253443,1.0,0.0
raw,hidden_layer_input,1,0.06180145127651493,686.8806666268373,11114.312891352078,11380.182963949603,0.9984143530159737,2.0013385434189687e-07
raw,hidden_layer_input,2,0.08535766736582871,1408.7177518737913,16503.704884954997,16962.378734367565,0.996831319828608,8.417942384476318e-07
raw,hidden_layer_input,3,0.09356432936750807,1823.186292007076,19485.912038612987,20043.850885893597,0.996143239906295,1.4100031013828824e-06
raw,hidden_layer_input,4,0.10315558428152523,2354.5159740286863,22824.90075964187,23443.083515919465,0.9951768677676814,2.351588115380042e-06
raw,hidden_layer_input,5,0.10273659716735019,2789.996413692439,27156.792132678336,27823.756080405015,0.9951434755585363,3.3019102486804627e-06
raw,hidden_layer_input,6,0.10955415318647786,3448.6383342875743,31478.84615946477,32083.76881549688,0.9942932641166673,5.044908305096767e-06
raw,hidden_layer_input,7,0.11145198768577726,3884.4456247866283,34853.0852203216,35312.551535803104,0.993955819998368,6.400531911135091e-06
raw,hidden_layer_input,8,0.1182139786983918,4649.69589354022,39332.87708218787,39634.37117342093,0.9930950464339591,9.170796848681893e-06
raw,hidden_layer_input,9,0.1133442050121012,4976.549816481304,43906.52187246788,44121.7737113718,0.9936198411239336,1.050545062266597e-05
raw,hidden_layer_input,10,0.10853040778808948,5362.579220302492,49410.845583232025,49460.82287085911,0.9941170482403435,1.2198471508731982e-05
raw,hidden_layer_input,11,0.10954424142590538,5746.447709191749,52457.779928838965,52495.93379669991,0.9940046552014115,1.4007379414509633e-05
raw,hidden_layer_input,12,0.11491631513087462,6196.340745804943,53920.46150059827,53956.98628884864,0.9934018298867664,1.6286529814988024e-05
raw,hidden_layer_input,13,0.12272352482670908,6858.291488529201,55884.08170490055,55924.169236118294,0.9924751336596719,1.9952156974897912e-05
raw,hidden_layer_input,14,0.12625691026924288,7343.283663860877,58161.43962497834,58183.59191602045,0.9920327044371757,2.287381393247484e-05
raw,hidden_layer_input,15,0.12840983401723927,7820.556991405584,60903.10022794406,61004.876993565034,0.9917706157624294,2.5943785482364856e-05
raw,hidden_layer_input,16,0.1331697709216072,8472.398018619822,63621.0302081788,63756.81979747343,0.9911540712458831,3.0448834536092995e-05
raw,hidden_layer_input,17,0.13711839222472041,9067.63383665217,66129.96031773345,66389.38776171234,0.9906436800628234,3.487754622829704e-05
raw,hidden_layer_input,18,0.1452955882742072,9942.785116659623,68431.43164054805,68739.36605304852,0.9895019644903585,4.1934752225695e-05
raw,hidden_layer_input,19,0.1537446187137668,10822.744320766818,70394.29679757444,70630.38708834889,0.9882264149519167,4.968585545363657e-05
raw,hidden_layer_input,20,0.15936649405369183,11505.042552658759,72192.35524364751,72557.72572062882,0.9873778448231177,5.614801830044623e-05
raw,hidden_layer_input,21,0.166817338268831,12258.773410071262,73486.20675337651,73916.72152750689,0.9861840997601752,6.374586365986317e-05
raw,hidden_layer_input,22,0.1757666956117311,13348.107709633547,75942.1895210429,76253.59382596337,0.9846245082462854,7.557834526063139e-05
raw,hidden_layer_input,23,0.18559397864292668,14390.966019852805,77540.04803970655,77680.3236315349,0.9828101813837028,8.784921187642319e-05
raw,hidden_layer_input,24,0.19469714719939285,15262.420383217092,78390.5701894367,78383.49212685028,0.9810448132845797,9.88108868279821e-05
raw,hidden_layer_input,25,0.2001563537517438,16001.608288172332,79945.54251332591,79762.18068342289,0.9799253100836546,0.00010861385892788473
raw,hidden_layer_input,26,0.20534854817523912,16755.77040349856,81596.73176359455,81134.40508964122,0.9788120080999173,0.00011909314817480758
raw,hidden_layer_input,27,0.20805325282670353,17809.14823554314,85598.98965087146,84741.55267119549,0.9781886286566633,0.00013453778454536805
raw,hidden_layer_input,28,0.20822398339433998,18576.181676270284,89212.49787585819,88101.51166977783,0.9781265414739633,0.000146376336646487
raw,hidden_layer_input,29,0.209770726023638,19172.097341410143,91395.48546563993,90200.0949874777,0.9777932202556439,0.00015591834808402344
raw,hidden_layer_input,30,0.2102380547781947,19891.289661923653,94613.1740179453,93351.57999600221,0.9776914221841805,0.00016783551196908325
raw,hidden_layer_input,31,0.21116591113980476,19816.222158582743,93841.95607909077,92631.23808683548,0.9774973953123473,0.00016657111740503458
raw,hidden_layer_input,32,0.21220410870007814,19681.61078210499,92748.49060496887,91612.93648688486,0.9772815150890571,0.00016431577228723433
raw,hidden_layer_input,33,0.20829836095688012,19245.592501191637,92394.35400634608,91548.91318988992,0.9781478125765988,0.00015711604783332324
raw,hidden_layer_input,34,0.2044367578817274,19210.923795373696,93970.00810631017,93312.98779242898,0.978980292750742,0.00015655050494734323
raw,hidden_layer_input,35,0.2067635006944229,19552.339210180602,94563.78492583723,94175.24018684529,0.9785447317986519,0.00016216436300427772
raw,hidden_layer_input,36,0.21541921427764188,20068.778033309456,93161.50418896209,93234.68667963656,0.9768158115292461,0.0001708440402191528
raw,hidden_layer_input,37,0.2285921128421976,20947.10346232977,91635.2852330913,91883.27920519598,0.9739470018388452,0.0001861255224354542
raw,hidden_layer_input,38,0.23501072395176759,20920.808363213706,89020.6540851616,89404.59484486801,0.9725128442779033,0.0001856585254391276
raw,hidden_layer_input,39,0.24031167799890385,21369.86538929794,88925.62178936394,89463.16543905095,0.971316816082577,0.0001937142400895814
raw,hidden_layer_input,40,0.25092803109718015,22449.24884627735,89464.8905828426,89973.47599570664,0.9687115965391578,0.0002137773072188629
raw,hidden_layer_input,41,0.2561551379742136,23384.005069532443,91288.4482991961,92065.05341333376,0.967504912045925,0.00023195074256755898
raw,hidden_layer_input,42,0.2778206212843642,26005.86787658282,93606.68677637298,94448.55212760014,0.9617919429583444,0.000286880267882307
raw,hidden_layer_input,43,0.2895918477798536,27415.51261684139,94669.4902740582,95054.87234224241,0.9582465394232502,0.0003188237867652793
raw,hidden_layer_input,44,1.3631178691344787,323941.6162423498,237647.54580470634,322627.8791735147,0.36276039789897796,0.044513471333673026
raw,hidden_layer_input,45,1.3570327136822138,328284.4443902992,241913.43442231562,327883.87748103746,0.36724424496597624,0.04571498514101971
raw,hidden_layer_input,46,1.3427807767999276,330139.6851094255,245862.68348002713,331299.26102732256,0.3757663935381798,0.046233145255673264
raw,hidden_layer_input,47,1.3267473091796567,330554.884938423,249146.82897891756,333489.6499368459,0.38527247628260536,0.04634950851511404
raw,hidden_layer_input,48,1.312334805820012,331298.9038838215,252449.98640176235,336372.7432800553,0.39520012289489614,0.04655839196323228
raw,hidden_layer_input,49,1.2876357601778925,331234.64515413134,257242.50242038153,339169.6958691917,0.40970961038694165,0.04654033278497481
raw,hidden_layer_input,50,1.261845155260753,333269.49409596575,264112.82930122875,345332.73167700163,0.4272802133395948,0.047113904649121054
raw,hidden_layer_input,51,1.210234562958418,334099.4080896164,276061.69771991187,354006.2977688391,0.459993500139042,0.04734884468321041
raw,hidden_layer_input,52,1.1538556464986391,335598.7165021997,290849.8281570749,365358.7116164058,0.4961868421424064,0.04777476468416542
raw,hidden_layer_input,53,1.0890303776884296,336934.1708817444,309389.1389851945,379569.67397304013,0.5376183698354896,0.04815574326299559
raw,hidden_layer_input,54,1.0107166275113562,339103.0643735633,335507.55488066137,400969.7785307516,0.5885419238659446,0.0487777095097265
raw,hidden_layer_input,55,0.9272367152437111,342128.49353662523,368976.430626673,428826.4223459184,0.6414328992336581,0.04965196772388034
raw,hidden_layer_input,56,0.8466358890328108,345774.70232703775,408410.16404590127,462633.1366039402,0.6913901313729923,0.05071593148260308
raw,hidden_layer_input,57,0.7671955504318503,350739.10259955865,457170.4077299842,504936.0034539031,0.7384867893561069,0.05218267606767821
raw,hidden_layer_input,58,0.7036009888037147,356203.93267615803,506258.43104880734,548430.0356034487,0.7747091792174501,0.05382145003724879
raw,hidden_layer_input,59,0.6546455210058251,363697.89667346596,555564.6300224664,592557.9995443485,0.8011756539184316,0.0561099075494653
raw,hidden_layer_input,60,0.5988175160210895,372489.1390411605,622041.1545677665,650640.6307079201,0.8296001788033307,0.05885524916120882
raw,hidden_layer_input,61,0.5527471590503605,382254.62114989944,691554.2032031907,714212.4125832594,0.8526014520145574,0.0619816970483969
raw,hidden_layer_input,62,0.4857686793806802,390180.5293467131,803222.9040459441,822635.1366578017,0.885083725222939,0.0645786796526317
raw,hidden_layer_input,63,0.27171740456786403,278518.02360641764,1025028.2791025817,1010419.6138793031,0.9626541227660618,0.03290520369879571
preprocess,hidden_layer_input,0,0.0,0.0,750.1357090253443,750.1357090253443,1.0,0.0
preprocess,hidden_layer_input,1,0.03861552788013315,429.1850593245295,11114.312891352078,11096.11707933371,0.9992545558469813,6.819926581621799e-08
preprocess,hidden_layer_input,2,0.058018693183260424,957.5233901072804,16503.704884954997,16396.98142213415,0.998327017468843,3.3946053593099814e-07
preprocess,hidden_layer_input,3,0.0661635988713053,1289.2580677643286,19485.912038612987,19299.774512121898,0.9978361542169485,6.154180430211742e-07
preprocess,hidden_layer_input,4,0.08322213364893691,1899.5369415426371,22824.90075964187,22531.137516882885,0.9965757989786691,1.3359370588141263e-06
preprocess,hidden_layer_input,5,0.08678089092823203,2356.6906160266285,27156.792132678336,26679.277191061607,0.9963245043250981,2.056343460694479e-06
preprocess,hidden_layer_input,6,0.10753491760938627,3385.0751281965895,31478.84615946477,30843.3386142778,0.9943069736726639,4.242551599106422e-06
preprocess,hidden_layer_input,7,0.1170983432458661,4081.238536306641,34853.0852203216,34157.14855313965,0.9932077255016252,6.167007361472848e-06
preprocess,hidden_layer_input,8,0.11794984116724078,4639.3066044946645,39332.87708218787,38657.55594722072,0.9930723891416958,7.968868494329248e-06
preprocess,hidden_layer_input,9,0.11345987554631519,4981.628507321771,43906.52187246788,43183.445107399086,0.9935935352499271,9.188258082551067e-06
