row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,0.46388261701213196,0.0,0.0,0.0,0.462053248018492,0.001829368993639946,1313,2132,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,0.2764219469972886,0.0,0.0,0.0,0.27570368204033,0.0007182649569585919,1295,2112,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,0.29395744699286297,0.0,0.0,0.0,0.29326352098723873,0.0006939260056242347,1441,2254,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,True,3,0,1154,26,1972,0.25919098797021434,0.0,0.0,0.0,0.2583773079677485,0.0008136800024658442,1154,1972,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,True,3,1,1353,27,2172,0.27989936800440773,0.0,0.0,0.0,0.2790986530017108,0.0008007150026969612,1353,2172,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,True,4,0,1178,32,2002,0.260433507966809,0.0,0.0,0.0,0.2597294070292264,0.0007041009375825524,1178,2002,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,True,4,1,2075,24,2891,0.38965002400800586,0.0,0.0,0.0,0.38890444301068783,0.0007455809973180294,2075,2891,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,True,6,0,1490,21,2303,0.29392558604013175,0.0,0.0,0.0,0.2931908569880761,0.0007347290520556271,1490,2303,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,0.32264465099433437,0.0,0.0,0.0,0.3219178759609349,0.0007267750333994627,1587,2406,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,0.2945363500039093,0.0,0.0,0.0,0.2938214589958079,0.0007148910081014037,1466,2286,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
10,False,9,0,1998,25,2815,0.3645927630132064,0.0,0.0,0.0,0.3638433060259558,0.0007494569872505963,1998,2815,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?
