index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
140,What is the name of the castle in the city where the performer of Never Too Loud was formed?,Casa Loma,Casa Loma,True,1.0,True,预测答案“Casa Loma”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了所提出的问题。,"判断: 正确
原因: 预测答案“Casa Loma”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了所提出的问题。"
141,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Lana Wood,Lana Wood,True,1.0,True,预测答案“Lana Wood”与标准答案完全一致，准确包含了标准答案的关键信息，在语义上完全等价，正确回答了关于《34街奇迹》中小女孩扮演者兄弟姐妹的问题。,"判断: 正确
原因: 预测答案“Lana Wood”与标准答案完全一致，准确包含了标准答案的关键信息，在语义上完全等价，正确回答了关于《34街奇迹》中小女孩扮演者兄弟姐妹的问题。"
142,What city is the star of 'Three Strangers in Rome' from?,La Goulette,Tunis,True,0.0,False,预测答案给出的城市是“Tunis”（突尼斯市），而标准答案明确指出是“La Goulette”（拉古莱特）。这两个是不同的地名，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。,"判断: 错误
原因: 预测答案给出的城市是“Tunis”（突尼斯市），而标准答案明确指出是“La Goulette”（拉古莱特）。这两个是不同的地名，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此判断为错误。"
143,What else happened in the northern part of Erich Zakowski's birthplace in the now Russian area?,names were replaced by new Russian names,"The northern part of Erich Zakowski's birthplace, East Prussia, was annexed by the Soviet Union after World War II and became part of the Kaliningrad Oblast. The German population was largely expelled,",False,0.04347826086956522,False,预测答案虽然提到了该地区被苏联吞并以及德国人被驱逐的历史背景，但并未包含标准答案中的核心信息，即“原有的名字被新的俄罗斯名字所取代”。两者在语义上不等价，因此判断为错误。,"判断: 错误
原因: 预测答案虽然提到了该地区被苏联吞并以及德国人被驱逐的历史背景，但并未包含标准答案中的核心信息，即“原有的名字被新的俄罗斯名字所取代”。两者在语义上不等价，因此判断为错误。"
144,In which county is Southern Maryland Electric Cooperative headquartered?,Charles County,Charles County,True,1.0,True,预测答案“Charles County”与标准答案完全一致，准确包含了问题所询问的关于Southern Maryland Electric Cooperative总部所在县的关键信息，语义完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案“Charles County”与标准答案完全一致，准确包含了问题所询问的关于Southern Maryland Electric Cooperative总部所在县的关键信息，语义完全等价，因此判断为正确。"
145,When did the party that controls the House of Representatives take control of the branch who determines the rules of the US house and Senate?,January 2015,"Answer: The party that controls the House of Representatives takes control of the branch that determines the rules of the U.S. House and Senate when they win a majority in the House, which occurs through elections every two years. The",False,0.0,False,预测答案没有包含标准答案中的关键信息“January 2015”。问题询问的是一个具体的时间点，而预测答案只是泛泛地解释了政党通过两年一度的选举赢得多数席位来获得控制权，并未给出可核验的具体时间，且句子未完整，因此判断为错误。,"判断: 错误
原因: 预测答案没有包含标准答案中的关键信息“January 2015”。问题询问的是一个具体的时间点，而预测答案只是泛泛地解释了政党通过两年一度的选举赢得多数席位来获得控制权，并未给出可核验的具体时间，且句子未完整，因此判断为错误。"
146,What series of wins did the sports team that the all time highest goal scorer in spain national team was a member or achieve in 2009?,continental treble,Longest unbeaten run: 36 matches (2007–09),False,0.0,False,预测答案“Longest unbeaten run: 36 matches (2007–09)”与标准答案“continental treble”在语义上完全不同，且未包含标准答案的关键信息。预测答案描述的是最长不败纪录，而标准答案指的是 continental treble（洲际三冠王），两者并非同一成就。,"判断: 错误
原因: 预测答案“Longest unbeaten run: 36 matches (2007–09)”与标准答案“continental treble”在语义上完全不同，且未包含标准答案的关键信息。预测答案描述的是最长不败纪录，而标准答案指的是 continental treble（洲际三冠王），两者并非同一成就。"
147,"In Grown Ups, who plays the wife of the actor who produced The Chosen One?",Joyce Van Patten,Salma Hayek,False,0.0,False,预测答案“Salma Hayek”与标准答案“Joyce Van Patten”完全不同。在电影《Grown Ups》中，Salma Hayek饰演的是Adam Sandler角色的妻子，而Joyce Van Patten才是Rob Schneider（The Chosen One的制片人）角色的妻子。因此预测答案未能包含标准答案的关键信息。,"判断: 错误
原因: 预测答案“Salma Hayek”与标准答案“Joyce Van Patten”完全不同。在电影《Grown Ups》中，Salma Hayek饰演的是Adam Sandler角色的妻子，而Joyce Van Patten才是Rob Schneider（The Chosen One的制片人）角色的妻子。因此预测答案未能包含标准答案的关键信息。"
148,Who does the performer of Don't Be Cruel play in the wire?,a Western District uniformed officer,Bobby Brown,False,0.0,False,预测答案“Bobby Brown”指的是歌曲《Don't Be Cruel》的表演者，而问题询问的是该表演者在剧集《The Wire》中扮演的角色。标准答案明确指出该角色是“a Western District uniformed officer”，预测答案并未包含这一关键信息，两者在语义上完全不同。,"判断: 错误
原因: 预测答案“Bobby Brown”指的是歌曲《Don't Be Cruel》的表演者，而问题询问的是该表演者在剧集《The Wire》中扮演的角色。标准答案明确指出该角色是“a Western District uniformed officer”，预测答案并未包含这一关键信息，两者在语义上完全不同。"
149,When did Burroughs Corporation merge to form a new corporation?,1986,1986,True,1.0,True,预测答案“1986”与标准答案完全一致，准确地给出了Burroughs Corporation合并成立新公司的时间，包含了标准答案的关键信息，语义完全等价，因此判断为正确。,"判断: 正确
原因: 预测答案“1986”与标准答案完全一致，准确地给出了Burroughs Corporation合并成立新公司的时间，包含了标准答案的关键信息，语义完全等价，因此判断为正确。"
