example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
75,0,qk_frequency_per_chunk,0.15,126,18,8
75,0,qk_mean_score_per_chunk,0.15,126,18,8
75,1,qk_frequency_per_chunk,0.15,147,22,8
75,1,qk_mean_score_per_chunk,0.15,147,22,8
75,2,qk_frequency_per_chunk,0.15,129,19,8
75,2,qk_mean_score_per_chunk,0.15,129,19,8
75,3,qk_frequency_per_chunk,0.15,177,26,8
75,3,qk_mean_score_per_chunk,0.15,177,26,8
75,4,qk_frequency_per_chunk,0.15,111,16,8
75,4,qk_mean_score_per_chunk,0.15,111,16,8
75,5,qk_frequency_per_chunk,0.15,70,10,8
75,5,qk_mean_score_per_chunk,0.15,70,10,8
75,6,qk_frequency_per_chunk,0.15,107,16,8
75,6,qk_mean_score_per_chunk,0.15,107,16,8
75,7,qk_frequency_per_chunk,0.15,199,29,8
75,7,qk_mean_score_per_chunk,0.15,199,29,8
75,8,qk_frequency_per_chunk,0.15,259,38,8
75,8,qk_mean_score_per_chunk,0.15,259,38,8
75,9,qk_frequency_per_chunk,0.15,127,19,8
75,9,qk_mean_score_per_chunk,0.15,127,19,8
77,0,qk_frequency_per_chunk,0.15,133,19,8
77,0,qk_mean_score_per_chunk,0.15,133,19,8
77,1,qk_frequency_per_chunk,0.15,244,36,8
77,1,qk_mean_score_per_chunk,0.15,244,36,8
77,2,qk_frequency_per_chunk,0.15,203,30,8
77,2,qk_mean_score_per_chunk,0.15,203,30,8
77,3,qk_frequency_per_chunk,0.15,227,34,8
77,3,qk_mean_score_per_chunk,0.15,227,34,8
77,4,qk_frequency_per_chunk,0.15,284,42,8
77,4,qk_mean_score_per_chunk,0.15,284,42,8
77,5,qk_frequency_per_chunk,0.15,113,16,8
77,5,qk_mean_score_per_chunk,0.15,113,16,8
77,6,qk_frequency_per_chunk,0.15,101,15,8
77,6,qk_mean_score_per_chunk,0.15,101,15,8
77,7,qk_frequency_per_chunk,0.15,138,20,8
77,7,qk_mean_score_per_chunk,0.15,138,20,8
77,8,qk_frequency_per_chunk,0.15,253,37,8
77,8,qk_mean_score_per_chunk,0.15,253,37,8
77,9,qk_frequency_per_chunk,0.15,165,24,8
77,9,qk_mean_score_per_chunk,0.15,165,24,8
77,10,qk_frequency_per_chunk,0.15,243,36,8
77,10,qk_mean_score_per_chunk,0.15,243,36,8
77,11,qk_frequency_per_chunk,0.15,136,20,8
77,11,qk_mean_score_per_chunk,0.15,136,20,8
77,12,qk_frequency_per_chunk,0.15,202,30,8
77,12,qk_mean_score_per_chunk,0.15,202,30,8
77,13,qk_frequency_per_chunk,0.15,207,31,8
