Question,Real Answer,Pred Answer
"Who is Charles Willoughby, 10Th Baron Willoughby Of Parham's paternal grandmother?",Lady Frances Manners,Lady Frances Manners
"Where does the director of film L'Arbre, Le Maire Et La Médiathèque work at?",Cahiers du cinéma,Éric Rohmer
Where was the director of film Eisenstein In Guanajuato born?,"Newport, Wales","Peter Greenaway was born in Newport, Monmouthshire, Wales."
What is the place of birth of Sextus Barbour's father?,"Gordonsville, Virginia","Orange County, Virginia"
What is the place of birth of the performer of song Ruleta (Inna Song)?,Mangalia,"Mangalia, Romania"
Who is the father of the director of film A No-Hit No-Run Summer?,Félix Leclerc,Félix Leclerc
"Who is Henri Ii, Duke Of Nemours's paternal grandfather?",Jacques,"Henri I, Duke of Nemours's paternal grandfather is Philip II, Duke of Savoy."
Who is Gisela Of Hungary's father-in-law?,Géza,Stephen I of Hungary
Who is the paternal grandmother of King Kang Of Zhou?,Yi Jiang,Wang Jiang of the Jiang clan
"What is the date of death of Maria Isabel De Alcântara, Countess Of Iguaçu's mother?","November 3, 1867",3 November 1867
Who is the spouse of the director of film Rodney Steps In?,Ivy Duke,Ivy Duke
"When did Frances Vane, Marchioness Of Londonderry's father die?",1 August 1813,1813
"Which film has the director who is older than the other, Season Of Strangers or The Yellow Teddy Bears? ",Season Of Strangers,The Yellow Teddy Bears
Were Jake Eisenhart and Michael T. Ullman of the same nationality?,yes,yes
"Who was born first, Antoine Casavant or Abdul Ali Lalu?",Antoine Casavant,Antoine Casavant
Where did Rameshwari Nehru's husband graduate from?,Oxford,Oxford
"Who is the paternal grandfather of Sir John Hamilton-Dalrymple, 5Th Baronet?","Sir Hew Dalrymple, 2nd Baronet","Sir Hew Dalrymple, 3rd Baronet"
"Which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?",Murderer In The Fog,Khud-Daar
Who is the spouse of the director of film Soldier (1998 American Film)?,Milla,Princess Auguste of Bavaria
"Where did Catherine Of Taranto, Countess Of Copertino's mother die?",Lecce,1311
Which award the director of film Lady Magdalene'S got?,Prometheus Award,Prometheus Award
What nationality is Princess Charlotte Of Saxe-Meiningen's husband?,Duchy of Saxe-Gotha-Altenburg,German
"Which film has the director who was born first, The Longshots or Station For Two?",Station For Two,The Longshots
What is the place of birth of Aleksey Greig's father?,Inverkeithing,"Inverkeithing, Fife, Scotland"
When did Thomas Of Galloway (Bastard)'s father die?,1234,1234
"When did Robert Bertie, 3Rd Earl Of Lindsey's father die?",25 July 1666,1666
"Which film has the director born later, The Wind'S Fierce or Special Delivery (1927 Film)?",The Wind'S Fierce,The Wind's Fierce
Why did the director of film Port Of Seven Seas die?,drowning,suicide by drowning himself in his swimming pool
What is the place of birth of Abdulaziz Nasser Al Shamsi's wife?,Abu Dhabi,Abu Dhabi
What is the place of birth of Frank Wartenberg's wife?,Prenzlau,Prenzlau
Where was the director of film Edges Of The Lord born?,Poznań,"Poznań, Poland"
Where was the father of Teobaldo Ii Ordelaffi born?,Italy,Giorgio Ordelaffi
Where was the husband of Maude Smith born?,"Toronto, Ontario","Toronto, Ontario"
"Which film was released earlier, Forbidden Daughters or The Third Kiss?",Forbidden Daughters,The Third Kiss
Does Leslie Pietrzyk have the same nationality as Marianne Wiggins?,yes,yes
"Who was born first, Bogdan Țăruș or Robert Wulnikowski?",Bogdan Țăruș,Robert Wulnikowski
"Which film has the director who died first, Folgore Division or Sandflow?",Sandflow,Folgore Division
"Which film has the director born later, From Corleone To Brooklyn or Durango Valley Raiders?",From Corleone To Brooklyn,From Corleone to Brooklyn
Are both Howard Lake (British Columbia) and North Buck Lake (Alberta) located in the same country?,yes,yes
Where was the place of death of the composer of song Gretchen Am Spinnrade?,Vienna,Vienna
"Who was born later, Hugh Evelyn Wortham or Johnny Ekström?",Johnny Ekström,Johnny Ekström
"Are both mountains, Yana Urqu (Q'Umirqucha) and Puka Rumi, located in the same country?",yes,yes
What nationality is Elizabeth Of Rhuddlan's father?,England,English
"What is the cause of death of director of film I Will, I Will... For Now?",Parkinson,natural causes (complications of Parkinson's disease)
"Who is Maurice De Berkeley, 4Th Baron Berkeley's maternal grandfather?","Roger Mortimer, 1st Earl of March","Thomas de Berkeley, 3rd Baron Berkeley"
"Who died first, Albertus Seba or Ali Dinar?",Albertus Seba,Ali Dinar
"Who is the maternal grandfather of Marie Louise, Duchess Of Parma?",Ferdinand I of the Two Sicilies,"Francis II, Holy Roman Emperor"
"Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?",Prince Of Arcadia,Prince of Arcadia
Where was the director of film Love At First Sight (1985 Film) born?,Milan,Milan
Where did the director of film Nanon (1938 Film) die?,Köln,Köln
