Question,Real Answer,Pred Answer
Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Maria Bello
What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,Manhattan Project
In which borough was Callum McManaman born?,Knowsley,Callum McManaman was born in the borough of Wigan.
Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Paula Santiago
Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Answer: Pamela Bach
When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,1984–85
Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: There is no information provided in the given passages about the child of a cast member of Green Ice.
How many times did plague occur in the birthplace of La Silvia's composer?,22,3
When did military instruction start at the place where Larry Alcala was educated?,1912,1946
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),INSAT-4CR
Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,Robert Robinson Taylor
Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,The prize named after the author of Lectures on Jurisprudence is given out by the Royal Swedish Academy of Sciences.
Who is Frances Freeling Broderip's sibling?,Tom Hood,Frances Freeling Broderip's sibling is Thomas Hood.
Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,Answer: Bethany Price
What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,Orange River
What is the name of the famous bridge located in the birthplace of the composer of Nulla in mundo pax sincera?,Rialto Bridge,Royal Albert Bridge
When did the party that gained control of Congress in the midterm elections in 1946 take control of the government branch that determines the rules of the US House?,January 2015,1946
Where did the producer of Julius Caesar study or work?,Clifton College,"John Houseman, the producer of Julius Caesar, studied or worked in England and the United States. He was educated in England at Clifton College and later worked in the United States in theatre, film, and television."
Mehmet Hayri Tarhan's birthplace is the capital of what municipality?,Malko Tarnovo Municipality,Izmir
What is the performer of Heartbeat named after?,Natalie Albino,Amanda Feilding
The author of Elizabeth and After attended which university?,University of Toronto,University of Toronto
What year did the publisher of Labyrinth end?,1986,1999
The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,Food Safety Modernization Act (FSMA),FDA
Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,Francisco Guterres,Zeferino Martins
Who was the British general in the battle named after the birth city of the person who recorded Mother-in-Law?,General Edward Pakenham,Edward Pakenham
Where is Sean Hampton's birth place in the state of Florida?,in Northern Florida,"Ocala, Florida"
Who is the president of the group Kim Un-yong is a member of?,Thomas Bach,"Kim Un-yong is a member of the International Olympic Committee (IOC), and the president of the IOC during the time mentioned in the passage is Kim Jong Un."
"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1970
Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,Francisco Guterres
Who is the spouse of the current queen of England?,Philip Mountbatten,"Prince Philip, Duke of Edinburgh"
In which year did Taifa of Francisco Giner de los Rios' birthplace cease to exist?,1065,1834
What did M. King Hubbert's employer announce it was in the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,"selling some of its assets, including its liquefied petroleum gas (LPG) business"
Who did the person considered the founder of three major monotheistic religions marry after the death of Sarah?,Keturah,Keturah
In what region of the country of S-Fone is The place of birth of John Phan located?,South Central Coast,South Central Coast
"Along with the Closer performer, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,Barbra Streisand
