index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
50,with what movie did Mary Philips' husband win his only oscar?,The African Queen,The African Queen,True,1.0,True,预测答案与标准答案完全一致，均为“The African Queen”，准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“The African Queen”，准确包含了标准答案的关键信息，且在语义上完全等价，正确地回答了问题。"
51,The all time top goal scorer in premier league in one season is a member of what team?,Egypt national football team,Manchester City,False,0.0,False,预测答案“Manchester City”与标准答案“Egypt national football team”完全不一致。英超单赛季进球纪录保持者是穆罕默德·萨拉赫，他是埃及国家足球队的成员，而不是曼彻斯特城队的成员，因此预测答案未能包含正确信息。,"判断: 错误
原因: 预测答案“Manchester City”与标准答案“Egypt national football team”完全不一致。英超单赛季进球纪录保持者是穆罕默德·萨拉赫，他是埃及国家足球队的成员，而不是曼彻斯特城队的成员，因此预测答案未能包含正确信息。"
52,Where is the province of Gonbad-e Qabus County located?,in the north-east of the country south of the Caspian Sea,"Golestan Province, Iran.",False,0.0,False,预测答案指出Gonbad-e Qabus County位于伊朗的Golestan Province，而标准答案强调其位于该国东北部、里海以南。两者提供的信息不一致，预测答案未包含标准答案的关键信息。,"判断: 错误
原因: 预测答案指出Gonbad-e Qabus County位于伊朗的Golestan Province，而标准答案强调其位于该国东北部、里海以南。两者提供的信息不一致，预测答案未包含标准答案的关键信息。"
53,Who wrote the song turn me on that is performed by performer of Feelin' the Same Way?,John D. Loudermilk,John D. Loudermilk,True,1.0,True,预测答案“John D. Loudermilk”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了所提出的问题。,"判断: 正确
原因: 预测答案“John D. Loudermilk”与标准答案完全一致，包含了标准答案的所有关键信息，且在语义上完全等价，准确地回答了所提出的问题。"
54,What institute did the actor playing the voice of John Smith in Pocahontas attend?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA),False,0.8,True,预测答案“National Institute of Dramatic Art (NIDA)”不仅完整包含了标准答案“National Institute of Dramatic Art”的全部关键信息，而且附加的“(NIDA)”仅仅是该机构的缩写，两者在语义上完全等价，正确回答了问题。,"判断: 正确
原因: 预测答案“National Institute of Dramatic Art (NIDA)”不仅完整包含了标准答案“National Institute of Dramatic Art”的全部关键信息，而且附加的“(NIDA)”仅仅是该机构的缩写，两者在语义上完全等价，正确回答了问题。"
55,Who led the muslim forces to retake the proposed embassy destination?,Abu Ubaidah,Abu Ubayda,False,0.5,True,预测答案“Abu Ubayda”与标准答案“Abu Ubaidah”仅存在拼写上的细微差异，属于同一个人名的不同音译或拼写方式。两者在语义上完全等价，且包含了标准答案的关键信息，正确回答了问题。,"判断: 正确
原因: 预测答案“Abu Ubayda”与标准答案“Abu Ubaidah”仅存在拼写上的细微差异，属于同一个人名的不同音译或拼写方式。两者在语义上完全等价，且包含了标准答案的关键信息，正确回答了问题。"
56,Which is the body of water near George Mills' place of birth?,River Thames,River Thames,True,1.0,True,预测答案“River Thames”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于George Mills出生地附近水域的问题。,"判断: 正确
原因: 预测答案“River Thames”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于George Mills出生地附近水域的问题。"
57,When did the party who gained control of congress in the midterm elections in 1946 take control of the determiner of rules of the US House and US Senate?,January 2015,"January 3, 2015",False,0.8571428571428571,True,"预测答案“January 3, 2015”包含了标准答案“January 2015”的关键信息，且在语义上完全等价。它只是增加了具体的日期，属于措辞上的细微差异，不影响答案的正确性。","判断: 正确
原因: 预测答案“January 3, 2015”包含了标准答案“January 2015”的关键信息，且在语义上完全等价。它只是增加了具体的日期，属于措辞上的细微差异，不影响答案的正确性。"
58,Who does the Nothing Suits Me Like a Suit artist play in Batman Under the Red Hood?,Nightwing / Dick Grayson,Jensen Ackles plays the role of Jason Todd/Red Hood in *Batman: Under the Red Hood*.,False,0.0,False,预测答案回答的是Jensen Ackles扮演的Jason Todd/Red Hood，而问题询问的是演唱《Nothing Suits Me Like a Suit》的艺人（即Neil Patrick Harris）在该动画电影中扮演的角色。标准答案明确指出该角色是Nightwing / Dick Grayson，因此预测答案与标准答案完全不符，回答错误。,"判断: 错误
原因: 预测答案回答的是Jensen Ackles扮演的Jason Todd/Red Hood，而问题询问的是演唱《Nothing Suits Me Like a Suit》的艺人（即Neil Patrick Harris）在该动画电影中扮演的角色。标准答案明确指出该角色是Nightwing / Dick Grayson，因此预测答案与标准答案完全不符，回答错误。"
59,When was the death penalty abolished in the country near the country where the writer of The Book Thief is a citizen of?,1989,1989,True,1.0,True,预测答案“1989”与标准答案“1989”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了所提出的问题。,"判断: 正确
原因: 预测答案“1989”与标准答案“1989”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了所提出的问题。"
