row_id,is_warmup,example_id,sub_q_idx,main_question,sub_question,doc_tokens,query_tokens,full_tokens,semantic,end_to_end_ttft_s,kv_load_copy_s,selection_s,online_update_query_prefill_s,extra_impl_overhead_s,rate1_baseline_candidate_s,fusion_selected_doc_tokens,fusion_reprocess_prefill_tokens,full_exact_cache_ttft_s,full_ttft_compute_s,full_ttft_wall_s,fusion_ttft_compute_s,fusion_ttft_wall_s,fusion_storage_time_s,fusion_selection_time_s,fusion_selection_score_forward_time_s,fusion_reprocess_prefill_time_s,speedup_full_over_fusion_compute,ttft_reduction_pct_compute,speedup_full_exact_over_fusion_compute,ttft_reduction_pct_full_exact_vs_fusion_compute,speedup_full_over_fusion_wall,ttft_reduction_pct_wall
0,True,0,0,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?,1313,27,2132,FusionRAG cache reuse; selection; partial online update,1.0572758470079862,0.14905586501117796,0.3386255700024776,0.49626716796774417,0.07332724402658641,0.0,196,223,0.0,0.0,0.0,0.9839486029813997,1.0572758470079862,0.14905586501117796,0.3386255700024776,0.3091656609904021,0.49626716796774417,0.0,0.0,0.0,0.0,0.0,0.0
1,True,1,0,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?,1295,25,2112,FusionRAG cache reuse; selection; partial online update,0.3749066959717311,0.08999776002019644,0.10798284399788827,0.09535339596914127,0.08157269598450512,0.0,194,219,0.0,0.0,0.0,0.293333999987226,0.3749066959717311,0.08999776002019644,0.10798284399788827,0.10720749199390411,0.09535339596914127,0.0,0.0,0.0,0.0,0.0,0.0
2,True,2,0,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?,1441,21,2254,FusionRAG cache reuse; selection; partial online update,0.3891460230224766,0.09614269598387182,0.11069251399021596,0.09552088897908106,0.08678992406930774,0.0,216,237,0.0,0.0,0.0,0.30235609895316884,0.3891460230224766,0.09614269598387182,0.11069251399021596,0.10972189501626417,0.09552088897908106,0.0,0.0,0.0,0.0,0.0,0.0
3,True,3,0,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?,1154,26,1972,FusionRAG cache reuse; selection; partial online update,0.35493694100296125,0.08563462202437222,0.11058302299352363,0.09509435400832444,0.06362494197674096,0.0,173,199,0.0,0.0,0.0,0.2913119990262203,0.35493694100296125,0.08563462202437222,0.11058302299352363,0.10977930098306388,0.09509435400832444,0.0,0.0,0.0,0.0,0.0,0.0
4,False,3,1,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?,1353,27,2172,FusionRAG cache reuse; selection; partial online update,0.3844108689809218,0.11186647601425648,0.10829423094401136,0.0952687370008789,0.06898142502177507,0.0,202,229,0.0,0.0,0.0,0.31542944395914674,0.3844108689809218,0.11186647601425648,0.10829423094401136,0.10743206099141389,0.0952687370008789,0.0,0.0,0.0,0.0,0.0,0.0
5,False,4,0,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?",1178,32,2002,FusionRAG cache reuse; selection; partial online update,0.37124465499073267,0.10518558701733127,0.1106448780046776,0.09697675402276218,0.058437435945961624,0.0,176,208,0.0,0.0,0.0,0.31280721904477105,0.37124465499073267,0.10518558701733127,0.1106448780046776,0.10981609596638009,0.09697675402276218,0.0,0.0,0.0,0.0,0.0,0.0
6,False,4,1,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?,2075,24,2891,FusionRAG cache reuse; selection; partial online update,0.44253203499829397,0.12269468698650599,0.11291753203840926,0.11795947200153023,0.08896034397184849,0.0,311,335,0.0,0.0,0.0,0.3535716910264455,0.44253203499829397,0.12269468698650599,0.11291753203840926,0.11191910598427057,0.11795947200153023,0.0,0.0,0.0,0.0,0.0,0.0
7,False,6,0,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?,1490,21,2303,FusionRAG cache reuse; selection; partial online update,0.370111278956756,0.09942908200901002,0.10650687298038974,0.09612780099269003,0.06804752297466621,0.0,223,244,0.0,0.0,0.0,0.3020637559820898,0.370111278956756,0.09942908200901002,0.10650687298038974,0.10567099403124303,0.09612780099269003,0.0,0.0,0.0,0.0,0.0,0.0
8,False,7,0,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?,1587,27,2406,FusionRAG cache reuse; selection; partial online update,0.37540877499850467,0.08964752900647,0.10792755300644785,0.11302162503125146,0.06481206795433536,0.0,238,265,0.0,0.0,0.0,0.3105967070441693,0.37540877499850467,0.08964752900647,0.10792755300644785,0.10709065396804363,0.11302162503125146,0.0,0.0,0.0,0.0,0.0,0.0
9,False,7,1,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?,1466,28,2286,FusionRAG cache reuse; selection; partial online update,0.36236316501162946,0.10110050399089232,0.10816942900419235,0.0954831579583697,0.05761007405817509,0.0,219,247,0.0,0.0,0.0,0.3047530909534544,0.36236316501162946,0.10110050399089232,0.10816942900419235,0.10736160998931155,0.0954831579583697,0.0,0.0,0.0,0.0,0.0,0.0
