Main Question,Sub Question,Ground Truth,Predicted,Correct,F1,EM,Reason,Rate1_Predicted,Rate1_Correct,Rate1_F1,Rate1_EM,Rate1_Reason
Where was the founder of the National Women's Party born?,Who is the founder of the National Women's Party?,Alice Paul,"<think>

</think>

Alice Paul",True,0,0.0,预测答案“Alice Paul”与标准答案完全一致，准确地给出了美国全国妇女党的创始人，正确且完整地回答了所提出的问题。,N/A,N/A,N/A,N/A,N/A
Where was the founder of the National Women's Party born?,Where was Alice Paul born?,"Mount Laurel Township, New Jersey.","Paulsdale, in Mount Laurel Township, New Jersey.",True,0.7142857142857143,0.0,"预测答案不仅包含了标准答案中的关键信息“Mount Laurel Township, New Jersey”，还进一步提供了更具体的出生地名称“Paulsdale”。两者在语义上完全等价，预测答案准确且更详细地回答了Alice Paul的出生地问题。",N/A,N/A,N/A,N/A,N/A
What administrative territorial entity is the owner of Ciudad Deportiva located?,Where is Ciudad Deportiva located?,"Ciudad Deportiva is located in Nuevo Laredo, Mexico.","<think>

</think>

Ciudad Deportiva is located in Nuevo Laredo, Mexico.",True,0,0.0,预测答案与标准答案完全一致，都明确指出了Ciudad Deportiva位于墨西哥的Nuevo Laredo。预测答案准确且完整地包含了标准答案中的所有关键信息，正确地回答了问题。,N/A,N/A,N/A,N/A,N/A
What administrative territorial entity is the owner of Ciudad Deportiva located?,"What administrative territorial entity owns the Ciudad Deportiva sports complex in Nuevo Laredo, Mexico?",The Ciudad Deportiva sports complex is owned by the Nuevo Laredo Municipality.,"<think>

</think>

Answer: The Ciudad Deportiva sports complex in Nuevo Laredo, Mexico is owned by the Canyon Independent School District.",False,0,0.0,预测答案指出该体育中心归“Canyon Independent School District”所有，这与标准答案中的“Nuevo Laredo Municipality”完全不符。此外，Canyon Independent School District位于美国德克萨斯州，而非墨西哥新拉雷多，因此预测答案在事实上和语义上都是错误的。,N/A,N/A,N/A,N/A,N/A
Who founded the company that distributed the film UHF?,Which company distributed the film UHF?,Orion Pictures,"<think>

</think>

Orion Pictures",True,0,0.0,预测答案“Orion Pictures”与标准答案完全一致，准确无误地给出了电影《UHF》的发行公司名称，包含了标准答案的所有关键信息，因此判定为正确。,N/A,N/A,N/A,N/A,N/A
Who founded the company that distributed the film UHF?,Who founded Orion Pictures?,Morris Mike Medavoy was a co-founder of Orion Pictures.,"<think>

</think>

Answer: Morris Mike Medavoy and others (co-founded).",True,0,0.0,预测答案指出了Morris Mike Medavoy是Orion Pictures的联合创始人，这与标准答案的核心语义完全一致，准确回答了关于谁创立了Orion Pictures的问题。,N/A,N/A,N/A,N/A,N/A
What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,Who submitted the first version of the Equal Rights Amendment to Congress in 1923?,"Alice Paul, the head of the National Women's Party, revised the proposed Equal Rights Amendment in 1923.",Answer: Alice Paul,True,0.10526315789473684,0.0,预测答案准确地给出了“Alice Paul”这一核心人物，完全包含了标准答案中的关键信息。虽然预测答案省略了关于她修订修正案以及其担任全国妇女党领袖的背景细节，但就问题所问的“是谁提交了第一版”而言，已经给出了正确且语义等价的回答。,N/A,N/A,N/A,N/A,N/A
What is the place of birth of the person who submitted the first version of the equal rights amendment to congress in 1923?,What is the place of birth of Alice Paul?,"Paulsdale, Mount Laurel Township, New Jersey","</think>

Answer: Mount Laurel Township, New Jersey.",True,0,0.0,"预测答案“Mount Laurel Township, New Jersey”准确包含了标准答案中的核心地理信息。虽然它省略了具体的庄园名称“Paulsdale”，但所指代的出生地与标准答案在语义上是完全一致的，符合允许措辞细微差异的评判标准。",N/A,N/A,N/A,N/A,N/A
"Since 2004, what is the location of the body to which, if a matter is not specifically reserved, it is devolved?",What is the location of the devolved body responsible for non-reserved matters since 2004?,"The devolved body is the Scottish Parliament, located in the Holyrood area of Edinburgh since September 2004.",Answer: Holyrood area of Edinburgh,True,0.4666666666666667,0.0,预测答案准确地给出了问题所询问的地点信息，即“Holyrood area of Edinburgh”。这与标准答案中的核心地理位置信息完全一致，包含了回答该问题所需的关键要素，语义上完全等价，因此判定为正确。,N/A,N/A,N/A,N/A,N/A
When did the person who first brought a postal service into Umayyad lands become caliph?,Who first introduced the postal service in the Umayyad Caliphate?,Mu'awiyah introduced the postal service in the Umayyad Caliphate.,"<think>

</think>

Answer: Mu'awiyah introduced the postal service in the Umayyad Caliphate.",True,0,0.0,预测答案与标准答案完全一致，都明确指出了在倭马亚哈里发国首次引入邮政服务的人是穆阿维叶（Mu'awiyah），准确且完整地回答了所提出的问题。,N/A,N/A,N/A,N/A,N/A
When did the person who first brought a postal service into Umayyad lands become caliph?,When did Mu'awiyah become caliph of the Umayyad Caliphate?,Mu'awiyah became caliph in 661 CE.,"661
</think>

Answer: 661",True,0.2857142857142857,0.0,预测答案“661”准确提供了标准答案中的核心年份信息，即穆阿威叶成为倭马亚哈里发国哈里发的时间。虽然省略了“CE”和具体上下文，但在该问题下，数字661已足以在语义上与标准答案保持一致，正确回答了问题。,N/A,N/A,N/A,N/A,N/A
This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,Who was named commander in chief of Texas forces by the new national government of Texas?,Sam Houston was named commander in chief of the Texas forces by the new national government of Texas.,"<think>

</think>

Sam Houston",True,0,0.0,预测答案“Sam Houston”准确提取了标准答案中的核心人物。虽然它省略了问题中已包含的背景细节（如“被德克萨斯新国民政府任命为总司令”），但直接给出了问题的核心提问对象，语义上与标准答案完全一致，因此判定为正确。,N/A,N/A,N/A,N/A,N/A
What university did the author of The Secret World of Og go to?,Who is the author of The Secret World of Og?,Pierre Berton,Answer: Pierre Berton,True,0.5714285714285715,0.0,预测答案明确指出了《The Secret World of Og》的作者是Pierre Berton，这与标准答案完全一致。虽然预测答案多包含了“Answer:”这样的前缀词，但这属于措辞上的细微差异，不影响核心语义的传达，因此判断为正确。,N/A,N/A,N/A,N/A,N/A
What university did the author of The Secret World of Og go to?,Which university did Pierre Berton attend?,Pierre Berton attended the University of British Columbia.,"<think>

</think>

University of British Columbia",True,0,0.0,预测答案“University of British Columbia”准确包含了标准答案中的核心信息，即皮埃尔·伯顿就读的大学名称。虽然它省略了主语和谓语，但在问答语境下，其语义与标准答案完全等价，正确回答了问题。,N/A,N/A,N/A,N/A,N/A
Who is the child of Caroline LeRoy's spouse?,Who is Caroline LeRoy's spouse?,Daniel Webster,"<think>

</think>

Caroline LeRoy's spouse is Daniel Webster.",True,0,0.0,预测答案明确指出了Caroline LeRoy的配偶是Daniel Webster，这与标准答案完全一致，包含了标准答案的关键信息，语义上完全等价，因此判断为正确。,N/A,N/A,N/A,N/A,N/A
Who is the child of Caroline LeRoy's spouse?,Who is Daniel Webster's child?,Daniel Webster's child is Daniel Fletcher Webster.,"<think>

</think>

Fletcher Webster",True,0,0.0,预测答案“Fletcher Webster”是标准答案中“Daniel Fletcher Webster”的简称，两者在语义上完全等价，都准确指出了Daniel Webster的孩子是谁，因此判定为正确。,N/A,N/A,N/A,N/A,N/A
Where was the person featured on the Chester Arthur coin born?,Who is featured on the Chester Arthur coin?,The coin for Chester A. Arthur features suffragette Alice Paul.,Answer: Queen Elizabeth II,False,0,0.0,预测答案提到的是“Queen Elizabeth II”（伊丽莎白二世女王），而标准答案明确指出切斯特·阿瑟硬币上的人物是女权主义者爱丽丝·保罗（Alice Paul）。两者信息完全不一致，预测答案未能包含标准答案的关键信息，因此是错误的。,N/A,N/A,N/A,N/A,N/A
