source,kind,layer,relative_l2,diff_norm,full_norm,source_norm,cosine_source_full,delta_energy_share
raw,hidden_layer_input,0,0.0,0.0,1171.2998501749137,1171.2998501749137,1.0,0.0
raw,hidden_layer_input,1,0.06155081389670658,1074.8514752556089,17462.83123175925,17869.102843173798,0.9984133072543635,1.8088391972852088e-07
raw,hidden_layer_input,2,0.08448534063912308,2201.604198234763,26059.00836263249,26748.37093904184,0.9968639873503569,7.588947287000886e-07
raw,hidden_layer_input,3,0.09250569563519677,2853.64811812953,30848.35045598822,31680.48162703802,0.996188007629667,1.2749815073494847e-06
raw,hidden_layer_input,4,0.10220032143995904,3704.2799148496665,36245.286342136096,37167.620769850284,0.9952228957621927,2.1483777230363168e-06
raw,hidden_layer_input,5,0.10214893569010504,4391.257768338523,42988.77652196523,43973.102896650074,0.995155867142722,3.0191237111396653e-06
raw,hidden_layer_input,6,0.10936749919480236,5456.859250630375,49894.70629579605,50784.48189315561,0.9942803978937019,4.662174783316616e-06
raw,hidden_layer_input,7,0.11177692707388215,6174.188186666322,55236.6964121792,55913.38690750856,0.9939027071173098,5.968466652967067e-06
raw,hidden_layer_input,8,0.1193709514734121,7427.630904487526,62223.10212666695,62594.79505879962,0.9929353335571579,8.637810575709893e-06
raw,hidden_layer_input,9,0.11489788857987039,7973.846386813611,69399.41617178328,69634.17717514421,0.9934272044513537,9.95494297426535e-06
raw,hidden_layer_input,10,0.11072423698943448,8633.762408020153,77975.36151767749,77957.14241251408,0.9938686741968038,1.1670870042174052e-05
raw,hidden_layer_input,11,0.11201899432326941,9273.554829998988,82785.55691400825,82748.13247883227,0.993723142444514,1.3464664451054855e-05
raw,hidden_layer_input,12,0.11755884466481835,10002.531460820428,85085.31611840407,85043.78348863896,0.9930867112694527,1.5664729464522493e-05
raw,hidden_layer_input,13,0.12590079110579636,11093.147240637747,88110.22665708278,88082.4618745128,0.9920720534218074,1.9266933647258597e-05
raw,hidden_layer_input,14,0.12958936939958024,11866.948987017156,91573.47583370212,91529.98629923147,0.9915994247647543,2.2048609088377428e-05
raw,hidden_layer_input,15,0.1319415533967944,12647.512181875376,95856.92949847183,95933.74921495303,0.99130300656503,2.504455154929871e-05
raw,hidden_layer_input,16,0.13705665666267988,13728.180943717107,100164.27715367764,100293.56211003152,0.9906206766808726,2.9507270384632405e-05
raw,hidden_layer_input,17,0.1411596945498967,14703.355629132568,104161.14653701855,104472.65290735179,0.9900711446325848,3.3848230517428854e-05
raw,hidden_layer_input,18,0.14952240406490996,16120.223993850806,107811.42862612595,108198.65439435927,0.9888679589446434,4.068601838805154e-05
raw,hidden_layer_input,19,0.15841205209384174,17571.811640666645,110924.71442928645,111204.20831150007,0.9874875221136745,4.8343281352064166e-05
raw,hidden_layer_input,20,0.1645507605894517,18716.02924299758,113740.1563867177,114228.42092108689,0.9865285764983854,5.484417108867248e-05
raw,hidden_layer_input,21,0.17244324449699466,19956.721608984517,115729.21668921811,116329.713026837,0.9852218184140272,6.235645896416355e-05
raw,hidden_layer_input,22,0.1819112303762867,21751.15262210011,119570.14735762852,119979.07155234407,0.9835163829540403,7.40743071913455e-05
raw,hidden_layer_input,23,0.19248694239990477,23514.529410904448,122161.6859706328,122277.91387322365,0.9814924599284689,8.65716371142094e-05
raw,hidden_layer_input,24,0.20216516584520297,24968.48508129136,123505.37728349118,123376.54894797674,0.9795438437803894,9.760845374565786e-05
raw,hidden_layer_input,25,0.20820508817736466,26218.04667949777,125924.14003428811,125491.87702770845,0.9782565914045673,0.00010762265743714046
raw,hidden_layer_input,26,0.21331312572224015,27424.59586493168,128564.97119939007,127679.56639474462,0.9771148694939138,0.00011775612872966693
raw,hidden_layer_input,27,0.2165367141546623,29229.828506001097,134987.86392927144,133488.52869113884,0.9763549909818277,0.00013376903109555232
raw,hidden_layer_input,28,0.21672189432035874,30460.59299508637,140551.52614188328,138647.90594591576,0.9762863620551788,0.00014527127704124944
raw,hidden_layer_input,29,0.21843385029783602,31436.047006276065,143915.63836563245,141884.53651671312,0.975902842350254,0.00015472443511515259
raw,hidden_layer_input,30,0.2187658253312095,32543.542205030637,148759.71672339592,146623.60760506816,0.9758267532735794,0.00016581838874367362
raw,hidden_layer_input,31,0.2200919108998839,32377.23440027765,147107.78905002787,145113.79363386688,0.9755401102199548,0.0001641279502092965
raw,hidden_layer_input,32,0.22189512687619142,32200.159019528684,145114.31356261863,143303.75054429838,0.9751490600624516,0.00016233758453650457
raw,hidden_layer_input,33,0.21738583421711602,31504.407328652265,144923.92037462277,143636.3446777138,0.9761997269727931,0.00015539808931615547
raw,hidden_layer_input,34,0.21265263455239738,31361.738981354833,147478.7229764009,146449.11260741734,0.9772550150397669,0.0001539938293459178
raw,hidden_layer_input,35,0.2149292083812151,31865.105385762145,148258.60861704624,147630.9934439581,0.976813540133999,0.00015897680517121344
raw,hidden_layer_input,36,0.22424060384650107,32726.379702869992,145943.14830365026,146055.64720916306,0.974877749254111,0.00016768683843645604
raw,hidden_layer_input,37,0.23824714597651336,34157.6663451627,143370.7262479862,143771.40855669114,0.971702148305065,0.0001826751323968119
raw,hidden_layer_input,38,0.24470813736931407,34113.296692032105,139404.01434443612,140015.99434216434,0.9701994324802108,0.00018220086299169984
raw,hidden_layer_input,39,0.24964434536307797,34799.94519423806,139398.09108684468,140237.20939224726,0.9690433260534056,0.00018960953220836064
raw,hidden_layer_input,40,0.2600076025218865,36478.50699542116,140297.8476075542,141095.08695114087,0.966405087611234,0.00020834215736676096
raw,hidden_layer_input,41,0.265162151824043,37939.09506832327,143078.8474423718,144340.85814747674,0.9651904637976204,0.0002253600770029297
raw,hidden_layer_input,42,0.2867280607263928,42050.797282119274,146657.4187946181,148056.61113215276,0.9593270760723768,0.00027685445455144004
raw,hidden_layer_input,43,0.29833115509156594,44237.07772679794,148281.7901242007,149012.83924799904,0.9557296840054906,0.00030639093140319673
raw,hidden_layer_input,44,1.4633806763720545,534059.2108170344,364948.92917477165,514250.3381605597,0.29951198234976373,0.044656210478777124
raw,hidden_layer_input,45,1.455634295845083,541171.0112563324,371776.7661843596,522542.5396070639,0.3047385164520313,0.04585345834371799
raw,hidden_layer_input,46,1.4399435160804208,544245.1760127735,377962.8644700098,527892.2433735885,0.3140563292360942,0.046375886385730335
raw,hidden_layer_input,47,1.422362141405089,544827.9396336984,383044.460882154,531184.2304069864,0.3244805057517874,0.04647525575134574
raw,hidden_layer_input,48,1.405957241836241,546079.4798569181,388404.0450218207,535689.5599497203,0.3355174624450456,0.04668902033547497
raw,hidden_layer_input,49,1.378737684475914,545956.1933630931,395982.6437692693,539941.383882547,0.35141622127784927,0.04666794107482078
raw,hidden_layer_input,50,1.3508315273155285,549290.2772413946,406631.22390471934,549394.6353128141,0.37032869350638453,0.047239671666476725
raw,hidden_layer_input,51,1.294193876989644,550565.9200962848,425412.24300715065,562658.8671253213,0.4061583884292868,0.047459340302746636
raw,hidden_layer_input,52,1.232616117662429,552844.0135019359,448512.7247486965,579940.4944360672,0.4456912848438361,0.04785290076603641
raw,hidden_layer_input,53,1.161939255344436,554978.0151985287,477630.83366523776,601668.1936129747,0.49088291315067745,0.04822304228585809
raw,hidden_layer_input,54,1.078108640513517,558366.2611853745,517912.79672836815,634027.8850405556,0.5458033298076669,0.04881366134874233
raw,hidden_layer_input,55,0.9882189215227396,563125.6001379606,569838.9171401862,676405.0645907377,0.6033720412444177,0.049649352509738905
raw,hidden_layer_input,56,0.9030184853639993,568947.6039188426,630050.8939077859,727275.2100188759,0.6570986245199095,0.05068128204035041
raw,hidden_layer_input,57,0.8175547455679654,577109.049164217,705896.5192151042,792279.029322372,0.7089110328757892,0.052145737625811185
raw,hidden_layer_input,58,0.7500241267009021,585824.132988389,781073.7176752269,858232.9112158307,0.7484599141593095,0.05373256388223862
raw,hidden_layer_input,59,0.6975791009407118,598183.5273403439,857513.5443904079,926143.8330302697,0.7776870381995183,0.05602372034715498
raw,hidden_layer_input,60,0.6380871879619513,612434.3814095388,959797.3332855223,1014838.1486936723,0.809018742645195,0.05872488484996404
raw,hidden_layer_input,61,0.5883507480925455,628472.2066855737,1068193.0952295095,1113062.6051961319,0.8347454446211685,0.061840814291965265
raw,hidden_layer_input,62,0.51810784566692,641181.1126363791,1237543.7237609022,1276511.6180654212,0.8703600131529526,0.06436718085669375
raw,hidden_layer_input,63,0.2886461543512634,455589.604531315,1578367.1379764595,1558360.0949100307,0.957888242709641,0.032497552849691434
preprocess,hidden_layer_input,0,0.0,0.0,1171.2998501749137,1171.2998501749137,1.0,0.0
