Question,Real Answer,Pred Answer
The 15:17 to Paris was based on an autobiography about a man who stopped a gunman on a Paris-bound train on what date?,August 2015,August 2015
"Larry Fessenden directed ""Beneath"" (2013) and starred in what 2011 American slasher film?",You're Next,You're Next
Betty White portrayed Rose Nyland on American television comedy series The Golden Girls on NBC and what spin-off on CBS?,The Golden Palace,The Golden Palace
The 2000 ICC KnockOut Trophy saw the international debut of fast bowler Zaheer Khan. What was his final year of playing for India?,2014,2014
"The Australian and Ne Zealand Army Corps, for which the HMAS Anzac was named, was formed in what country in December 1914?",Egypt,Egypt
Craigmillar Festival Society has produced plays that involve the ruined castle in what Scottish city?,Edinburgh,Edinburgh
"The Blind Side is an American biographical sports drama film, released in which year, the storyline features Michael Oher, an American football offensive tackle who is currently a free agent?",2009,2009
In what film did Rufus Sewell appear in before he appeared in Helen of Troy?,"In film, he has appeared in Kenneth Branagh's rendition of ""Hamlet"" (1996) playing Fortinbras",The Rocketeer
"Which singer is the vocalist for a band with a longer name, Daniel Gildenlöw or Jun. K?",Daniel Gildenlöw,Daniel Gildenlöw
"Which film directory, Patty Jenkins or Vilgot Sjöman is known as the director of the films ""491"" (1964)?",David Harald Vilgot Sjöman,Vilgot Sjöman
