example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
50,0,draft_frequency_per_chunk,0.15,265,39,8
50,0,draft_mean_score_per_chunk,0.15,265,39,8
50,1,draft_frequency_per_chunk,0.15,321,48,8
50,1,draft_mean_score_per_chunk,0.15,321,48,8
50,2,draft_frequency_per_chunk,0.15,189,28,8
50,2,draft_mean_score_per_chunk,0.15,189,28,8
50,3,draft_frequency_per_chunk,0.15,212,31,8
50,3,draft_mean_score_per_chunk,0.15,212,31,8
50,4,draft_frequency_per_chunk,0.15,98,14,8
50,4,draft_mean_score_per_chunk,0.15,98,14,8
50,5,draft_frequency_per_chunk,0.15,57,8,8
50,5,draft_mean_score_per_chunk,0.15,57,8,8
50,6,draft_frequency_per_chunk,0.15,139,20,8
50,6,draft_mean_score_per_chunk,0.15,139,20,8
50,7,draft_frequency_per_chunk,0.15,85,12,8
50,7,draft_mean_score_per_chunk,0.15,85,12,8
50,8,draft_frequency_per_chunk,0.15,152,22,8
50,8,draft_mean_score_per_chunk,0.15,152,22,8
50,9,draft_frequency_per_chunk,0.15,154,23,8
50,9,draft_mean_score_per_chunk,0.15,154,23,8
50,10,draft_frequency_per_chunk,0.15,160,24,8
50,10,draft_mean_score_per_chunk,0.15,160,24,8
50,11,draft_frequency_per_chunk,0.15,196,29,8
50,11,draft_mean_score_per_chunk,0.15,196,29,8
50,12,draft_frequency_per_chunk,0.15,228,34,8
50,12,draft_mean_score_per_chunk,0.15,228,34,8
51,0,draft_frequency_per_chunk,0.15,83,12,8
51,0,draft_mean_score_per_chunk,0.15,83,12,8
51,1,draft_frequency_per_chunk,0.15,94,14,8
51,1,draft_mean_score_per_chunk,0.15,94,14,8
51,2,draft_frequency_per_chunk,0.15,162,24,8
51,2,draft_mean_score_per_chunk,0.15,162,24,8
51,3,draft_frequency_per_chunk,0.15,78,11,8
51,3,draft_mean_score_per_chunk,0.15,78,11,8
51,4,draft_frequency_per_chunk,0.15,106,15,8
51,4,draft_mean_score_per_chunk,0.15,106,15,8
51,5,draft_frequency_per_chunk,0.15,95,14,8
51,5,draft_mean_score_per_chunk,0.15,95,14,8
51,6,draft_frequency_per_chunk,0.15,169,25,8
51,6,draft_mean_score_per_chunk,0.15,169,25,8
51,7,draft_frequency_per_chunk,0.15,110,16,8
51,7,draft_mean_score_per_chunk,0.15,110,16,8
51,8,draft_frequency_per_chunk,0.15,109,16,8
51,8,draft_mean_score_per_chunk,0.15,109,16,8
51,9,draft_frequency_per_chunk,0.15,62,9,8
51,9,draft_mean_score_per_chunk,0.15,62,9,8
51,10,draft_frequency_per_chunk,0.15,71,10,8
51,10,draft_mean_score_per_chunk,0.15,71,10,8
51,11,draft_frequency_per_chunk,0.15,208,31,8
51,11,draft_mean_score_per_chunk,0.15,208,31,8
51,12,draft_frequency_per_chunk,0.15,116,17,8
51,12,draft_mean_score_per_chunk,0.15,116,17,8
51,13,draft_frequency_per_chunk,0.15,130,19,8
51,13,draft_mean_score_per_chunk,0.15,130,19,8
