row_id,is_warmup,example_id,sub_q_idx,main_question,sub_question,doc_tokens,query_tokens,full_tokens,fusion_selected_doc_tokens,fusion_reprocess_prefill_tokens,full_exact_cache_ttft_s,full_ttft_compute_s,full_ttft_wall_s,fusion_ttft_compute_s,fusion_ttft_wall_s,fusion_storage_time_s,fusion_selection_time_s,fusion_selection_score_forward_time_s,fusion_reprocess_prefill_time_s,speedup_full_over_fusion_compute,ttft_reduction_pct_compute,speedup_full_exact_over_fusion_compute,ttft_reduction_pct_full_exact_vs_fusion_compute,speedup_full_over_fusion_wall,ttft_reduction_pct_wall
0,True,0,0,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?,1313,27,2132,65,92,0.43865674920380116,0.27811121940612793,0.2795534017495811,0.6505827158689499,0.717233874835074,0.024574053939431906,0.14120581792667508,0.12655482487753034,0.4848028440028429,0.4274801844907132,-133.92897174669497,0.6742520797188869,-48.31248283534042,0.38976603247283,-156.56417355191374
1,True,1,0,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?,1295,25,2112,64,89,0.27290301537141204,0.1069331169128418,0.2738782176747918,0.21011225832626224,0.27515675593167543,0.023695824667811394,0.10326683288440108,0.10236747190356255,0.08314960077404976,0.5089332615082176,-96.48941730326526,1.298843853972805,23.008451174382827,0.995353418626577,-0.46682728832483367
2,True,2,0,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?,1441,21,2254,72,93,0.290687486063689,0.11529541015625,0.2933259909041226,0.2141511612571776,0.27793091628700495,0.02495900494977832,0.10954123735427856,0.10870238114148378,0.07965091895312071,0.5383833058826605,-85.74127189187917,1.3573939284625112,26.329418525344593,1.0553917312359016,5.2484522662533895
3,True,3,0,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?,1154,26,1972,57,83,0.2563331048004329,0.09521150588989258,0.2586149740964174,0.2035943353548646,0.25382427126169205,0.02179186325520277,0.10261422395706177,0.10178273217752576,0.07918824814260006,0.4676530205221038,-113.83375197353925,1.25903849119203,20.574310714422893,1.0188740927371212,1.8524460354485517
4,True,3,1,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?,1353,27,2172,67,94,0.2767468309029937,0.10857653617858887,0.2783725247718394,0.20851927436888218,0.2741462029516697,0.02502149762585759,0.10411526495590806,0.10328131401911378,0.07938251178711653,0.5207026377164106,-92.04819172524117,1.3272002395970992,24.653419268250587,1.0154163062434054,1.5182251997152618
5,True,4,0,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?",1178,32,2002,58,90,0.2571941898204386,0.09447216987609863,0.25829395186156034,0.20466023171320558,0.26522672502323985,0.021846347022801638,0.1035119746811688,0.10255574807524681,0.07930191000923514,0.4616049199459734,-116.6354726282035,1.2566886476550556,20.42579505544425,0.973860955523724,-2.6840632975391188
6,True,4,1,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?,2075,24,2891,103,127,0.3858685540035367,0.1513211727142334,0.38694012304767966,0.21314766025170684,0.29508299473673105,0.029832308180630207,0.10244229901582003,0.10146360797807574,0.0808730530552566,0.7099358845203259,-40.85779037295154,1.8103344580365701,44.76158835950306,1.311292517526814,23.739365043730487
7,True,6,0,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?,1490,21,2303,74,95,0.29055205173790455,0.10490727424621582,0.2925932239741087,0.20583210000768304,0.2681090049445629,0.024881459772586823,0.10142563516274095,0.10059158876538277,0.07952500507235527,0.5096740218960015,-96.20383952079257,1.4115973734274643,29.158269997915554,1.0913218824358712,8.36800616808282
8,False,7,0,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?,1587,27,2406,79,106,0.3195836851373315,0.11710596084594727,0.32042782101780176,0.2071712980978191,0.2799618039280176,0.024085942190140486,0.10276771988719702,0.10194073105230927,0.08031763602048159,0.5652615102631345,-76.90926798367903,1.542605988723569,35.174632582137775,1.1445412071290575,12.628746455675588
9,False,7,1,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?,1466,28,2286,73,101,0.2913355128839612,0.11418342590332031,0.2932060742750764,0.2138642012141645,0.28173546493053436,0.025393711868673563,0.10817577503621578,0.10734626883640885,0.08029471430927515,0.5339062136396383,-87.2988128725831,1.3622453464860937,26.59178446969954,1.0407141122519674,3.9121322342662856
10,False,9,0,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?,1998,25,2815,99,124,0.36075494112446904,0.1289057731628418,0.36238955706357956,0.2125050127506256,0.28956300113350153,0.028933219611644745,0.10266232211142778,0.10163781465962529,0.08090947102755308,0.6066010937544921,-64.85298333549115,1.697630265069627,41.09435837850206,1.2515050460348756,20.0962071093293
11,False,9,1,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,2722,33,3547,136,169,0.48540538270026445,0.19045281410217285,0.48630733508616686,0.23366894340142608,0.3416149206459522,0.033589040860533714,0.104016306810081,0.10282026324421167,0.09606359573081136,0.8150540304151113,-22.691252687959196,2.0773209123746224,51.8610728827217,1.4235541415071067,29.753286450959482
12,False,10,0,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?,1505,25,2322,75,100,0.31761182472109795,0.11669015884399414,0.31872430397197604,0.20564024150371552,0.27398568904027343,0.023671999108046293,0.10194753110408783,0.10110317077487707,0.08002071129158139,0.5674480733474814,-76.22757869293919,1.5445022939022337,35.25422371024982,1.1632881450429569,14.036775474654817
