example_id,chunk_id,method,rate,chunk_len,selected_count,n_queries,score_status,status
50,0,docgen_draft_smart_frequency_global,0.1,265,26,32,ok,
50,0,docgen_draft_smart_frequency_global,0.15,265,39,32,ok,
50,0,docgen_draft_smart_frequency_global,0.2,265,53,32,ok,
50,1,docgen_draft_smart_frequency_global,0.1,321,32,32,ok,
50,1,docgen_draft_smart_frequency_global,0.15,321,48,32,ok,
50,1,docgen_draft_smart_frequency_global,0.2,321,64,32,ok,
50,2,docgen_draft_smart_frequency_global,0.1,189,18,32,ok,
50,2,docgen_draft_smart_frequency_global,0.15,189,28,32,ok,
50,2,docgen_draft_smart_frequency_global,0.2,189,37,32,ok,
50,3,docgen_draft_smart_frequency_global,0.1,212,21,32,ok,
50,3,docgen_draft_smart_frequency_global,0.15,212,31,32,ok,
50,3,docgen_draft_smart_frequency_global,0.2,212,42,32,ok,
50,4,docgen_draft_smart_frequency_global,0.1,98,9,32,ok,
50,4,docgen_draft_smart_frequency_global,0.15,98,14,32,ok,
50,4,docgen_draft_smart_frequency_global,0.2,98,19,32,ok,
50,5,docgen_draft_smart_frequency_global,0.1,57,5,32,ok,
50,5,docgen_draft_smart_frequency_global,0.15,57,8,32,ok,
50,5,docgen_draft_smart_frequency_global,0.2,57,11,32,ok,
50,6,docgen_draft_smart_frequency_global,0.1,139,13,32,ok,
50,6,docgen_draft_smart_frequency_global,0.15,139,20,32,ok,
50,6,docgen_draft_smart_frequency_global,0.2,139,27,32,ok,
50,7,docgen_draft_smart_frequency_global,0.1,85,8,32,ok,
50,7,docgen_draft_smart_frequency_global,0.15,85,12,32,ok,
50,7,docgen_draft_smart_frequency_global,0.2,85,17,32,ok,
50,8,docgen_draft_smart_frequency_global,0.1,152,15,32,ok,
50,8,docgen_draft_smart_frequency_global,0.15,152,22,32,ok,
50,8,docgen_draft_smart_frequency_global,0.2,152,30,32,ok,
50,9,docgen_draft_smart_frequency_global,0.1,154,15,32,ok,
50,9,docgen_draft_smart_frequency_global,0.15,154,23,32,ok,
50,9,docgen_draft_smart_frequency_global,0.2,154,30,32,ok,
50,10,docgen_draft_smart_frequency_global,0.1,160,16,32,ok,
50,10,docgen_draft_smart_frequency_global,0.15,160,24,32,ok,
50,10,docgen_draft_smart_frequency_global,0.2,160,32,32,ok,
50,11,docgen_draft_smart_frequency_global,0.1,196,19,32,ok,
