example_id,chunk_id,method,rate,chunk_len,selected_count,n_queries,score_status,status
100,0,docgen_draft_smart_frequency_global,0.1,57,5,32,ok,
100,0,docgen_draft_smart_frequency_global,0.15,57,8,32,ok,
100,0,docgen_draft_smart_frequency_global,0.2,57,11,32,ok,
100,1,docgen_draft_smart_frequency_global,0.1,108,10,32,ok,
100,1,docgen_draft_smart_frequency_global,0.15,108,16,32,ok,
100,1,docgen_draft_smart_frequency_global,0.2,108,21,32,ok,
100,2,docgen_draft_smart_frequency_global,0.1,143,14,32,ok,
100,2,docgen_draft_smart_frequency_global,0.15,143,21,32,ok,
100,2,docgen_draft_smart_frequency_global,0.2,143,28,32,ok,
100,3,docgen_draft_smart_frequency_global,0.1,171,17,32,ok,
100,3,docgen_draft_smart_frequency_global,0.15,171,25,32,ok,
100,3,docgen_draft_smart_frequency_global,0.2,171,34,32,ok,
100,4,docgen_draft_smart_frequency_global,0.1,55,5,32,ok,
100,4,docgen_draft_smart_frequency_global,0.15,55,8,32,ok,
100,4,docgen_draft_smart_frequency_global,0.2,55,11,32,ok,
100,5,docgen_draft_smart_frequency_global,0.1,297,29,32,ok,
100,5,docgen_draft_smart_frequency_global,0.15,297,44,32,ok,
100,5,docgen_draft_smart_frequency_global,0.2,297,59,32,ok,
100,6,docgen_draft_smart_frequency_global,0.1,163,16,32,ok,
100,6,docgen_draft_smart_frequency_global,0.15,163,24,32,ok,
100,6,docgen_draft_smart_frequency_global,0.2,163,32,32,ok,
100,7,docgen_draft_smart_frequency_global,0.1,149,14,32,ok,
100,7,docgen_draft_smart_frequency_global,0.15,149,22,32,ok,
100,7,docgen_draft_smart_frequency_global,0.2,149,29,32,ok,
100,8,docgen_draft_smart_frequency_global,0.1,105,10,32,ok,
100,8,docgen_draft_smart_frequency_global,0.15,105,15,32,ok,
100,8,docgen_draft_smart_frequency_global,0.2,105,21,32,ok,
100,9,docgen_draft_smart_frequency_global,0.1,85,8,32,ok,
100,9,docgen_draft_smart_frequency_global,0.15,85,12,32,ok,
100,9,docgen_draft_smart_frequency_global,0.2,85,17,32,ok,
100,10,docgen_draft_smart_frequency_global,0.1,77,7,32,ok,
100,10,docgen_draft_smart_frequency_global,0.15,77,11,32,ok,
100,10,docgen_draft_smart_frequency_global,0.2,77,15,32,ok,
100,11,docgen_draft_smart_frequency_global,0.1,134,13,32,ok,
100,11,docgen_draft_smart_frequency_global,0.15,134,20,32,ok,
100,11,docgen_draft_smart_frequency_global,0.2,134,26,32,ok,
100,12,docgen_draft_smart_frequency_global,0.1,97,9,32,ok,
100,12,docgen_draft_smart_frequency_global,0.15,97,14,32,ok,
100,12,docgen_draft_smart_frequency_global,0.2,97,19,32,ok,
100,13,docgen_draft_smart_frequency_global,0.1,93,9,32,ok,
100,13,docgen_draft_smart_frequency_global,0.15,93,13,32,ok,
100,13,docgen_draft_smart_frequency_global,0.2,93,18,32,ok,
100,14,docgen_draft_smart_frequency_global,0.1,120,12,32,ok,
100,14,docgen_draft_smart_frequency_global,0.15,120,18,32,ok,
100,14,docgen_draft_smart_frequency_global,0.2,120,24,32,ok,
100,15,docgen_draft_smart_frequency_global,0.1,142,14,32,ok,
100,15,docgen_draft_smart_frequency_global,0.15,142,21,32,ok,
100,15,docgen_draft_smart_frequency_global,0.2,142,28,32,ok,
101,0,docgen_draft_smart_frequency_global,0.1,135,13,32,ok,
101,0,docgen_draft_smart_frequency_global,0.15,135,20,32,ok,
101,0,docgen_draft_smart_frequency_global,0.2,135,27,32,ok,
101,1,docgen_draft_smart_frequency_global,0.1,77,7,32,ok,
101,1,docgen_draft_smart_frequency_global,0.15,77,11,32,ok,
101,1,docgen_draft_smart_frequency_global,0.2,77,15,32,ok,
101,2,docgen_draft_smart_frequency_global,0.1,176,17,32,ok,
101,2,docgen_draft_smart_frequency_global,0.15,176,26,32,ok,
101,2,docgen_draft_smart_frequency_global,0.2,176,35,32,ok,
101,3,docgen_draft_smart_frequency_global,0.1,126,12,32,ok,
101,3,docgen_draft_smart_frequency_global,0.15,126,18,32,ok,
101,3,docgen_draft_smart_frequency_global,0.2,126,25,32,ok,
101,4,docgen_draft_smart_frequency_global,0.1,52,5,32,ok,
101,4,docgen_draft_smart_frequency_global,0.15,52,7,32,ok,
101,4,docgen_draft_smart_frequency_global,0.2,52,10,32,ok,
101,5,docgen_draft_smart_frequency_global,0.1,79,7,32,ok,
101,5,docgen_draft_smart_frequency_global,0.15,79,11,32,ok,
101,5,docgen_draft_smart_frequency_global,0.2,79,15,32,ok,
101,6,docgen_draft_smart_frequency_global,0.1,87,8,32,ok,
101,6,docgen_draft_smart_frequency_global,0.15,87,13,32,ok,
101,6,docgen_draft_smart_frequency_global,0.2,87,17,32,ok,
101,7,docgen_draft_smart_frequency_global,0.1,58,5,32,ok,
101,7,docgen_draft_smart_frequency_global,0.15,58,8,32,ok,
101,7,docgen_draft_smart_frequency_global,0.2,58,11,32,ok,
101,8,docgen_draft_smart_frequency_global,0.1,51,5,32,ok,
101,8,docgen_draft_smart_frequency_global,0.15,51,7,32,ok,
101,8,docgen_draft_smart_frequency_global,0.2,51,10,32,ok,
101,9,docgen_draft_smart_frequency_global,0.1,52,5,32,ok,
101,9,docgen_draft_smart_frequency_global,0.15,52,7,32,ok,
101,9,docgen_draft_smart_frequency_global,0.2,52,10,32,ok,
101,10,docgen_draft_smart_frequency_global,0.1,111,11,32,ok,
101,10,docgen_draft_smart_frequency_global,0.15,111,16,32,ok,
101,10,docgen_draft_smart_frequency_global,0.2,111,22,32,ok,
101,11,docgen_draft_smart_frequency_global,0.1,165,16,32,ok,
101,11,docgen_draft_smart_frequency_global,0.15,165,24,32,ok,
101,11,docgen_draft_smart_frequency_global,0.2,165,33,32,ok,
101,12,docgen_draft_smart_frequency_global,0.1,127,12,32,ok,
101,12,docgen_draft_smart_frequency_global,0.15,127,19,32,ok,
101,12,docgen_draft_smart_frequency_global,0.2,127,25,32,ok,
101,13,docgen_draft_smart_frequency_global,0.1,87,8,32,ok,
101,13,docgen_draft_smart_frequency_global,0.15,87,13,32,ok,
101,13,docgen_draft_smart_frequency_global,0.2,87,17,32,ok,
101,14,docgen_draft_smart_frequency_global,0.1,171,17,32,ok,
101,14,docgen_draft_smart_frequency_global,0.15,171,25,32,ok,
101,14,docgen_draft_smart_frequency_global,0.2,171,34,32,ok,
101,15,docgen_draft_smart_frequency_global,0.1,89,8,32,ok,
101,15,docgen_draft_smart_frequency_global,0.15,89,13,32,ok,
101,15,docgen_draft_smart_frequency_global,0.2,89,17,32,ok,
102,0,docgen_draft_smart_frequency_global,0.1,124,12,32,ok,
102,0,docgen_draft_smart_frequency_global,0.15,124,18,32,ok,
102,0,docgen_draft_smart_frequency_global,0.2,124,24,32,ok,
102,1,docgen_draft_smart_frequency_global,0.1,59,5,32,ok,
102,1,docgen_draft_smart_frequency_global,0.15,59,8,32,ok,
102,1,docgen_draft_smart_frequency_global,0.2,59,11,32,ok,
102,2,docgen_draft_smart_frequency_global,0.1,158,15,32,ok,
102,2,docgen_draft_smart_frequency_global,0.15,158,23,32,ok,
102,2,docgen_draft_smart_frequency_global,0.2,158,31,32,ok,
102,3,docgen_draft_smart_frequency_global,0.1,99,9,32,ok,
102,3,docgen_draft_smart_frequency_global,0.15,99,14,32,ok,
102,3,docgen_draft_smart_frequency_global,0.2,99,19,32,ok,
102,4,docgen_draft_smart_frequency_global,0.1,147,14,32,ok,
102,4,docgen_draft_smart_frequency_global,0.15,147,22,32,ok,
102,4,docgen_draft_smart_frequency_global,0.2,147,29,32,ok,
102,5,docgen_draft_smart_frequency_global,0.1,78,7,32,ok,
102,5,docgen_draft_smart_frequency_global,0.15,78,11,32,ok,
102,5,docgen_draft_smart_frequency_global,0.2,78,15,32,ok,
102,6,docgen_draft_smart_frequency_global,0.1,156,15,32,ok,
102,6,docgen_draft_smart_frequency_global,0.15,156,23,32,ok,
102,6,docgen_draft_smart_frequency_global,0.2,156,31,32,ok,
102,7,docgen_draft_smart_frequency_global,0.1,118,11,32,ok,
102,7,docgen_draft_smart_frequency_global,0.15,118,17,32,ok,
102,7,docgen_draft_smart_frequency_global,0.2,118,23,32,ok,
102,8,docgen_draft_smart_frequency_global,0.1,185,18,32,ok,
102,8,docgen_draft_smart_frequency_global,0.15,185,27,32,ok,
102,8,docgen_draft_smart_frequency_global,0.2,185,37,32,ok,
102,9,docgen_draft_smart_frequency_global,0.1,136,13,32,ok,
102,9,docgen_draft_smart_frequency_global,0.15,136,20,32,ok,
102,9,docgen_draft_smart_frequency_global,0.2,136,27,32,ok,
102,10,docgen_draft_smart_frequency_global,0.1,73,7,32,ok,
102,10,docgen_draft_smart_frequency_global,0.15,73,10,32,ok,
102,10,docgen_draft_smart_frequency_global,0.2,73,14,32,ok,
102,11,docgen_draft_smart_frequency_global,0.1,121,12,32,ok,
102,11,docgen_draft_smart_frequency_global,0.15,121,18,32,ok,
102,11,docgen_draft_smart_frequency_global,0.2,121,24,32,ok,
102,12,docgen_draft_smart_frequency_global,0.1,165,16,32,ok,
102,12,docgen_draft_smart_frequency_global,0.15,165,24,32,ok,
102,12,docgen_draft_smart_frequency_global,0.2,165,33,32,ok,
102,13,docgen_draft_smart_frequency_global,0.1,151,15,32,ok,
102,13,docgen_draft_smart_frequency_global,0.15,151,22,32,ok,
102,13,docgen_draft_smart_frequency_global,0.2,151,30,32,ok,
102,14,docgen_draft_smart_frequency_global,0.1,144,14,32,ok,
102,14,docgen_draft_smart_frequency_global,0.15,144,21,32,ok,
102,14,docgen_draft_smart_frequency_global,0.2,144,28,32,ok,
102,15,docgen_draft_smart_frequency_global,0.1,103,10,32,ok,
102,15,docgen_draft_smart_frequency_global,0.15,103,15,32,ok,
102,15,docgen_draft_smart_frequency_global,0.2,103,20,32,ok,
102,16,docgen_draft_smart_frequency_global,0.1,153,15,32,ok,
102,16,docgen_draft_smart_frequency_global,0.15,153,22,32,ok,
102,16,docgen_draft_smart_frequency_global,0.2,153,30,32,ok,
102,17,docgen_draft_smart_frequency_global,0.1,260,26,32,ok,
102,17,docgen_draft_smart_frequency_global,0.15,260,39,32,ok,
102,17,docgen_draft_smart_frequency_global,0.2,260,52,32,ok,
102,18,docgen_draft_smart_frequency_global,0.1,196,19,32,ok,
102,18,docgen_draft_smart_frequency_global,0.15,196,29,32,ok,
102,18,docgen_draft_smart_frequency_global,0.2,196,39,32,ok,
103,0,docgen_draft_smart_frequency_global,0.1,57,5,32,ok,
103,0,docgen_draft_smart_frequency_global,0.15,57,8,32,ok,
103,0,docgen_draft_smart_frequency_global,0.2,57,11,32,ok,
103,1,docgen_draft_smart_frequency_global,0.1,118,11,32,ok,
103,1,docgen_draft_smart_frequency_global,0.15,118,17,32,ok,
103,1,docgen_draft_smart_frequency_global,0.2,118,23,32,ok,
103,2,docgen_draft_smart_frequency_global,0.1,171,17,32,ok,
103,2,docgen_draft_smart_frequency_global,0.15,171,25,32,ok,
103,2,docgen_draft_smart_frequency_global,0.2,171,34,32,ok,
