example_id,chunk_id,method,rate,chunk_len,selected_count,n_queries,score_status,status
0,0,docgen_draft_smart_frequency_global,0.1,50,5,32,ok,
0,0,docgen_draft_smart_frequency_global,0.15,50,7,32,ok,
0,0,docgen_draft_smart_frequency_global,0.2,50,10,32,ok,
0,1,docgen_draft_smart_frequency_global,0.1,92,9,32,ok,
0,1,docgen_draft_smart_frequency_global,0.15,92,13,32,ok,
0,1,docgen_draft_smart_frequency_global,0.2,92,18,32,ok,
0,2,docgen_draft_smart_frequency_global,0.1,76,7,32,ok,
0,2,docgen_draft_smart_frequency_global,0.15,76,11,32,ok,
0,2,docgen_draft_smart_frequency_global,0.2,76,15,32,ok,
0,3,docgen_draft_smart_frequency_global,0.1,98,9,32,ok,
0,3,docgen_draft_smart_frequency_global,0.15,98,14,32,ok,
0,3,docgen_draft_smart_frequency_global,0.2,98,19,32,ok,
0,4,docgen_draft_smart_frequency_global,0.1,52,5,32,ok,
0,4,docgen_draft_smart_frequency_global,0.15,52,7,32,ok,
0,4,docgen_draft_smart_frequency_global,0.2,52,10,32,ok,
0,5,docgen_draft_smart_frequency_global,0.1,214,21,32,ok,
0,5,docgen_draft_smart_frequency_global,0.15,214,32,32,ok,
0,5,docgen_draft_smart_frequency_global,0.2,214,42,32,ok,
0,6,docgen_draft_smart_frequency_global,0.1,121,12,32,ok,
0,6,docgen_draft_smart_frequency_global,0.15,121,18,32,ok,
0,6,docgen_draft_smart_frequency_global,0.2,121,24,32,ok,
0,7,docgen_draft_smart_frequency_global,0.1,301,30,32,ok,
0,7,docgen_draft_smart_frequency_global,0.15,301,45,32,ok,
0,7,docgen_draft_smart_frequency_global,0.2,301,60,32,ok,
0,8,docgen_draft_smart_frequency_global,0.1,84,8,32,ok,
0,8,docgen_draft_smart_frequency_global,0.15,84,12,32,ok,
0,8,docgen_draft_smart_frequency_global,0.2,84,16,32,ok,
0,9,docgen_draft_smart_frequency_global,0.1,83,8,32,ok,
0,9,docgen_draft_smart_frequency_global,0.15,83,12,32,ok,
0,9,docgen_draft_smart_frequency_global,0.2,83,16,32,ok,
1,0,docgen_draft_smart_frequency_global,0.1,90,9,32,ok,
1,0,docgen_draft_smart_frequency_global,0.15,90,13,32,ok,
1,0,docgen_draft_smart_frequency_global,0.2,90,18,32,ok,
1,1,docgen_draft_smart_frequency_global,0.1,85,8,32,ok,
1,1,docgen_draft_smart_frequency_global,0.15,85,12,32,ok,
1,1,docgen_draft_smart_frequency_global,0.2,85,17,32,ok,
1,2,docgen_draft_smart_frequency_global,0.1,130,13,32,ok,
1,2,docgen_draft_smart_frequency_global,0.15,130,19,32,ok,
1,2,docgen_draft_smart_frequency_global,0.2,130,26,32,ok,
1,3,docgen_draft_smart_frequency_global,0.1,86,8,32,ok,
1,3,docgen_draft_smart_frequency_global,0.15,86,12,32,ok,
1,3,docgen_draft_smart_frequency_global,0.2,86,17,32,ok,
1,4,docgen_draft_smart_frequency_global,0.1,135,13,32,ok,
1,4,docgen_draft_smart_frequency_global,0.15,135,20,32,ok,
1,4,docgen_draft_smart_frequency_global,0.2,135,27,32,ok,
1,5,docgen_draft_smart_frequency_global,0.1,217,21,32,ok,
1,5,docgen_draft_smart_frequency_global,0.15,217,32,32,ok,
1,5,docgen_draft_smart_frequency_global,0.2,217,43,32,ok,
1,6,docgen_draft_smart_frequency_global,0.1,56,5,32,ok,
1,6,docgen_draft_smart_frequency_global,0.15,56,8,32,ok,
1,6,docgen_draft_smart_frequency_global,0.2,56,11,32,ok,
1,7,docgen_draft_smart_frequency_global,0.1,216,21,32,ok,
1,7,docgen_draft_smart_frequency_global,0.15,216,32,32,ok,
1,7,docgen_draft_smart_frequency_global,0.2,216,43,32,ok,
1,8,docgen_draft_smart_frequency_global,0.1,113,11,32,ok,
1,8,docgen_draft_smart_frequency_global,0.15,113,16,32,ok,
1,8,docgen_draft_smart_frequency_global,0.2,113,22,32,ok,
1,9,docgen_draft_smart_frequency_global,0.1,77,7,32,ok,
1,9,docgen_draft_smart_frequency_global,0.15,77,11,32,ok,
1,9,docgen_draft_smart_frequency_global,0.2,77,15,32,ok,
2,0,docgen_draft_smart_frequency_global,0.1,64,6,32,ok,
2,0,docgen_draft_smart_frequency_global,0.15,64,9,32,ok,
2,0,docgen_draft_smart_frequency_global,0.2,64,12,32,ok,
2,1,docgen_draft_smart_frequency_global,0.1,122,12,32,ok,
2,1,docgen_draft_smart_frequency_global,0.15,122,18,32,ok,
2,1,docgen_draft_smart_frequency_global,0.2,122,24,32,ok,
2,2,docgen_draft_smart_frequency_global,0.1,88,8,32,ok,
2,2,docgen_draft_smart_frequency_global,0.15,88,13,32,ok,
2,2,docgen_draft_smart_frequency_global,0.2,88,17,32,ok,
2,3,docgen_draft_smart_frequency_global,0.1,48,4,32,ok,
2,3,docgen_draft_smart_frequency_global,0.15,48,7,32,ok,
2,3,docgen_draft_smart_frequency_global,0.2,48,9,32,ok,
2,4,docgen_draft_smart_frequency_global,0.1,185,18,32,ok,
2,4,docgen_draft_smart_frequency_global,0.15,185,27,32,ok,
2,4,docgen_draft_smart_frequency_global,0.2,185,37,32,ok,
2,5,docgen_draft_smart_frequency_global,0.1,63,6,32,ok,
2,5,docgen_draft_smart_frequency_global,0.15,63,9,32,ok,
2,5,docgen_draft_smart_frequency_global,0.2,63,12,32,ok,
2,6,docgen_draft_smart_frequency_global,0.1,99,9,32,ok,
