example_id,chunk_id,method,rate,chunk_len,selected_count,n_queries,score_status,status
25,0,docgen_draft_smart_frequency_global,0.1,48,4,32,ok,
25,0,docgen_draft_smart_frequency_global,0.15,48,7,32,ok,
25,0,docgen_draft_smart_frequency_global,0.2,48,9,32,ok,
25,1,docgen_draft_smart_frequency_global,0.1,33,3,32,ok,
25,1,docgen_draft_smart_frequency_global,0.15,33,4,32,ok,
25,1,docgen_draft_smart_frequency_global,0.2,33,6,32,ok,
25,2,docgen_draft_smart_frequency_global,0.1,115,11,32,ok,
25,2,docgen_draft_smart_frequency_global,0.15,115,17,32,ok,
25,2,docgen_draft_smart_frequency_global,0.2,115,23,32,ok,
25,3,docgen_draft_smart_frequency_global,0.1,102,10,32,ok,
25,3,docgen_draft_smart_frequency_global,0.15,102,15,32,ok,
25,3,docgen_draft_smart_frequency_global,0.2,102,20,32,ok,
25,4,docgen_draft_smart_frequency_global,0.1,31,3,32,ok,
25,4,docgen_draft_smart_frequency_global,0.15,31,4,32,ok,
25,4,docgen_draft_smart_frequency_global,0.2,31,6,32,ok,
25,5,docgen_draft_smart_frequency_global,0.1,80,8,32,ok,
25,5,docgen_draft_smart_frequency_global,0.15,80,12,32,ok,
25,5,docgen_draft_smart_frequency_global,0.2,80,16,32,ok,
25,6,docgen_draft_smart_frequency_global,0.1,113,11,32,ok,
25,6,docgen_draft_smart_frequency_global,0.15,113,16,32,ok,
25,6,docgen_draft_smart_frequency_global,0.2,113,22,32,ok,
25,7,docgen_draft_smart_frequency_global,0.1,104,10,32,ok,
25,7,docgen_draft_smart_frequency_global,0.15,104,15,32,ok,
25,7,docgen_draft_smart_frequency_global,0.2,104,20,32,ok,
25,8,docgen_draft_smart_frequency_global,0.1,81,8,32,ok,
25,8,docgen_draft_smart_frequency_global,0.15,81,12,32,ok,
25,8,docgen_draft_smart_frequency_global,0.2,81,16,32,ok,
25,9,docgen_draft_smart_frequency_global,0.1,82,8,32,ok,
25,9,docgen_draft_smart_frequency_global,0.15,82,12,32,ok,
25,9,docgen_draft_smart_frequency_global,0.2,82,16,32,ok,
25,10,docgen_draft_smart_frequency_global,0.1,38,3,32,ok,
25,10,docgen_draft_smart_frequency_global,0.15,38,5,32,ok,
25,10,docgen_draft_smart_frequency_global,0.2,38,7,32,ok,
25,11,docgen_draft_smart_frequency_global,0.1,212,21,32,ok,
25,11,docgen_draft_smart_frequency_global,0.15,212,31,32,ok,
25,11,docgen_draft_smart_frequency_global,0.2,212,42,32,ok,
25,12,docgen_draft_smart_frequency_global,0.1,143,14,32,ok,
25,12,docgen_draft_smart_frequency_global,0.15,143,21,32,ok,
25,12,docgen_draft_smart_frequency_global,0.2,143,28,32,ok,
25,13,docgen_draft_smart_frequency_global,0.1,94,9,32,ok,
25,13,docgen_draft_smart_frequency_global,0.15,94,14,32,ok,
25,13,docgen_draft_smart_frequency_global,0.2,94,18,32,ok,
25,14,docgen_draft_smart_frequency_global,0.1,112,11,32,ok,
25,14,docgen_draft_smart_frequency_global,0.15,112,16,32,ok,
25,14,docgen_draft_smart_frequency_global,0.2,112,22,32,ok,
25,15,docgen_draft_smart_frequency_global,0.1,135,13,32,ok,
25,15,docgen_draft_smart_frequency_global,0.15,135,20,32,ok,
25,15,docgen_draft_smart_frequency_global,0.2,135,27,32,ok,
25,16,docgen_draft_smart_frequency_global,0.1,118,11,32,ok,
25,16,docgen_draft_smart_frequency_global,0.15,118,17,32,ok,
25,16,docgen_draft_smart_frequency_global,0.2,118,23,32,ok,
26,0,docgen_draft_smart_frequency_global,0.1,114,11,32,ok,
26,0,docgen_draft_smart_frequency_global,0.15,114,17,32,ok,
26,0,docgen_draft_smart_frequency_global,0.2,114,22,32,ok,
26,1,docgen_draft_smart_frequency_global,0.1,116,11,32,ok,
26,1,docgen_draft_smart_frequency_global,0.15,116,17,32,ok,
26,1,docgen_draft_smart_frequency_global,0.2,116,23,32,ok,
26,2,docgen_draft_smart_frequency_global,0.1,285,28,32,ok,
26,2,docgen_draft_smart_frequency_global,0.15,285,42,32,ok,
26,2,docgen_draft_smart_frequency_global,0.2,285,57,32,ok,
26,3,docgen_draft_smart_frequency_global,0.1,127,12,32,ok,
26,3,docgen_draft_smart_frequency_global,0.15,127,19,32,ok,
26,3,docgen_draft_smart_frequency_global,0.2,127,25,32,ok,
26,4,docgen_draft_smart_frequency_global,0.1,65,6,32,ok,
26,4,docgen_draft_smart_frequency_global,0.15,65,9,32,ok,
26,4,docgen_draft_smart_frequency_global,0.2,65,13,32,ok,
26,5,docgen_draft_smart_frequency_global,0.1,72,7,32,ok,
26,5,docgen_draft_smart_frequency_global,0.15,72,10,32,ok,
26,5,docgen_draft_smart_frequency_global,0.2,72,14,32,ok,
26,6,docgen_draft_smart_frequency_global,0.1,78,7,32,ok,
26,6,docgen_draft_smart_frequency_global,0.15,78,11,32,ok,
26,6,docgen_draft_smart_frequency_global,0.2,78,15,32,ok,
26,7,docgen_draft_smart_frequency_global,0.1,123,12,32,ok,
26,7,docgen_draft_smart_frequency_global,0.15,123,18,32,ok,
26,7,docgen_draft_smart_frequency_global,0.2,123,24,32,ok,
26,8,docgen_draft_smart_frequency_global,0.1,214,21,32,ok,
26,8,docgen_draft_smart_frequency_global,0.15,214,32,32,ok,
26,8,docgen_draft_smart_frequency_global,0.2,214,42,32,ok,
26,9,docgen_draft_smart_frequency_global,0.1,226,22,32,ok,
26,9,docgen_draft_smart_frequency_global,0.15,226,33,32,ok,
26,9,docgen_draft_smart_frequency_global,0.2,226,45,32,ok,
27,0,docgen_draft_smart_frequency_global,0.1,41,4,32,ok,
27,0,docgen_draft_smart_frequency_global,0.15,41,6,32,ok,
27,0,docgen_draft_smart_frequency_global,0.2,41,8,32,ok,
27,1,docgen_draft_smart_frequency_global,0.1,152,15,32,ok,
27,1,docgen_draft_smart_frequency_global,0.15,152,22,32,ok,
27,1,docgen_draft_smart_frequency_global,0.2,152,30,32,ok,
27,2,docgen_draft_smart_frequency_global,0.1,112,11,32,ok,
27,2,docgen_draft_smart_frequency_global,0.15,112,16,32,ok,
27,2,docgen_draft_smart_frequency_global,0.2,112,22,32,ok,
27,3,docgen_draft_smart_frequency_global,0.1,102,10,32,ok,
27,3,docgen_draft_smart_frequency_global,0.15,102,15,32,ok,
