example_id,chunk_id,method,rate,chunk_len,selected_count,n_queries,score_status,status
125,0,docgen_draft_smart_frequency_global,0.1,263,26,32,ok,
125,0,docgen_draft_smart_frequency_global,0.15,263,39,32,ok,
125,0,docgen_draft_smart_frequency_global,0.2,263,52,32,ok,
125,1,docgen_draft_smart_frequency_global,0.1,162,16,32,ok,
125,1,docgen_draft_smart_frequency_global,0.15,162,24,32,ok,
125,1,docgen_draft_smart_frequency_global,0.2,162,32,32,ok,
125,2,docgen_draft_smart_frequency_global,0.1,213,21,32,ok,
125,2,docgen_draft_smart_frequency_global,0.15,213,31,32,ok,
125,2,docgen_draft_smart_frequency_global,0.2,213,42,32,ok,
125,3,docgen_draft_smart_frequency_global,0.1,140,14,32,ok,
125,3,docgen_draft_smart_frequency_global,0.15,140,21,32,ok,
125,3,docgen_draft_smart_frequency_global,0.2,140,28,32,ok,
125,4,docgen_draft_smart_frequency_global,0.1,72,7,32,ok,
125,4,docgen_draft_smart_frequency_global,0.15,72,10,32,ok,
125,4,docgen_draft_smart_frequency_global,0.2,72,14,32,ok,
125,5,docgen_draft_smart_frequency_global,0.1,233,23,32,ok,
125,5,docgen_draft_smart_frequency_global,0.15,233,34,32,ok,
125,5,docgen_draft_smart_frequency_global,0.2,233,46,32,ok,
125,6,docgen_draft_smart_frequency_global,0.1,202,20,32,ok,
125,6,docgen_draft_smart_frequency_global,0.15,202,30,32,ok,
125,6,docgen_draft_smart_frequency_global,0.2,202,40,32,ok,
125,7,docgen_draft_smart_frequency_global,0.1,201,20,32,ok,
125,7,docgen_draft_smart_frequency_global,0.15,201,30,32,ok,
125,7,docgen_draft_smart_frequency_global,0.2,201,40,32,ok,
125,8,docgen_draft_smart_frequency_global,0.1,132,13,32,ok,
125,8,docgen_draft_smart_frequency_global,0.15,132,19,32,ok,
125,8,docgen_draft_smart_frequency_global,0.2,132,26,32,ok,
125,9,docgen_draft_smart_frequency_global,0.1,112,11,32,ok,
125,9,docgen_draft_smart_frequency_global,0.15,112,16,32,ok,
125,9,docgen_draft_smart_frequency_global,0.2,112,22,32,ok,
126,0,docgen_draft_smart_frequency_global,0.1,204,20,32,ok,
126,0,docgen_draft_smart_frequency_global,0.15,204,30,32,ok,
126,0,docgen_draft_smart_frequency_global,0.2,204,40,32,ok,
126,1,docgen_draft_smart_frequency_global,0.1,91,9,32,ok,
126,1,docgen_draft_smart_frequency_global,0.15,91,13,32,ok,
126,1,docgen_draft_smart_frequency_global,0.2,91,18,32,ok,
126,2,docgen_draft_smart_frequency_global,0.1,102,10,32,ok,
126,2,docgen_draft_smart_frequency_global,0.15,102,15,32,ok,
126,2,docgen_draft_smart_frequency_global,0.2,102,20,32,ok,
126,3,docgen_draft_smart_frequency_global,0.1,305,30,32,ok,
126,3,docgen_draft_smart_frequency_global,0.15,305,45,32,ok,
126,3,docgen_draft_smart_frequency_global,0.2,305,61,32,ok,
126,4,docgen_draft_smart_frequency_global,0.1,84,8,32,ok,
126,4,docgen_draft_smart_frequency_global,0.15,84,12,32,ok,
126,4,docgen_draft_smart_frequency_global,0.2,84,16,32,ok,
126,5,docgen_draft_smart_frequency_global,0.1,95,9,32,ok,
126,5,docgen_draft_smart_frequency_global,0.15,95,14,32,ok,
126,5,docgen_draft_smart_frequency_global,0.2,95,19,32,ok,
126,6,docgen_draft_smart_frequency_global,0.1,96,9,32,ok,
126,6,docgen_draft_smart_frequency_global,0.15,96,14,32,ok,
126,6,docgen_draft_smart_frequency_global,0.2,96,19,32,ok,
126,7,docgen_draft_smart_frequency_global,0.1,80,8,32,ok,
126,7,docgen_draft_smart_frequency_global,0.15,80,12,32,ok,
126,7,docgen_draft_smart_frequency_global,0.2,80,16,32,ok,
126,8,docgen_draft_smart_frequency_global,0.1,87,8,32,ok,
126,8,docgen_draft_smart_frequency_global,0.15,87,13,32,ok,
126,8,docgen_draft_smart_frequency_global,0.2,87,17,32,ok,
126,9,docgen_draft_smart_frequency_global,0.1,170,17,32,ok,
126,9,docgen_draft_smart_frequency_global,0.15,170,25,32,ok,
126,9,docgen_draft_smart_frequency_global,0.2,170,34,32,ok,
126,10,docgen_draft_smart_frequency_global,0.1,61,6,32,ok,
126,10,docgen_draft_smart_frequency_global,0.15,61,9,32,ok,
126,10,docgen_draft_smart_frequency_global,0.2,61,12,32,ok,
126,11,docgen_draft_smart_frequency_global,0.1,93,9,32,ok,
126,11,docgen_draft_smart_frequency_global,0.15,93,13,32,ok,
126,11,docgen_draft_smart_frequency_global,0.2,93,18,32,ok,
126,12,docgen_draft_smart_frequency_global,0.1,116,11,32,ok,
126,12,docgen_draft_smart_frequency_global,0.15,116,17,32,ok,
126,12,docgen_draft_smart_frequency_global,0.2,116,23,32,ok,
126,13,docgen_draft_smart_frequency_global,0.1,59,5,32,ok,
126,13,docgen_draft_smart_frequency_global,0.15,59,8,32,ok,
126,13,docgen_draft_smart_frequency_global,0.2,59,11,32,ok,
127,0,docgen_draft_smart_frequency_global,0.1,67,6,32,ok,
127,0,docgen_draft_smart_frequency_global,0.15,67,10,32,ok,
127,0,docgen_draft_smart_frequency_global,0.2,67,13,32,ok,
127,1,docgen_draft_smart_frequency_global,0.1,58,5,32,ok,
127,1,docgen_draft_smart_frequency_global,0.15,58,8,32,ok,
127,1,docgen_draft_smart_frequency_global,0.2,58,11,32,ok,
127,2,docgen_draft_smart_frequency_global,0.1,130,13,32,ok,
127,2,docgen_draft_smart_frequency_global,0.15,130,19,32,ok,
127,2,docgen_draft_smart_frequency_global,0.2,130,26,32,ok,
127,3,docgen_draft_smart_frequency_global,0.1,112,11,32,ok,
127,3,docgen_draft_smart_frequency_global,0.15,112,16,32,ok,
127,3,docgen_draft_smart_frequency_global,0.2,112,22,32,ok,
127,4,docgen_draft_smart_frequency_global,0.1,111,11,32,ok,
127,4,docgen_draft_smart_frequency_global,0.15,111,16,32,ok,
127,4,docgen_draft_smart_frequency_global,0.2,111,22,32,ok,
127,5,docgen_draft_smart_frequency_global,0.1,149,14,32,ok,
127,5,docgen_draft_smart_frequency_global,0.15,149,22,32,ok,
127,5,docgen_draft_smart_frequency_global,0.2,149,29,32,ok,
127,6,docgen_draft_smart_frequency_global,0.1,94,9,32,ok,
127,6,docgen_draft_smart_frequency_global,0.15,94,14,32,ok,
127,6,docgen_draft_smart_frequency_global,0.2,94,18,32,ok,
127,7,docgen_draft_smart_frequency_global,0.1,76,7,32,ok,
127,7,docgen_draft_smart_frequency_global,0.15,76,11,32,ok,
127,7,docgen_draft_smart_frequency_global,0.2,76,15,32,ok,
127,8,docgen_draft_smart_frequency_global,0.1,49,4,32,ok,
127,8,docgen_draft_smart_frequency_global,0.15,49,7,32,ok,
127,8,docgen_draft_smart_frequency_global,0.2,49,9,32,ok,
127,9,docgen_draft_smart_frequency_global,0.1,116,11,32,ok,
127,9,docgen_draft_smart_frequency_global,0.15,116,17,32,ok,
127,9,docgen_draft_smart_frequency_global,0.2,116,23,32,ok,
128,0,docgen_draft_smart_frequency_global,0.1,72,7,32,ok,
128,0,docgen_draft_smart_frequency_global,0.15,72,10,32,ok,
128,0,docgen_draft_smart_frequency_global,0.2,72,14,32,ok,
128,1,docgen_draft_smart_frequency_global,0.1,123,12,32,ok,
128,1,docgen_draft_smart_frequency_global,0.15,123,18,32,ok,
128,1,docgen_draft_smart_frequency_global,0.2,123,24,32,ok,
128,2,docgen_draft_smart_frequency_global,0.1,207,20,32,ok,
128,2,docgen_draft_smart_frequency_global,0.15,207,31,32,ok,
128,2,docgen_draft_smart_frequency_global,0.2,207,41,32,ok,
128,3,docgen_draft_smart_frequency_global,0.1,130,13,32,ok,
