example_id,chunk_id,method,rate,chunk_len,selected_count
0,0,draft_smart_frequency_global,0.15,50,10
0,1,draft_smart_frequency_global,0.15,92,4
0,2,draft_smart_frequency_global,0.15,76,6
0,3,draft_smart_frequency_global,0.15,98,3
0,4,draft_smart_frequency_global,0.15,52,5
0,5,draft_smart_frequency_global,0.15,214,4
0,6,draft_smart_frequency_global,0.15,121,9
0,7,draft_smart_frequency_global,0.15,301,24
0,8,draft_smart_frequency_global,0.15,84,29
0,9,draft_smart_frequency_global,0.15,83,81
0,0,draft_smart_mean_score_global,0.15,50,11
0,1,draft_smart_mean_score_global,0.15,92,2
0,2,draft_smart_mean_score_global,0.15,76,3
0,3,draft_smart_mean_score_global,0.15,98,3
0,4,draft_smart_mean_score_global,0.15,52,3
0,5,draft_smart_mean_score_global,0.15,214,4
0,6,draft_smart_mean_score_global,0.15,121,9
0,7,draft_smart_mean_score_global,0.15,301,23
0,8,draft_smart_mean_score_global,0.15,84,42
0,9,draft_smart_mean_score_global,0.15,83,75
0,0,draft_smart_max_score_global,0.15,50,12
0,1,draft_smart_max_score_global,0.15,92,3
0,2,draft_smart_max_score_global,0.15,76,3
0,3,draft_smart_max_score_global,0.15,98,5
0,4,draft_smart_max_score_global,0.15,52,5
0,5,draft_smart_max_score_global,0.15,214,5
0,6,draft_smart_max_score_global,0.15,121,9
0,7,draft_smart_max_score_global,0.15,301,23
0,8,draft_smart_max_score_global,0.15,84,36
0,9,draft_smart_max_score_global,0.15,83,74
0,0,draft_smart_top2_mean_global,0.15,50,11
0,1,draft_smart_top2_mean_global,0.15,92,2
0,2,draft_smart_top2_mean_global,0.15,76,3
0,3,draft_smart_top2_mean_global,0.15,98,5
0,4,draft_smart_top2_mean_global,0.15,52,5
0,5,draft_smart_top2_mean_global,0.15,214,5
0,6,draft_smart_top2_mean_global,0.15,121,8
0,7,draft_smart_top2_mean_global,0.15,301,23
0,8,draft_smart_top2_mean_global,0.15,84,38
0,9,draft_smart_top2_mean_global,0.15,83,75
1,0,draft_smart_frequency_global,0.15,90,11
1,1,draft_smart_frequency_global,0.15,85,4
1,2,draft_smart_frequency_global,0.15,130,9
1,3,draft_smart_frequency_global,0.15,86,10
1,4,draft_smart_frequency_global,0.15,135,4
1,5,draft_smart_frequency_global,0.15,217,4
1,6,draft_smart_frequency_global,0.15,56,11
1,7,draft_smart_frequency_global,0.15,216,13
1,8,draft_smart_frequency_global,0.15,113,41
1,9,draft_smart_frequency_global,0.15,77,73
1,0,draft_smart_mean_score_global,0.15,90,15
1,1,draft_smart_mean_score_global,0.15,85,4
1,2,draft_smart_mean_score_global,0.15,130,13
1,3,draft_smart_mean_score_global,0.15,86,6
1,4,draft_smart_mean_score_global,0.15,135,11
1,5,draft_smart_mean_score_global,0.15,217,2
1,6,draft_smart_mean_score_global,0.15,56,10
1,7,draft_smart_mean_score_global,0.15,216,15
1,8,draft_smart_mean_score_global,0.15,113,36
1,9,draft_smart_mean_score_global,0.15,77,68
1,0,draft_smart_max_score_global,0.15,90,13
1,1,draft_smart_max_score_global,0.15,85,3
1,2,draft_smart_max_score_global,0.15,130,17
1,3,draft_smart_max_score_global,0.15,86,6
1,4,draft_smart_max_score_global,0.15,135,13
1,5,draft_smart_max_score_global,0.15,217,4
1,6,draft_smart_max_score_global,0.15,56,11
1,7,draft_smart_max_score_global,0.15,216,15
1,8,draft_smart_max_score_global,0.15,113,31
1,9,draft_smart_max_score_global,0.15,77,67
