example_id,sub_question_id,selector,rate,ground_truth,predicted,f1,em,selected_tokens,question,glm_correct,glm_reason
0,0,oracle_full_attention,0.5,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network (NCN),0.4210526315789474,0.0,656,What network is National Cycle Route 57 part of?,1,预测答案准确提取了标准答案中的核心实体“National Cycle Network (NCN)”，与标准答案在语义上完全等价，正确回答了问题。
0,0,fusionrag_qk,0.5,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network,0.23529411764705882,0.0,656,What network is National Cycle Route 57 part of?,1,预测答案“National Cycle Network”直接包含了标准答案中的核心实体，准确回答了问题所问的归属网络，语义上与标准答案完全一致。
0,0,draft_selected_set,0.5,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network,0.23529411764705882,0.0,656,What network is National Cycle Route 57 part of?,1,预测答案“National Cycle Network”直接包含了标准答案中的核心实体，准确回答了问题所问的归属网络，语义上与标准答案完全一致。
1,0,oracle_full_attention,0.5,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",1.0,1.0,647,Where is the headquarters of Julia's House located?,1,"预测答案与标准答案完全一致，都准确包含了“Corfe Mullen, Dorset, England”这一关键地理位置信息，语义上完全等价，正确回答了问题。"
1,0,fusionrag_qk,0.5,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",1.0,1.0,647,Where is the headquarters of Julia's House located?,1,"预测答案与标准答案完全一致，都准确包含了“Corfe Mullen, Dorset, England”这一关键地理位置信息，语义上完全等价，正确回答了问题。"
1,0,draft_selected_set,0.5,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",1.0,1.0,647,Where is the headquarters of Julia's House located?,1,"预测答案与标准答案完全一致，都准确包含了“Corfe Mullen, Dorset, England”这一关键地理位置信息，语义上完全等价，正确回答了问题。"
2,0,oracle_full_attention,0.5,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Coffee Swamp is located on the northern edge of Washington Island, in Door County Wisconsin.",1.0,1.0,720,Where is Coffee Swamp located?,1,预测答案包含了标准答案的所有关键信息，即位于华盛顿岛北部、威斯康星州多尔县。两者在语义上完全等价，仅缺少了一个逗号，属于允许的细微措辞差异。
2,0,fusionrag_qk,0.5,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Washington Island, Door County Wisconsin",0.5,0.0,720,Where is Coffee Swamp located?,1,预测答案包含了标准答案中的核心地理位置信息，即“Washington Island”和“Door County Wisconsin”。虽然它省略了“northern edge of”这一具体方位细节，但已经准确回答了Coffee Swamp所在的核心实体位置，语义上与标准答案保持一致。
2,0,draft_selected_set,0.5,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Coffee Swamp is located on the northern edge of Washington Island, in Door County Wisconsin.",1.0,1.0,720,Where is Coffee Swamp located?,1,预测答案包含了标准答案的所有关键信息，即位于华盛顿岛北部、威斯康星州多尔县。两者在语义上完全等价，仅缺少了一个逗号，属于允许的细微措辞差异。
3,0,oracle_full_attention,0.5,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,0.5714285714285715,0.0,577,Who is the child of Peter Andreas Heiberg?,1,预测答案“Johan Ludvig Heiberg”直接给出了问题所问的核心实体，包含了标准答案中的关键信息，与标准答案在语义上完全等价，正确回答了问题。
3,0,fusionrag_qk,0.5,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,0.5714285714285715,0.0,577,Who is the child of Peter Andreas Heiberg?,1,预测答案“Johan Ludvig Heiberg”直接给出了问题所问的核心实体，包含了标准答案中的关键信息，与标准答案在语义上完全等价，正确回答了问题。
3,0,draft_selected_set,0.5,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,0.5714285714285715,0.0,577,Who is the child of Peter Andreas Heiberg?,1,预测答案“Johan Ludvig Heiberg”直接给出了问题所问的核心实体，包含了标准答案中的关键信息，与标准答案在语义上完全等价，正确回答了问题。
3,1,oracle_full_attention,0.5,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,676,Who is the spouse of Johan Ludvig Heiberg?,1,预测答案与标准答案完全一致，都明确指出了Johan Ludvig Heiberg的配偶是Johanne Luise Heiberg，准确回答了问题。
3,1,fusionrag_qk,0.5,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,676,Who is the spouse of Johan Ludvig Heiberg?,1,预测答案与标准答案完全一致，都明确指出了Johan Ludvig Heiberg的配偶是Johanne Luise Heiberg，准确回答了问题。
3,1,draft_selected_set,0.5,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,676,Who is the spouse of Johan Ludvig Heiberg?,1,预测答案与标准答案完全一致，都明确指出了Johan Ludvig Heiberg的配偶是Johanne Luise Heiberg，准确回答了问题。
4,0,oracle_full_attention,0.5,"Alice de Lusignan had a uterine half-brother, King Henry III of England.","Alice de Lusignan, Countess of Surrey had siblings including Hugh of Lusignan and Count of La Marche, and possibly other unnamed siblings given the uncertainty about her exact siblings. However, specific names of all her siblings are not provided in the given documents.",0.20289855072463772,0.0,589,"Who were the siblings of Alice de Lusignan, Countess of Surrey?",0,预测答案没有包含标准答案中的核心实体“King Henry III of England”，而是给出了“Hugh of Lusignan”等错误信息，因此未能正确回答问题。
4,0,fusionrag_qk,0.5,"Alice de Lusignan had a uterine half-brother, King Henry III of England.","Alice de Lusignan, Countess of Surrey had siblings including Geoffrey de Geneville, 1st Baron Geneville and Maud de Lacy based on the information that she inherited the estates of her grandparents, Geoffrey de Geneville, 1st Baron Geneville, and Maud de Lacy,",0.175,0.0,589,"Who were the siblings of Alice de Lusignan, Countess of Surrey?",0,预测答案没有包含标准答案中的核心实体（King Henry III of England），且其提到的Geoffrey de Geneville和Maud de Lacy实际上是她的祖父母而非兄弟姐妹，因此与标准答案在语义上完全不等价。
4,0,draft_selected_set,0.5,"Alice de Lusignan had a uterine half-brother, King Henry III of England.",King Henry III of England,0.4799999999999999,0.0,589,"Who were the siblings of Alice de Lusignan, Countess of Surrey?",1,预测答案“King Henry III of England”准确包含了标准答案中的核心实体信息，即阿丽斯·德·吕西尼昂的同母异父兄弟是英格兰国王亨利三世，两者在语义上完全等价。
4,1,oracle_full_attention,0.5,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1220,0.15384615384615385,0.0,1037,When was King Henry III of England crowned?,0,预测答案仅包含了1220年这一时间点，遗漏了1216年首次加冕的关键信息，未能完整回答问题。
4,1,fusionrag_qk,0.5,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1220,0.15384615384615385,0.0,1037,When was King Henry III of England crowned?,0,预测答案仅包含了1220年这一时间点，遗漏了1216年首次加冕的关键信息，未能完整回答问题。
4,1,draft_selected_set,0.5,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1216 and 1220,0.4,0.0,1037,When was King Henry III of England crowned?,1,预测答案准确提取了标准答案中的核心时间信息“1216”和“1220”，完整回答了亨利三世加冕的时间，与标准答案在语义上等价。
6,0,oracle_full_attention,0.5,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,745,Which university employed Ernst Mach?,1,预测答案“Charles University in Prague”直接包含了标准答案中的核心实体信息，准确回答了问题所问的大学名称，与标准答案在语义上完全等价。
