example_id,sub_question_id,selector,rate,ground_truth,predicted,f1,em,selected_tokens,question,glm_correct,glm_reason
0,0,oracle_full_attention,0.8,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network,0.23529411764705882,0.0,1050,What network is National Cycle Route 57 part of?,1,预测答案“National Cycle Network”直接包含了标准答案中的核心实体，准确回答了问题所问的归属网络，语义上与标准答案完全一致。
0,0,fusionrag_qk,0.8,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network,0.23529411764705882,0.0,1050,What network is National Cycle Route 57 part of?,1,预测答案“National Cycle Network”直接包含了标准答案中的核心实体，准确回答了问题所问的归属网络，语义上与标准答案完全一致。
0,0,draft_selected_set,0.8,National Cycle Route 57 is part of the United Kingdom's National Cycle Network (NCN).,National Cycle Network (NCN),0.4210526315789474,0.0,1050,What network is National Cycle Route 57 part of?,1,预测答案准确提取了标准答案中的核心实体“National Cycle Network (NCN)”，与标准答案在语义上完全等价，正确回答了问题。
1,0,oracle_full_attention,0.8,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",1.0,1.0,1036,Where is the headquarters of Julia's House located?,1,"预测答案与标准答案完全一致，都准确包含了“Corfe Mullen, Dorset, England”这一关键地理位置信息，语义上完全等价，正确回答了问题。"
1,0,fusionrag_qk,0.8,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",1.0,1.0,1036,Where is the headquarters of Julia's House located?,1,"预测答案与标准答案完全一致，都准确包含了“Corfe Mullen, Dorset, England”这一关键地理位置信息，语义上完全等价，正确回答了问题。"
1,0,draft_selected_set,0.8,"Corfe Mullen, Dorset, England","Corfe Mullen, Dorset, England",1.0,1.0,1036,Where is the headquarters of Julia's House located?,1,"预测答案与标准答案完全一致，都准确包含了“Corfe Mullen, Dorset, England”这一关键地理位置信息，语义上完全等价，正确回答了问题。"
2,0,oracle_full_attention,0.8,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Coffee Swamp is located on the northern edge of Washington Island, in Door County Wisconsin.",1.0,1.0,1152,Where is Coffee Swamp located?,1,预测答案包含了标准答案的所有关键信息，即位于华盛顿岛北部、威斯康星州多尔县。两者在语义上完全等价，仅缺少了一个逗号，属于允许的细微措辞差异。
2,0,fusionrag_qk,0.8,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Washington Island, Door County Wisconsin",0.5,0.0,1152,Where is Coffee Swamp located?,1,预测答案包含了标准答案中的核心地理位置信息，即“Washington Island”和“Door County Wisconsin”。虽然它省略了“northern edge of”这一具体方位细节，但已经准确回答了Coffee Swamp所在的核心实体位置，语义上与标准答案保持一致。
2,0,draft_selected_set,0.8,"Coffee Swamp is located on the northern edge of Washington Island, in Door County, Wisconsin.","Coffee Swamp is located on the northern edge of Washington Island, in Door County Wisconsin.",1.0,1.0,1152,Where is Coffee Swamp located?,1,预测答案包含了标准答案的所有关键信息，即位于华盛顿岛北部、威斯康星州多尔县。两者在语义上完全等价，仅缺少了一个逗号，属于允许的细微措辞差异。
3,0,oracle_full_attention,0.8,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,0.5714285714285715,0.0,923,Who is the child of Peter Andreas Heiberg?,1,预测答案“Johan Ludvig Heiberg”直接给出了问题所问的核心实体，包含了标准答案中的关键信息，与标准答案在语义上完全等价，正确回答了问题。
3,0,fusionrag_qk,0.8,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,0.5714285714285715,0.0,923,Who is the child of Peter Andreas Heiberg?,1,预测答案“Johan Ludvig Heiberg”直接给出了问题所问的核心实体，包含了标准答案中的关键信息，与标准答案在语义上完全等价，正确回答了问题。
3,0,draft_selected_set,0.8,Johan Ludvig Heiberg is the child of Peter Andreas Heiberg.,Johan Ludvig Heiberg,0.5714285714285715,0.0,923,Who is the child of Peter Andreas Heiberg?,1,预测答案“Johan Ludvig Heiberg”直接给出了问题所问的核心实体，包含了标准答案中的关键信息，与标准答案在语义上完全等价，正确回答了问题。
3,1,oracle_full_attention,0.8,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,1082,Who is the spouse of Johan Ludvig Heiberg?,1,预测答案与标准答案完全一致，都明确指出了Johan Ludvig Heiberg的配偶是Johanne Luise Heiberg，准确回答了问题。
3,1,fusionrag_qk,0.8,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,1082,Who is the spouse of Johan Ludvig Heiberg?,1,预测答案与标准答案完全一致，都明确指出了Johan Ludvig Heiberg的配偶是Johanne Luise Heiberg，准确回答了问题。
3,1,draft_selected_set,0.8,Johanne Luise Heiberg,Johanne Luise Heiberg,1.0,1.0,1082,Who is the spouse of Johan Ludvig Heiberg?,1,预测答案与标准答案完全一致，都明确指出了Johan Ludvig Heiberg的配偶是Johanne Luise Heiberg，准确回答了问题。
4,0,oracle_full_attention,0.8,"Alice de Lusignan had a uterine half-brother, King Henry III of England.",King Henry III of England,0.4799999999999999,0.0,942,"Who were the siblings of Alice de Lusignan, Countess of Surrey?",1,预测答案“King Henry III of England”准确包含了标准答案中的核心实体信息，即阿丽斯·德·吕西尼昂的同母异父兄弟是英格兰国王亨利三世，两者在语义上完全等价。
4,0,fusionrag_qk,0.8,"Alice de Lusignan had a uterine half-brother, King Henry III of England.","Alice de Lusignan, Countess of Surrey, had siblings including King Henry III of England, Richard, Joan, and Isabella, as she was the uterine half-sister of King Henry III and the daughter of King Henry III's father, King Henry II's brother Richard, Earl of Cornwall",0.4146341463414634,0.0,942,"Who were the siblings of Alice de Lusignan, Countess of Surrey?",0,"预测答案虽然包含了标准答案中的关键信息（King Henry III of England），但额外引入了严重的历史事实错误。预测答案称Alice是Richard, Earl of Cornwall的女儿，这与标准答案中暗示的其作为Henry III同母异父姐妹的身份相矛盾，且Richard并非Henry III的父亲。因此，预测答案在语义上并不等价于标准答案。"
4,0,draft_selected_set,0.8,"Alice de Lusignan had a uterine half-brother, King Henry III of England.",King Henry III of England,0.4799999999999999,0.0,942,"Who were the siblings of Alice de Lusignan, Countess of Surrey?",1,预测答案“King Henry III of England”准确包含了标准答案中的核心实体信息，即阿丽斯·德·吕西尼昂的同母异父兄弟是英格兰国王亨利三世，两者在语义上完全等价。
4,1,oracle_full_attention,0.8,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1220,0.15384615384615385,0.0,1660,When was King Henry III of England crowned?,0,预测答案仅包含了1220年这一时间点，遗漏了1216年首次加冕的关键信息，未能完整回答问题。
4,1,fusionrag_qk,0.8,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1220,0.15384615384615385,0.0,1660,When was King Henry III of England crowned?,0,预测答案仅包含了1220年这一时间点，遗漏了1216年首次加冕的关键信息，未能完整回答问题。
4,1,draft_selected_set,0.8,Henry III was first crowned in 1216 at Gloucester Cathedral and had a second coronation on 17 May 1220 at Westminster Abbey.,1216 and 1220,0.4,0.0,1660,When was King Henry III of England crowned?,1,预测答案准确提取了标准答案中的核心时间信息“1216”和“1220”，完整回答了亨利三世加冕的时间，与标准答案在语义上等价。
6,0,oracle_full_attention,0.8,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,1192,Which university employed Ernst Mach?,1,预测答案“Charles University in Prague”直接包含了标准答案中的核心实体信息，准确回答了问题所问的大学名称，与标准答案在语义上完全等价。
6,0,fusionrag_qk,0.8,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,1192,Which university employed Ernst Mach?,1,预测答案“Charles University in Prague”直接包含了标准答案中的核心实体信息，准确回答了问题所问的大学名称，与标准答案在语义上完全等价。
6,0,draft_selected_set,0.8,Ernst Mach was employed at Charles University in Prague.,Charles University in Prague,0.625,0.0,1192,Which university employed Ernst Mach?,1,预测答案“Charles University in Prague”直接包含了标准答案中的核心实体信息，准确回答了问题所问的大学名称，与标准答案在语义上完全等价。
7,0,oracle_full_attention,0.8,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,1269,Who is the physicist that the Mach number is named after?,1,预测答案“Ernst Mach”准确包含了标准答案中的核心实体，即物理学家的名字。虽然缺少了关于其国籍和身份的修饰语，但在语义上已经正确且完整地回答了问题。
7,0,fusionrag_qk,0.8,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,1269,Who is the physicist that the Mach number is named after?,1,预测答案“Ernst Mach”准确包含了标准答案中的核心实体，即物理学家的名字。虽然缺少了关于其国籍和身份的修饰语，但在语义上已经正确且完整地回答了问题。
7,0,draft_selected_set,0.8,The Mach number is named after the Austrian physicist and philosopher Ernst Mach.,Ernst Mach,0.2857142857142857,0.0,1269,Who is the physicist that the Mach number is named after?,1,预测答案“Ernst Mach”准确包含了标准答案中的核心实体，即物理学家的名字。虽然缺少了关于其国籍和身份的修饰语，但在语义上已经正确且完整地回答了问题。
7,1,oracle_full_attention,0.8,Ernst Mach was a professor at Charles University in Prague.,Charles University in Prague,0.625,0.0,1172,Who was Ernst Mach's employer or academic institution during his career?,1,预测答案“Charles University in Prague”准确包含了标准答案中的核心实体信息，即马赫所在的学术机构。虽然它省略了“was a professor at”等修饰性词语，但语义上与标准答案完全一致，正确回答了问题。
7,1,fusionrag_qk,0.8,Ernst Mach was a professor at Charles University in Prague.,University of Vienna,0,0.0,1172,Who was Ernst Mach's employer or academic institution during his career?,0,预测答案给出的机构是“University of Vienna”，而标准答案明确指出恩斯特·马赫是“Charles University in Prague”的教授。两者并非同一机构，预测答案缺少标准答案的核心实体，因此判断为错误。
7,1,draft_selected_set,0.8,Ernst Mach was a professor at Charles University in Prague.,Charles University in Prague,0.625,0.0,1172,Who was Ernst Mach's employer or academic institution during his career?,1,预测答案“Charles University in Prague”准确包含了标准答案中的核心实体信息，即马赫所在的学术机构。虽然它省略了“was a professor at”等修饰性词语，但语义上与标准答案完全一致，正确回答了问题。
9,0,oracle_full_attention,0.8,King Richard I of England,Richard I,0.5,0.0,1598,Which English king trusted William de Longchamp?,1,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，准确指出了同一位英格兰国王，符合包含关键信息且意思一致的标准。
9,0,fusionrag_qk,0.8,King Richard I of England,Richard I,0.5,0.0,1598,Which English king trusted William de Longchamp?,1,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，准确指出了同一位英格兰国王，符合包含关键信息且意思一致的标准。
9,0,draft_selected_set,0.8,King Richard I of England,Richard I,0.5,0.0,1598,Which English king trusted William de Longchamp?,1,预测答案“Richard I”与标准答案“King Richard I of England”在语义上完全等价，准确指出了同一位英格兰国王，符合包含关键信息且意思一致的标准。
9,1,oracle_full_attention,0.8,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard the Lion-hearted's fleet to reach Acre,0.25806451612903225,0.0,2177,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,0,预测答案虽然提到了理查一世前往阿卡的舰队，但缺少了标准答案中的核心信息，即出发地（墨西拿）、时间（1191年4月）以及被风暴吹散这一关键事件，因此未能完整且正确地回答问题。
9,1,fusionrag_qk,0.8,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.","Richard the Lion-hearted left Messina with a large fleet in April 1191 with the intention of reaching Acre, but the fleet was dispersed by a storm.",0.6666666666666666,0.0,2177,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,1,预测答案包含了标准答案的所有关键信息，明确指出了理查一世率领舰队从墨西拿出发前往阿卡，并在1191年4月被风暴吹散。两者在语义上完全等价，仅存在措辞上的细微差异。
9,1,draft_selected_set,0.8,"King Richard I led a large fleet from Messina to Acre in April 1191, which was dispersed by a storm.",Richard the Lion-hearted's fleet to reach Acre,0.25806451612903225,0.0,2177,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?,0,预测答案虽然提到了理查一世前往阿卡的舰队，但缺少了标准答案中的核心信息，即出发地（墨西拿）、时间（1191年4月）以及被风暴吹散这一关键事件，因此未能完整且正确地回答问题。
10,0,oracle_full_attention,0.8,George Packer,George Packer,1.0,1.0,1204,Who is the author of The Unwinding?,1,预测答案“George Packer”与标准答案完全一致，准确包含了核心实体信息，正确回答了《The Unwinding》的作者问题。
10,0,fusionrag_qk,0.8,George Packer,George Packer,1.0,1.0,1204,Who is the author of The Unwinding?,1,预测答案“George Packer”与标准答案完全一致，准确包含了核心实体信息，正确回答了《The Unwinding》的作者问题。
10,0,draft_selected_set,0.8,George Packer,George Packer,1.0,1.0,1204,Who is the author of The Unwinding?,1,预测答案“George Packer”与标准答案完全一致，准确包含了核心实体信息，正确回答了《The Unwinding》的作者问题。
10,1,oracle_full_attention,0.8,Peace Corps,Peace Corps,1.0,1.0,1390,Which organization did George Packer volunteer for?,1,预测答案“Peace Corps”与标准答案完全一致，准确包含了问题所问的核心组织实体，正确回答了问题。
10,1,fusionrag_qk,0.8,Peace Corps,Peace Corps,1.0,1.0,1390,Which organization did George Packer volunteer for?,1,预测答案“Peace Corps”与标准答案完全一致，准确包含了问题所问的核心组织实体，正确回答了问题。
10,1,draft_selected_set,0.8,Peace Corps,Peace Corps,1.0,1.0,1390,Which organization did George Packer volunteer for?,1,预测答案“Peace Corps”与标准答案完全一致，准确包含了问题所问的核心组织实体，正确回答了问题。
11,0,oracle_full_attention,0.8,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Bang Bang Rock & Roll was performed by the British rock band Art Brut.,0.9565217391304348,0.0,984,Which band performed the song 'Bang Bang Rock & Roll'?,1,预测答案包含了标准答案的核心实体“Art Brut”，并且明确指出了该歌曲由这支英国摇滚乐队演唱，语义与标准答案完全一致，准确回答了问题。
11,0,fusionrag_qk,0.8,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,0.15384615384615385,0.0,984,Which band performed the song 'Bang Bang Rock & Roll'?,1,预测答案“Art Brut”准确给出了问题所询问的乐队名称，包含了标准答案中的核心实体信息，与标准答案在语义上完全等价，因此判断为正确。
11,0,draft_selected_set,0.8,The song 'Bang Bang Rock & Roll' was performed by the British rock band Art Brut.,Art Brut,0.15384615384615385,0.0,984,Which band performed the song 'Bang Bang Rock & Roll'?,1,预测答案“Art Brut”准确给出了问题所询问的乐队名称，包含了标准答案中的核心实体信息，与标准答案在语义上完全等价，因此判断为正确。
11,1,oracle_full_attention,0.8,Eddie Argos,Eddie Argos,1.0,1.0,964,Who is the lead singer of the band Art Brut?,1,预测答案“Eddie Argos”与标准答案完全一致，准确地包含了问题的核心实体，正确回答了乐队Art Brut的主唱是谁。
11,1,fusionrag_qk,0.8,Eddie Argos,Eddie Argos,1.0,1.0,964,Who is the lead singer of the band Art Brut?,1,预测答案“Eddie Argos”与标准答案完全一致，准确地包含了问题的核心实体，正确回答了乐队Art Brut的主唱是谁。
11,1,draft_selected_set,0.8,Eddie Argos,Eddie Argos,1.0,1.0,964,Who is the lead singer of the band Art Brut?,1,预测答案“Eddie Argos”与标准答案完全一致，准确地包含了问题的核心实体，正确回答了乐队Art Brut的主唱是谁。
12,0,oracle_full_attention,0.8,Compaq initiated a successful price war among PC manufacturers in 1994.,Compaq,0.13333333333333333,0.0,1608,Which company initiated a successful price war among PC manufacturers in 1994?,1,预测答案“Compaq”准确包含了标准答案中的核心实体，直接回答了问题所问的公司名称，与标准答案在语义上完全等价。
