/mnt/qjhs-sh-lab-01/wjh/FusionRAG/.venv/lib/python3.10/site-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:05<00:05,  5.53s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:07<00:00,  3.68s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:07<00:00,  3.96s/it]
teacher pair=15000 top=57 score_mean=0.144366
teacher pair=15001 top=57 score_mean=0.144366
teacher pair=15002 top=57 score_mean=0.144366
teacher pair=15003 top=57 score_mean=0.144366
teacher pair=15004 top=57 score_mean=0.144366
teacher pair=15005 top=57 score_mean=0.144366
teacher pair=15006 top=57 score_mean=0.144366
teacher pair=15007 top=57 score_mean=0.144366
teacher pair=15008 top=57 score_mean=0.144366
teacher pair=15009 top=57 score_mean=0.144366
teacher pair=15010 top=57 score_mean=0.144366
teacher pair=15011 top=57 score_mean=0.144366
teacher pair=15012 top=57 score_mean=0.144366
teacher pair=15013 top=57 score_mean=0.144366
teacher pair=15014 top=57 score_mean=0.144366
teacher pair=15015 top=57 score_mean=0.144366
teacher pair=15016 top=57 score_mean=0.144366
teacher pair=15017 top=57 score_mean=0.144366
teacher pair=15018 top=57 score_mean=0.144366
teacher pair=15019 top=57 score_mean=0.144366
teacher pair=15020 top=57 score_mean=0.144366
teacher pair=15021 top=57 score_mean=0.144366
teacher pair=15022 top=57 score_mean=0.144366
teacher pair=15023 top=57 score_mean=0.144366
teacher pair=15024 top=57 score_mean=0.144366
teacher pair=15025 top=57 score_mean=0.144366
teacher pair=15026 top=57 score_mean=0.144366
teacher pair=15027 top=57 score_mean=0.144366
teacher pair=15028 top=57 score_mean=0.144366
teacher pair=15029 top=57 score_mean=0.144366
teacher pair=15030 top=57 score_mean=0.144366
teacher pair=15031 top=57 score_mean=0.144366
teacher pair=15032 top=57 score_mean=0.144366
teacher pair=15033 top=57 score_mean=0.144366
teacher pair=15034 top=57 score_mean=0.144366
teacher pair=15035 top=57 score_mean=0.144366
teacher pair=15036 top=57 score_mean=0.144366
teacher pair=15037 top=57 score_mean=0.144366
teacher pair=15038 top=57 score_mean=0.144366
teacher pair=15039 top=57 score_mean=0.144366
teacher pair=15040 top=57 score_mean=0.144366
teacher pair=15041 top=57 score_mean=0.144366
teacher pair=15042 top=57 score_mean=0.144366
teacher pair=15043 top=57 score_mean=0.144366
teacher pair=15044 top=57 score_mean=0.144366
teacher pair=15045 top=57 score_mean=0.144366
teacher pair=15046 top=57 score_mean=0.144366
teacher pair=15047 top=57 score_mean=0.144366
teacher pair=15048 top=57 score_mean=0.144366
teacher pair=15049 top=57 score_mean=0.144366
teacher pair=15050 top=57 score_mean=0.144366
teacher pair=15051 top=57 score_mean=0.144366
teacher pair=15052 top=57 score_mean=0.144366
teacher pair=15053 top=57 score_mean=0.144366
teacher pair=15054 top=57 score_mean=0.144366
teacher pair=15055 top=57 score_mean=0.144366
teacher pair=15056 top=57 score_mean=0.144366
teacher pair=15057 top=57 score_mean=0.144366
teacher pair=15058 top=57 score_mean=0.144366
teacher pair=15059 top=57 score_mean=0.144366
teacher pair=15060 top=57 score_mean=0.144366
teacher pair=15061 top=57 score_mean=0.144366
teacher pair=15062 top=57 score_mean=0.144366
teacher pair=15063 top=57 score_mean=0.144366
teacher pair=15064 top=57 score_mean=0.144366
teacher pair=15065 top=57 score_mean=0.144366
teacher pair=15066 top=57 score_mean=0.144366
teacher pair=15067 top=57 score_mean=0.144366
teacher pair=15068 top=57 score_mean=0.144366
teacher pair=15069 top=57 score_mean=0.144366
teacher pair=15070 top=57 score_mean=0.144366
teacher pair=15071 top=57 score_mean=0.144366
teacher pair=15072 top=57 score_mean=0.144366
teacher pair=15073 top=57 score_mean=0.144366
teacher pair=15074 top=57 score_mean=0.144366
teacher pair=15075 top=57 score_mean=0.144366
teacher pair=15076 top=57 score_mean=0.144366
teacher pair=15077 top=57 score_mean=0.144366
teacher pair=15078 top=57 score_mean=0.144366
teacher pair=15079 top=57 score_mean=0.144366
teacher pair=15080 top=57 score_mean=0.144366
teacher pair=15081 top=57 score_mean=0.144366
teacher pair=15082 top=57 score_mean=0.144366
teacher pair=15083 top=57 score_mean=0.144366
teacher pair=15084 top=57 score_mean=0.144366
teacher pair=15085 top=57 score_mean=0.144366
teacher pair=15086 top=57 score_mean=0.144366
teacher pair=15087 top=57 score_mean=0.144366
teacher pair=15088 top=57 score_mean=0.144366
teacher pair=15089 top=57 score_mean=0.144366
teacher pair=15090 top=57 score_mean=0.144366
teacher pair=15091 top=57 score_mean=0.144366
teacher pair=15092 top=57 score_mean=0.144366
teacher pair=15093 top=57 score_mean=0.144366
teacher pair=15094 top=57 score_mean=0.144366
teacher pair=15095 top=57 score_mean=0.144366
teacher pair=15096 top=57 score_mean=0.144366
teacher pair=15097 top=57 score_mean=0.144366
teacher pair=15098 top=57 score_mean=0.144366
teacher pair=15099 top=57 score_mean=0.144366
teacher pair=15100 top=57 score_mean=0.144366
teacher pair=15101 top=57 score_mean=0.144366
teacher pair=15102 top=57 score_mean=0.144366
teacher pair=15103 top=57 score_mean=0.144366
teacher pair=15104 top=57 score_mean=0.144366
teacher pair=15105 top=57 score_mean=0.144366
teacher pair=15106 top=57 score_mean=0.144366
teacher pair=15107 top=57 score_mean=0.144366
teacher pair=15108 top=57 score_mean=0.144366
teacher pair=15109 top=57 score_mean=0.144366
teacher pair=15110 top=57 score_mean=0.144366
teacher pair=15111 top=57 score_mean=0.144366
teacher pair=15112 top=57 score_mean=0.144366
teacher pair=15113 top=57 score_mean=0.144366
teacher pair=15114 top=57 score_mean=0.144366
teacher pair=15115 top=57 score_mean=0.144366
teacher pair=15116 top=57 score_mean=0.144366
teacher pair=15117 top=57 score_mean=0.144366
teacher pair=15118 top=57 score_mean=0.144366
teacher pair=15119 top=57 score_mean=0.144366
teacher pair=15120 top=57 score_mean=0.144366
teacher pair=15121 top=57 score_mean=0.144366
