example_id,chunk_id,method,rate,chunk_len,selected_count,n_calibration_queries
176,0,qk_frequency_per_chunk,0.15,159,23,8
176,0,qk_mean_score_per_chunk,0.15,159,23,8
176,1,qk_frequency_per_chunk,0.15,115,17,8
176,1,qk_mean_score_per_chunk,0.15,115,17,8
176,2,qk_frequency_per_chunk,0.15,97,14,8
176,2,qk_mean_score_per_chunk,0.15,97,14,8
176,3,qk_frequency_per_chunk,0.15,126,18,8
176,3,qk_mean_score_per_chunk,0.15,126,18,8
176,4,qk_frequency_per_chunk,0.15,108,16,8
176,4,qk_mean_score_per_chunk,0.15,108,16,8
176,5,qk_frequency_per_chunk,0.15,42,6,8
176,5,qk_mean_score_per_chunk,0.15,42,6,8
176,6,qk_frequency_per_chunk,0.15,129,19,8
176,6,qk_mean_score_per_chunk,0.15,129,19,8
176,7,qk_frequency_per_chunk,0.15,96,14,8
176,7,qk_mean_score_per_chunk,0.15,96,14,8
176,8,qk_frequency_per_chunk,0.15,102,15,8
176,8,qk_mean_score_per_chunk,0.15,102,15,8
176,9,qk_frequency_per_chunk,0.15,40,6,8
176,9,qk_mean_score_per_chunk,0.15,40,6,8
178,0,qk_frequency_per_chunk,0.15,41,6,8
178,0,qk_mean_score_per_chunk,0.15,41,6,8
178,1,qk_frequency_per_chunk,0.15,118,17,8
178,1,qk_mean_score_per_chunk,0.15,118,17,8
178,2,qk_frequency_per_chunk,0.15,56,8,8
178,2,qk_mean_score_per_chunk,0.15,56,8,8
178,3,qk_frequency_per_chunk,0.15,92,13,8
178,3,qk_mean_score_per_chunk,0.15,92,13,8
178,4,qk_frequency_per_chunk,0.15,178,26,8
178,4,qk_mean_score_per_chunk,0.15,178,26,8
178,5,qk_frequency_per_chunk,0.15,36,5,8
178,5,qk_mean_score_per_chunk,0.15,36,5,8
178,6,qk_frequency_per_chunk,0.15,79,11,8
178,6,qk_mean_score_per_chunk,0.15,79,11,8
178,7,qk_frequency_per_chunk,0.15,281,42,8
178,7,qk_mean_score_per_chunk,0.15,281,42,8
178,8,qk_frequency_per_chunk,0.15,52,7,8
178,8,qk_mean_score_per_chunk,0.15,52,7,8
178,9,qk_frequency_per_chunk,0.15,192,28,8
178,9,qk_mean_score_per_chunk,0.15,192,28,8
178,10,qk_frequency_per_chunk,0.15,112,16,8
178,10,qk_mean_score_per_chunk,0.15,112,16,8
178,11,qk_frequency_per_chunk,0.15,64,9,8
178,11,qk_mean_score_per_chunk,0.15,64,9,8
178,12,qk_frequency_per_chunk,0.15,109,16,8
178,12,qk_mean_score_per_chunk,0.15,109,16,8
178,13,qk_frequency_per_chunk,0.15,161,24,8
178,13,qk_mean_score_per_chunk,0.15,161,24,8
178,14,qk_frequency_per_chunk,0.15,80,12,8
178,14,qk_mean_score_per_chunk,0.15,80,12,8
178,15,qk_frequency_per_chunk,0.15,72,10,8
178,15,qk_mean_score_per_chunk,0.15,72,10,8
178,16,qk_frequency_per_chunk,0.15,74,11,8
178,16,qk_mean_score_per_chunk,0.15,74,11,8
178,17,qk_frequency_per_chunk,0.15,76,11,8
178,17,qk_mean_score_per_chunk,0.15,76,11,8
