index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
100,In what year was Twilight Princess from the game series on which The Legend of Neil was based originally planned for release?,2005,2005,True,1.0,True,预测答案“2005”与标准答案“2005”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题。,"判断: 正确
原因: 预测答案“2005”与标准答案“2005”完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了问题。"
101,What is the mascot of the school that owns Goss Stadium at Coleman Field?,Benny Beaver,The mascot of the school that owns Goss Stadium at Coleman Field is the Beaver.,False,0.21052631578947367,True,预测答案明确指出了吉祥物是“Beaver”，这与标准答案“Benny Beaver”在语义上完全等价，准确传达了该学校吉祥物的核心信息，符合正确回答的标准。,"判断: 正确
原因: 预测答案明确指出了吉祥物是“Beaver”，这与标准答案“Benny Beaver”在语义上完全等价，准确传达了该学校吉祥物的核心信息，符合正确回答的标准。"
102,Who is the spouse of the actor that plays vision in avengers age of ultron?,Jennifer Connelly,Jennifer Connelly,True,1.0,True,预测答案“Jennifer Connelly”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于扮演幻视的演员其配偶是谁的问题。,"判断: 正确
原因: 预测答案“Jennifer Connelly”与标准答案完全一致，包含了标准答案的关键信息，且在语义上完全等价，准确地回答了关于扮演幻视的演员其配偶是谁的问题。"
103,Who was the spouse of the leading lady in Gone With the wind?,Laurence Olivier,Clark Gable,False,0.0,False,预测答案“Clark Gable”与标准答案“Laurence Olivier”完全不同。虽然Clark Gable是电影《乱世佳人》的男主角，但女主角费雯·丽的配偶是Laurence Olivier，预测答案未包含标准答案的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案“Clark Gable”与标准答案“Laurence Olivier”完全不同。虽然Clark Gable是电影《乱世佳人》的男主角，但女主角费雯·丽的配偶是Laurence Olivier，预测答案未包含标准答案的关键信息，因此判断为错误。"
104,Who was the mother of the person who found the sacred writings that became the Book of Mormon?,Lucy Mack Smith,Lucy Mack Smith,True,1.0,True,预测答案“Lucy Mack Smith”与标准答案完全一致，准确包含了关键信息，在语义上完全等价，正确回答了关于《摩门经》发现者母亲是谁的问题。,"判断: 正确
原因: 预测答案“Lucy Mack Smith”与标准答案完全一致，准确包含了关键信息，在语义上完全等价，正确回答了关于《摩门经》发现者母亲是谁的问题。"
105,Who is the mayor presiding now where Merrill Elam was born?,Lance Bottoms,Jacek Majchrowski,False,0.0,False,预测答案“Jacek Majchrowski”与标准答案“Lance Bottoms”完全不同，两者在语义上没有任何等价或包含关系，未能提供与标准答案一致的关键信息，因此判断为错误。,"判断: 错误
原因: 预测答案“Jacek Majchrowski”与标准答案“Lance Bottoms”完全不同，两者在语义上没有任何等价或包含关系，未能提供与标准答案一致的关键信息，因此判断为错误。"
106,What county shares a border with the county where She Did It's performer was born?,Cabarrus County,Rowan County,False,0.4,False,预测答案给出的“Rowan County”与标准答案“Cabarrus County”不一致，两者是不同的地理实体，且预测答案未包含标准答案的关键信息，因此判定为错误。,"判断: 错误
原因: 预测答案给出的“Rowan County”与标准答案“Cabarrus County”不一致，两者是不同的地理实体，且预测答案未包含标准答案的关键信息，因此判定为错误。"
107,What is the experimental satellite which was the forerunner to the communication satellite of the operator of GSAT-7 called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6,True,0.25,True,预测答案“ATS-6”包含了标准答案“ATS - 6 (Applications Technology Satellite - 6)”的核心关键信息。两者在语义上完全等价，预测答案仅仅是省略了全称和空格，这属于允许的措辞上的细微差异，意思保持完全一致。,"判断: 正确
原因: 预测答案“ATS-6”包含了标准答案“ATS - 6 (Applications Technology Satellite - 6)”的核心关键信息。两者在语义上完全等价，预测答案仅仅是省略了全称和空格，这属于允许的措辞上的细微差异，意思保持完全一致。"
108,What watercourse is the river on which the Lostock Dam is located the mouth of?,Hunter River,Paterson River,False,0.6666666666666666,False,预测答案给出的水道名称是“Paterson River”，而标准答案为“Hunter River”。两者指代的是不同的河流，预测答案未包含标准答案的关键信息，在语义上也不等价，因此判断为错误。,"判断: 错误
原因: 预测答案给出的水道名称是“Paterson River”，而标准答案为“Hunter River”。两者指代的是不同的河流，预测答案未包含标准答案的关键信息，在语义上也不等价，因此判断为错误。"
109,There is a state A where Storm of the Century was filmed based on the book by the author who wrote a short story featuring the author of This Is My God. What is the population of state A?,"1,335,907","1,362,359",False,0.6666666666666666,False,"预测答案给出的数字是1,362,359，而标准答案为1,335,907。两者在数值上并不一致，且人口数量是一个精确的数值，不能视为措辞上的细微差异，因此预测答案未能正确回答问题。","判断: 错误
原因: 预测答案给出的数字是1,362,359，而标准答案为1,335,907。两者在数值上并不一致，且人口数量是一个精确的数值，不能视为措辞上的细微差异，因此预测答案未能正确回答问题。"
