Question,Real Answer,Pred Answer
Which of the two bands Kill Hannah and Warpaint is from California?,Warpaint,Warpaint
Red Bull Stratos was a project involving the skydiver of what nationality?,Austrian,Austrian
"The Talented Mr. Ripley is a 1999 film about what fictional character in a series of crime novels by American novelist Patricia Highsmith, as well as several film adaptations?",Tom Ripley,Tom Ripley
"On season eighteen of a show that premiered on March 17, 2014 Brooke Burke-Charvet was replaced as co-host by an American sportscaster who is a sideline reporter for who?",Fox NFL,Fox NFL
What two occupations do  Alberto Cavalcanti and Oscar Apfel have in common?,film director and producer,film director and producer
What company produced both The Barefoot Executive and The Last Flight of Noah's Ark?,Walt Disney,Walt Disney Productions
Can both Robert Hayden and Chitra Banerjee Divakaruni be classed as members of American minorities?,yes,yes
What American actor starred in the 2006 movie Click?,Adam Sandler,Adam Sandler
what opening day attraction at EPCOT Center in 1982 was closed down for refurbishment in 1995,World of Motion,World of Motion
WHICH MIKE WILL MADE IT SONG WAS CO-WRITTEN BY ROCK CITY?,Pour It Up,Pour It Up
"Who starred in a 1999 film based on the memoir ""Rocket Boys""?","Jake Gyllenhaal, Chris Cooper, Chris Owen, and Laura Dern","Jake Gyllenhaal, Chris Cooper, Chris Owen, and Laura Dern"
What garland or wreath is used in the statewide celebration of Hawaii?,Lei,Lei
"What motor racing circuit in Montreal, Quebec, Canada that is the venue for the FIA Formula One Canadian Grand Prix did the 2005 Canadian Grand Prix, Formula One motor race, held on 12 June 2005 get held at?",Circuit Gilles Villeneuve,Circuit Gilles Villeneuve
"The Editor is a 2014 Canadian horror comedy-mystery film by who, and starring Paz de la Huerta, is an American actress and model?",Astron-6,Astron-6
In what year did the field where the 2016 TaxSlayer Bowl was held assumed its name?,2010,2010
Bounce is currently hosted by what former Australian football player born in 1979,Cameron Mooney,Cameron Mooney
"Which American film director is known for the sexploitation film genre, Wes Anderson or Doris Wishman?",Doris Wishman,Doris Wishman
"A foam weapon, a padded mock weapon used for simulated handheld combat, is used in a North American medieval combat sport, begun in 1977 with the creation of what?",Dagorhir,Dagorhir
Which president signed this act that led to Choctaw tribe of Native Americans being forced to move out of Choctaw County by federal troops in 1830?,President Andrew Jackson,Andrew Jackson
Anne Preven co-wrote which song with Scott Cutler and Phil Thornalley in 1993?,Torn,Torn
"Garden State is a 2004 American romantic comedy-drama film, written and directed by an American actor best known for his role as J. D. on what television series?",Scrubs,Scrubs
Which print magazine company did Terry Richardson work for while he was in Montreal?,Vice Media,Vice
"Named after producer Radcliffe's Blackwing Studios where the album was recorded, ""Upstairs at Eric's"" was preceded by two top three UK singles, including the ballad ""Only You"", a song written by what English musician? ",Vince Clarke,Vince Clarke
"Nukie is a 1987 South African film directed by Sias Odendaal, and Michael Pakleppa, the film stars include Glynis Johns, a retired Welsh stage, television and film actress, dancer, pianist, and singer, and was born in which country?",South Africa,South Africa
"What star of ""The Thing with Two Heads"" also played football?",Rosey Grier,Rosey Grier
