Question,Real Answer,Pred Answer
Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Mary Bono
What was the person who provided evidence to suggest the existence of the neutron a participant of?,Manhattan Project,Manhattan Project
In which borough was Callum McManaman born?,Knowsley,Merseyside
Who is the child of the Italian navigator who sailed for England and explored the eastern coast of the continent Francisco Bojado's birthplace is located?,Sebastian Cabot,Sebastian Cabot
Who is the spouse of the actor who played hannibal smith in the a team?,Sherry Boucher,Joy Harmon
When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,2005–06 season
Who is the child of the cast member of Green Ice?,Tatum O'Neal,Answer: Stuart Epps
How many times did plague occur in the birthplace of La Silvia's composer?,22,3
When did military instruction start at the place where Larry Alcala was educated?,1912,1912
What is the experimental satellite being forerunner to communication satellite of INSAT-4CR's manufacturer called?,ATS - 6 (Applications Technology Satellite - 6),ATS-6
Who was the first African American student at the university Robert Khayat was educated at?,James Howard Meredith,Emma Azalia Hackley
Who gives out the prize named after the author of Lectures on Jurisprudence?,University of Cambridge,Royal Society of Chemistry
Who is Frances Freeling Broderip's sibling?,Tom Hood,Heather Michele O'Rourke
Who is the spouse of the person who voices Jarvis in Iron Man?,Jennifer Connelly,LaTanya Richardson
What is the source of the river that is the mouth of the Caledon River?,Thaba Putsoa,"The source of the river that is the mouth of the Caledon River is the confluence of the Caledon River with the Bolshaya Lyampa, which is part of the Yukon River system."
