row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,5.2601199629716575,0.6649392610415816,0.24799097096547484,0.2469009100459516,4.132746337912977,0.2144433930516243,196,223,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,4.074021730106324,0.4728732770308852,0.12953757215291262,0.12850802624598145,3.272234558593482,0.19937632232904434,194,219,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,4.761705454438925,0.4815483368001878,0.1348884361796081,0.13376510003581643,3.93942931573838,0.2058393657207489,216,237,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,False,3,0,1154,26,1972,3.976650728844106,0.4308237340301275,0.12478152569383383,0.12385404808446765,3.2173731308430433,0.20367233827710152,173,199,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,False,3,1,1353,27,2172,4.010724723804742,0.5142273381352425,0.145550231449306,0.14446952566504478,3.1882195281796157,0.1627276260405779,202,229,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,False,4,0,1178,32,2002,3.776250122115016,0.4486172958277166,0.1255256780423224,0.12458288576453924,3.0347496806643903,0.16735746758058667,176,208,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,False,4,1,2075,24,2891,4.890328677371144,0.6481385910883546,0.2552317581139505,0.25334495725110173,3.6752898627892137,0.31166846537962556,311,335,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,False,6,0,1490,21,2303,4.34224490262568,0.4843732211738825,0.1358401565812528,0.1346101388335228,3.478734916076064,0.24329660879448056,223,244,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,4.430730630643666,0.44441335601732135,0.1405657776631415,0.13926541293039918,3.658199083060026,0.18755241390317678,238,265,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,4.445915672928095,0.5178858479484916,0.13596071815118194,0.13480432284995914,3.673931643832475,0.11813746299594641,219,247,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
10,False,9,0,1998,25,2815,4.932815194129944,0.455983383115381,0.16980175813660026,0.16801460226997733,4.077007215004414,0.23002283787354827,299,324,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?
11,False,9,1,2722,33,3547,4.879114320036024,0.6002110629342496,0.21389208128675818,0.21120232716202736,3.785214893054217,0.27979628276079893,408,441,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?
12,False,10,0,1505,25,2322,4.266652031801641,0.44150309078395367,0.13874692283570766,0.13755318289622664,3.577229332178831,0.10917268600314856,225,250,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?
13,False,10,1,1738,24,2554,4.451549930963665,0.5198775921016932,0.15875202883034945,0.15721456101164222,3.653529782779515,0.11939052725210786,260,284,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?
14,False,11,0,1230,27,2049,3.813858802895993,0.44179440569132566,0.12921771965920925,0.12818159582093358,3.1471212999895215,0.09572537755593657,184,211,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?
15,False,11,1,1205,26,2023,3.8837310252711177,0.49775920901447535,0.12559896847233176,0.12459799973294139,3.164931260049343,0.09544158773496747,180,206,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?
16,False,12,0,2011,32,2835,4.741872758138925,0.5981521881185472,0.17398787196725607,0.17226141970604658,3.847157099749893,0.12257559830322862,301,333,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?
17,False,12,1,2101,30,2923,4.662977720145136,0.568379235919565,0.17596924724057317,0.17400574404746294,3.7826736140996218,0.13595562288537621,315,345,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?
18,False,13,0,1142,21,1955,3.8128132624551654,0.4300100952386856,0.12692051753401756,0.1241335361264646,3.033527771010995,0.2223548786714673,171,192,What year was the father of Katherine of England crowned?,Who is Katherine of England?
19,False,13,1,2083,25,2900,4.88705367455259,0.5806219442747533,0.17522975942119956,0.17327270610257983,3.998232210986316,0.13296975987032056,312,337,What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?
20,False,14,0,1057,36,1885,3.846631660591811,0.44664454320445657,0.12096676742658019,0.12008603103458881,3.181971325073391,0.09704902488738298,158,194,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?
21,False,14,1,1681,24,2497,4.295007273554802,0.5612291893921793,0.15951481740921736,0.15800311043858528,3.456237430218607,0.11802583653479815,252,276,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?
22,False,15,0,678,23,1493,3.1773324022069573,0.41816375590860844,0.09281938103958964,0.09219516394659877,2.5887681199237704,0.07758114533498883,101,124,What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?
23,False,15,1,1121,28,1941,4.072650026064366,0.5048102689906955,0.12415250204503536,0.1232094569131732,3.3459617123007774,0.09772554272785783,168,196,What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?"
24,False,16,0,1515,28,2335,4.163256833329797,0.438398998696357,0.1397061194293201,0.13841901905834675,3.4772437983192503,0.10790791688486934,227,255,"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?
25,False,16,1,2189,30,3011,4.650738576892763,0.566234780009836,0.1807103198952973,0.17866983311250806,3.7708916580304503,0.13290181895717978,328,358,"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?
26,False,17,0,1415,28,2235,4.104687511455268,0.4367612539790571,0.13488256325945258,0.1336903339251876,3.4283015141263604,0.1047421800903976,212,240,"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?
27,False,17,1,1936,30,2758,4.614460129290819,0.6064447327516973,0.1691361153498292,0.16739006713032722,3.7032907279208302,0.13558855326846242,290,320,"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?
28,False,18,0,1020,28,1840,3.786593062337488,0.5279757040552795,0.23219259502366185,0.23130963603034616,2.935821571853012,0.09060319140553474,153,181,Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?
29,False,18,1,1206,22,2020,3.970791003666818,0.6003262638114393,0.1256285817362368,0.12459567515179515,3.138001008424908,0.10683514969423413,180,202,Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?
30,False,19,0,1034,22,1848,3.893426234833896,0.42160521214827895,0.12010847264900804,0.11925307521596551,3.2598977428860962,0.09181480715051293,155,177,What team was Anna Benson's husband on?,Who is Anna Benson's husband?
31,False,19,1,1580,27,2399,4.420898429583758,0.525845181196928,0.1402566279284656,0.13891087286174297,3.6404859754256904,0.11431064503267407,237,264,What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?
32,False,20,0,1519,26,2337,3.9462559442035854,0.4409472430124879,0.13964869128540158,0.13835447514429688,3.256505232769996,0.10915477713569999,227,253,What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?
33,False,20,1,2265,41,3098,4.92332072602585,0.5356889008544385,0.1954162078909576,0.19330281298607588,4.0526069100014865,0.1396087072789669,339,380,What is the record label for the singer who originally sang You Belong To Me.,What record label was Joni James signed to when she released 'You Belong To Me' in 1952?
34,False,21,0,1749,27,2568,4.194580326322466,0.459806052967906,0.17485991306602955,0.17340697580948472,3.442084748763591,0.11782961152493954,262,289,When did the crowning of the person under whom the Chapter House was built happen?,Who was the person under whom the Chapter House was built?
35,False,21,1,2118,21,2931,4.588237261399627,0.5826608277857304,0.18375694705173373,0.1817550752311945,3.687726701144129,0.1340927854180336,317,338,When did the crowning of the person under whom the Chapter House was built happen?,When was Henry III crowned?
