row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,6.499180976767093,1.2934102728031576,0.25348127679899335,0.25248756213113666,4.727217183914036,0.22507224325090647,393,420,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,4.809941672720015,0.48890730319544673,0.1299560465849936,0.12911369977518916,3.988614974077791,0.20246334886178374,388,413,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,5.462334206793457,0.4968018103390932,0.1349217868410051,0.13413370680063963,4.616297023836523,0.21431358577683568,432,453,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,False,3,0,1154,26,1972,4.810897958930582,0.44080524193122983,0.12619246309623122,0.12536072498187423,4.075789386872202,0.1681108670309186,346,372,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,False,3,1,1353,27,2172,4.66465422604233,0.5328832310624421,0.13076254492625594,0.12985524907708168,3.8465442527085543,0.154464197345078,405,432,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,False,4,0,1178,32,2002,4.627636613789946,0.4390652282163501,0.1317735188640654,0.13097425596788526,3.864389897789806,0.19240796891972423,353,385,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,False,4,1,2075,24,2891,5.908470628783107,0.7306594718247652,0.1804854986257851,0.17385956272482872,4.70377316698432,0.2935524913482368,622,646,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,False,6,0,1490,21,2303,5.1324858739972115,0.49083892442286015,0.13531641382724047,0.1344259730540216,4.371585665270686,0.1347448704764247,447,468,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,5.788913820870221,0.49403243605047464,0.14056540187448263,0.1396200549788773,4.9677183432504535,0.1865976396948099,476,503,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,5.355676429346204,0.520197194069624,0.13519697729498148,0.13430657098069787,4.545840709004551,0.1544415489770472,439,467,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
