/mnt/qjhs-sh-lab-01/wjh/FusionRAG/.venv/lib/python3.10/site-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:04<00:04,  4.14s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:06<00:00,  3.19s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:06<00:00,  3.33s/it]
teacher pair=430 top=28 score_mean=0.229457
teacher pair=431 top=16 score_mean=0.322051
teacher pair=432 top=16 score_mean=0.322051
teacher pair=433 top=21 score_mean=0.276154
teacher pair=434 top=21 score_mean=0.276154
teacher pair=435 top=21 score_mean=0.276154
teacher pair=436 top=45 score_mean=0.170744
teacher pair=437 top=45 score_mean=0.170744
teacher pair=438 top=45 score_mean=0.170744
teacher pair=439 top=12 score_mean=0.376238
teacher pair=440 top=12 score_mean=0.376238
teacher pair=441 top=12 score_mean=0.376238
teacher pair=442 top=12 score_mean=0.376238
teacher pair=443 top=12 score_mean=0.376238
teacher pair=444 top=10 score_mean=0.399638
teacher pair=445 top=10 score_mean=0.399638
teacher pair=446 top=10 score_mean=0.399638
teacher pair=447 top=28 score_mean=0.228707
teacher pair=448 top=28 score_mean=0.228707
teacher pair=449 top=28 score_mean=0.228707
teacher pair=450 top=28 score_mean=0.228707
teacher pair=451 top=16 score_mean=0.320392
teacher pair=452 top=16 score_mean=0.320392
teacher pair=453 top=16 score_mean=0.320392
teacher pair=454 top=32 score_mean=0.21039
teacher pair=455 top=32 score_mean=0.21039
teacher pair=456 top=32 score_mean=0.21039
teacher pair=457 top=57 score_mean=0.144366
teacher pair=458 top=57 score_mean=0.144366
teacher pair=459 top=57 score_mean=0.144366
teacher pair=460 top=25 score_mean=0.248461
teacher pair=461 top=25 score_mean=0.248461
teacher pair=462 top=25 score_mean=0.248461
teacher pair=463 top=57 score_mean=0.144366
teacher pair=464 top=57 score_mean=0.144366
teacher pair=465 top=32 score_mean=0.21039
teacher pair=466 top=32 score_mean=0.21039
teacher pair=467 top=32 score_mean=0.21039
teacher pair=468 top=32 score_mean=0.21039
teacher pair=469 top=32 score_mean=0.21039
teacher pair=470 top=38 score_mean=0.188673
teacher pair=471 top=38 score_mean=0.188673
teacher pair=472 top=38 score_mean=0.188673
teacher pair=473 top=57 score_mean=0.144366
teacher pair=474 top=57 score_mean=0.144366
teacher pair=475 top=57 score_mean=0.144366
teacher pair=476 top=22 score_mean=0.265085
teacher pair=477 top=22 score_mean=0.265085
teacher pair=478 top=22 score_mean=0.265085
teacher pair=479 top=33 score_mean=0.207959
teacher pair=480 top=33 score_mean=0.207959
teacher pair=481 top=33 score_mean=0.207959
teacher pair=482 top=38 score_mean=0.190123
teacher pair=483 top=38 score_mean=0.190123
teacher pair=484 top=38 score_mean=0.190123
teacher pair=485 top=20 score_mean=0.2785
teacher pair=486 top=20 score_mean=0.2785
teacher pair=487 top=20 score_mean=0.2785
teacher pair=488 top=38 score_mean=0.188673
teacher pair=489 top=38 score_mean=0.188673
teacher pair=490 top=38 score_mean=0.188673
teacher pair=491 top=57 score_mean=0.144366
teacher pair=492 top=57 score_mean=0.144366
teacher pair=493 top=57 score_mean=0.144366
teacher pair=494 top=57 score_mean=0.144366
teacher pair=495 top=57 score_mean=0.144366
teacher pair=496 top=33 score_mean=0.207959
teacher pair=497 top=33 score_mean=0.207959
teacher pair=498 top=37 score_mean=0.192096
teacher pair=499 top=37 score_mean=0.192096
teacher pair=500 top=37 score_mean=0.192096
teacher pair=501 top=20 score_mean=0.280893
teacher pair=502 top=20 score_mean=0.280893
teacher pair=503 top=20 score_mean=0.280893
teacher pair=504 top=43 score_mean=0.173854
teacher pair=505 top=43 score_mean=0.173854
teacher pair=506 top=43 score_mean=0.173854
teacher pair=507 top=12 score_mean=0.376238
teacher pair=508 top=12 score_mean=0.376238
teacher pair=509 top=16 score_mean=0.318753
teacher pair=510 top=16 score_mean=0.318753
teacher pair=511 top=30 score_mean=0.218768
teacher pair=512 top=30 score_mean=0.218768
teacher pair=513 top=30 score_mean=0.218768
teacher pair=514 top=31 score_mean=0.216108
teacher pair=515 top=31 score_mean=0.216108
wrote 86 teacher files to MOTIVATION_EXPERIMENTS/native_initialized_layer4_distill/teacher_cache_musique_val
