/mnt/qjhs-sh-lab-01/wjh/FusionRAG/.venv/lib/python3.10/site-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:04<00:04,  4.18s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:06<00:00,  3.10s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:06<00:00,  3.26s/it]
teacher pair=602 top=20 score_mean=0.282108
teacher pair=603 top=20 score_mean=0.282108
teacher pair=604 top=20 score_mean=0.282108
teacher pair=605 top=32 score_mean=0.212888
teacher pair=606 top=32 score_mean=0.212888
teacher pair=607 top=32 score_mean=0.212888
teacher pair=608 top=32 score_mean=0.212888
teacher pair=609 top=32 score_mean=0.212888
teacher pair=610 top=39 score_mean=0.187249
teacher pair=611 top=39 score_mean=0.187249
teacher pair=612 top=39 score_mean=0.187249
teacher pair=613 top=57 score_mean=0.144366
teacher pair=614 top=57 score_mean=0.144366
teacher pair=615 top=57 score_mean=0.144366
teacher pair=616 top=57 score_mean=0.144366
teacher pair=617 top=57 score_mean=0.144366
teacher pair=618 top=5 score_mean=0.534407
teacher pair=619 top=5 score_mean=0.534407
teacher pair=620 top=5 score_mean=0.534407
teacher pair=621 top=5 score_mean=0.534407
teacher pair=622 top=5 score_mean=0.534407
teacher pair=623 top=55 score_mean=0.148106
teacher pair=624 top=55 score_mean=0.148106
teacher pair=625 top=55 score_mean=0.148106
teacher pair=626 top=33 score_mean=0.206768
teacher pair=627 top=33 score_mean=0.206768
teacher pair=628 top=33 score_mean=0.206768
teacher pair=629 top=33 score_mean=0.206768
teacher pair=630 top=24 score_mean=0.254044
teacher pair=631 top=24 score_mean=0.254044
teacher pair=632 top=24 score_mean=0.254044
teacher pair=633 top=44 score_mean=0.171895
teacher pair=634 top=44 score_mean=0.171895
teacher pair=635 top=44 score_mean=0.171895
teacher pair=636 top=44 score_mean=0.171895
teacher pair=637 top=44 score_mean=0.171895
teacher pair=638 top=16 score_mean=0.31239
teacher pair=639 top=16 score_mean=0.31239
teacher pair=640 top=16 score_mean=0.31239
teacher pair=641 top=16 score_mean=0.31239
teacher pair=642 top=16 score_mean=0.31239
teacher pair=643 top=29 score_mean=0.225761
teacher pair=644 top=29 score_mean=0.225761
teacher pair=645 top=29 score_mean=0.225761
teacher pair=646 top=48 score_mean=0.161795
teacher pair=647 top=48 score_mean=0.161795
teacher pair=648 top=48 score_mean=0.161795
teacher pair=649 top=48 score_mean=0.161795
teacher pair=650 top=17 score_mean=0.304846
teacher pair=651 top=17 score_mean=0.304846
teacher pair=652 top=17 score_mean=0.304846
teacher pair=653 top=17 score_mean=0.304846
teacher pair=654 top=17 score_mean=0.304846
teacher pair=655 top=25 score_mean=0.243156
teacher pair=656 top=25 score_mean=0.243156
teacher pair=657 top=25 score_mean=0.243156
teacher pair=658 top=25 score_mean=0.243156
teacher pair=659 top=25 score_mean=0.243156
teacher pair=660 top=31 score_mean=0.213523
teacher pair=661 top=31 score_mean=0.213523
teacher pair=662 top=31 score_mean=0.213523
teacher pair=663 top=31 score_mean=0.213523
teacher pair=664 top=31 score_mean=0.213523
teacher pair=665 top=44 score_mean=0.171509
teacher pair=666 top=44 score_mean=0.171509
teacher pair=667 top=44 score_mean=0.171509
teacher pair=668 top=44 score_mean=0.171509
teacher pair=669 top=44 score_mean=0.171509
teacher pair=670 top=6 score_mean=0.49798
teacher pair=671 top=6 score_mean=0.49798
teacher pair=672 top=6 score_mean=0.49798
teacher pair=673 top=6 score_mean=0.49798
teacher pair=674 top=6 score_mean=0.49798
teacher pair=675 top=7 score_mean=0.475437
teacher pair=676 top=7 score_mean=0.475437
teacher pair=677 top=7 score_mean=0.475437
teacher pair=678 top=7 score_mean=0.475437
teacher pair=679 top=7 score_mean=0.475437
teacher pair=680 top=24 score_mean=0.253093
teacher pair=681 top=24 score_mean=0.253093
teacher pair=682 top=24 score_mean=0.253093
teacher pair=683 top=24 score_mean=0.253093
teacher pair=684 top=24 score_mean=0.253093
wrote 83 teacher files to MOTIVATION_EXPERIMENTS/native_initialized_layer4_distill/teacher_cache_musique_val
