row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,1.0892477800953202,0.025162361038383096,0.2344872600515373,0.2333650310174562,0.7055992169771343,0.12399894202826545,656,683,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,0.40214280592044815,0.02353998098988086,0.1300632679485716,0.12916312395827845,0.14953227998921648,0.09900727699277923,647,672,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,0.3894210509606637,0.024449945020023733,0.13330874196253717,0.13229425996541977,0.15139499702490866,0.08026736695319414,720,741,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,True,3,0,1154,26,1972,0.36561769706895575,0.02196276403265074,0.12401281407801434,0.1230356790474616,0.13625748502090573,0.08338463393738493,577,603,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,True,3,1,1353,27,2172,0.39076322800247,0.024973804014734924,0.12876121303997934,0.1278206380084157,0.1490746330237016,0.08795357792405412,676,703,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,True,4,0,1178,32,2002,0.35215674311621115,0.021721870987676084,0.12394475110340863,0.12302566604921594,0.1363952969550155,0.07009482407011092,589,621,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,True,4,1,2075,24,2891,0.4994467099895701,0.02944234199821949,0.17302453302545473,0.17182019900064915,0.2000344489933923,0.09694538597250357,1037,1061,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,True,6,0,1490,21,2303,0.37261844996828586,0.024305509985424578,0.13392629800364375,0.1330362349981442,0.15213419898645952,0.062252442992758006,745,766,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,0.3936656860169023,0.02376798802288249,0.13804701901972294,0.13711641501868144,0.16915949701797217,0.06269118195632473,793,820,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,0.383524056058377,0.025296277017332613,0.13387674803379923,0.13293588202213868,0.15233324997825548,0.0720177810289897,733,761,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
10,False,9,0,1998,25,2815,0.4994884880143218,0.026111286017112434,0.1677587850135751,0.16661790700163692,0.208038637007121,0.09757977997651324,999,1024,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?
11,False,9,1,2722,33,3547,0.57368884596508,0.033123363042250276,0.2120923720067367,0.21078639302868396,0.2203309540054761,0.1081421569106169,1361,1394,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?
12,False,10,0,1505,25,2322,0.39090336399385706,0.023479090014006943,0.13682389701716602,0.13589523202972487,0.16749538003932685,0.06310499692335725,752,777,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?
13,False,10,1,1738,24,2554,0.49523268692428246,0.027666397974826396,0.15726151794660836,0.1562275029718876,0.20462082303129137,0.10568394797155634,869,893,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?
14,False,11,0,1230,27,2049,0.3761388230486773,0.023042155022267252,0.13181206304579973,0.12749571102904156,0.14898876898223534,0.07229583599837497,615,642,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?
15,False,11,1,1205,26,2023,0.3415428790031001,0.024184955982491374,0.12408892798703164,0.12321561999851838,0.1365385859971866,0.05673040903639048,602,628,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?
16,False,12,0,2011,32,2835,0.5150783839635551,0.0403377779875882,0.1762340139830485,0.17152361298212782,0.19921287999022752,0.09929371200269088,1005,1037,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?
17,False,12,1,2101,30,2923,0.5032180859707296,0.029662559973075986,0.17374195699812844,0.1724724909872748,0.2000286990078166,0.09978486999170855,1050,1080,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?
18,False,13,0,1142,21,1955,0.3517272280296311,0.021583333960734308,0.12346508901100606,0.1224772380082868,0.13628748804330826,0.07039131701458246,571,592,What year was the father of Katherine of England crowned?,Who is Katherine of England?
19,False,13,1,2083,25,2900,0.4920881440048106,0.029680125997401774,0.17296836600871757,0.1717918660142459,0.20022832899121568,0.08921132300747558,1041,1066,What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?
20,False,14,0,1057,36,1885,0.34074918692931533,0.02810389897786081,0.11982863396406174,0.11893895699176937,0.1353983180015348,0.05741833598585799,528,564,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?
21,False,14,1,1681,24,2497,0.43799675710033625,0.027535768982488662,0.15832001308444887,0.15712855104357004,0.16932933602947742,0.0828116390039213,840,864,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?
22,False,15,0,678,23,1493,0.2838167460868135,0.018865550053305924,0.09161985508399084,0.0908000860363245,0.11722595995524898,0.05610538099426776,339,362,What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?
23,False,15,1,1121,28,1941,0.3399579350370914,0.023561117995996028,0.12301133706932887,0.12192074704216793,0.13621778402011842,0.057167695951648057,560,588,What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?"
24,False,16,0,1515,28,2335,0.4118372550001368,0.02363900502678007,0.13765555096324533,0.13662564399419352,0.16744712204672396,0.08309557696338743,757,785,"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?
25,False,16,1,2189,30,3011,0.5134627809748054,0.030331901973113418,0.17848035995848477,0.17719507496804,0.2011804089997895,0.10347011004341766,1094,1124,"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?
26,False,17,0,1415,28,2235,0.3992792989592999,0.035455413977615535,0.13353409396950155,0.13254586496623233,0.1520586940459907,0.07823109696619213,707,735,"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?
27,False,17,1,1936,30,2758,0.486591545981355,0.029846377961803228,0.17067462095292285,0.16612265398725867,0.18019090400775895,0.10587964305886999,968,998,"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?
28,False,18,0,1020,28,1840,0.36748593399534,0.02170094201574102,0.11867039097705856,0.11752803198760375,0.1433460569824092,0.08376854402013123,510,538,Whose sister played Susie in miracle on 34th street?,Who played Susie in Miracle on 34th Street?
29,False,18,1,1206,22,2020,0.36744563397951424,0.030045280000194907,0.12364521197741851,0.12273221899522468,0.13646166503895074,0.07729347696295008,603,625,Whose sister played Susie in miracle on 34th street?,Who is Natalie Wood's brother?
30,False,19,0,1034,22,1848,0.35321921500144526,0.020769160008057952,0.11832518101437017,0.11756629101000726,0.1581144300289452,0.05601044395007193,517,539,What team was Anna Benson's husband on?,Who is Anna Benson's husband?
31,False,19,1,1580,27,2399,0.47938898601569235,0.02574509201804176,0.1382803479791619,0.13730975496582687,0.24301685899263248,0.07234668702585623,790,817,What team was Anna Benson's husband on?,What team did Kris Benson play for in Major League Baseball?
32,False,20,0,1519,26,2337,0.4061502160038799,0.02362006902694702,0.13754326896741986,0.1365683460026048,0.16850337298819795,0.07648350502131507,759,785,What is the record label for the singer who originally sang You Belong To Me.,Who originally sang the song You Belong To Me?
