row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,0.4681090849917382,0.0,0.0,0.0,0.46626122400630265,0.0018478609854355454,1313,2132,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,0.27668660500785336,0.0,0.0,0.0,0.2759070729953237,0.0007795320125296712,1295,2112,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,0.2940817389753647,0.0,0.0,0.0,0.29336769302608445,0.000714045949280262,1441,2254,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,True,3,0,1154,26,1972,0.25924889399902895,0.0,0.0,0.0,0.2585711649735458,0.0006777290254831314,1154,1972,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,True,3,1,1353,27,2172,0.2796970650088042,0.0,0.0,0.0,0.2790109689813107,0.0006860960274934769,1353,2172,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,True,4,0,1178,32,2002,0.2597876609652303,0.0,0.0,0.0,0.25909372098976746,0.0006939399754628539,1178,2002,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,True,4,1,2075,24,2891,0.38970563100883737,0.0,0.0,0.0,0.38902403897373006,0.0006815920351073146,2075,2891,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,True,6,0,1490,21,2303,0.2938118790043518,0.0,0.0,0.0,0.29312663001473993,0.0006852489896118641,1490,2303,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,0.3226728720474057,0.0,0.0,0.0,0.32198538503143936,0.000687487015966326,1587,2406,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,0.29457373899640515,0.0,0.0,0.0,0.2938913009711541,0.0006824380252510309,1466,2286,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
10,False,9,0,1998,25,2815,0.36486508598318323,0.0,0.0,0.0,0.3640809959615581,0.0007840900216251612,1998,2815,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?
11,False,9,1,2722,33,3547,0.4898208520025946,0.0,0.0,0.0,0.489023913978599,0.0007969380239956081,2722,3547,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?
12,False,10,0,1505,25,2322,0.32116798299830407,0.0,0.0,0.0,0.32034626801032573,0.0008217149879783392,1505,2322,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?
13,False,10,1,1738,24,2554,0.34101444901898503,0.0,0.0,0.0,0.33891423197928816,0.0021002170396968722,1738,2554,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?
14,False,11,0,1230,27,2049,0.27661731402622536,0.0,0.0,0.0,0.2743576919892803,0.002259622036945075,1230,2049,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?
15,False,11,1,1205,26,2023,0.25983194197760895,0.0,0.0,0.0,0.2590634159860201,0.000768525991588831,1205,2023,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?
16,False,12,0,2011,32,2835,0.3885613190359436,0.0,0.0,0.0,0.3878173810080625,0.0007439380278810859,2011,2835,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?
17,False,12,1,2101,30,2923,0.3904086649999954,0.0,0.0,0.0,0.38964483799645677,0.0007638270035386086,2101,2923,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company did Compaq merge with in 2002?
18,False,13,0,1142,21,1955,0.26766779902391136,0.0,0.0,0.0,0.2669185769627802,0.0007492220611311495,1142,1955,What year was the father of Katherine of England crowned?,Who is Katherine of England?
19,False,13,1,2083,25,2900,0.39014113298617303,0.0,0.0,0.0,0.3893433960038237,0.0007977369823493063,2083,2900,What year was the father of Katherine of England crowned?,What year was King Henry III of England crowned?
20,False,14,0,1057,36,1885,0.24339542404050007,0.0,0.0,0.0,0.24260966200381517,0.0007857620366849005,1057,1885,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who played the little girl in the 1947 film Miracle on 34th Street?
21,False,14,1,1681,24,2497,0.3465845940518193,0.0,0.0,0.0,0.34584017196903005,0.0007444220827892423,1681,2497,Who is the sibling of the actress that played the little girl in Miracle on 34th street 1947?,Who is the sibling of actress Natalie Wood?
22,False,15,0,678,23,1493,0.18853256601141766,0.0,0.0,0.0,0.18780995602719486,0.0007226099842227995,678,1493,What is the capital of the county that Pine Springs is located in?,In which county is Pine Springs located?
23,False,15,1,1121,28,1941,0.25896359799662605,0.0,0.0,0.0,0.25823662598850206,0.0007269720081239939,1121,1941,What is the capital of the county that Pine Springs is located in?,"What is the county seat of Culberson County, Texas?"
24,False,16,0,1515,28,2335,0.32035649503814057,0.0,0.0,0.0,0.319586323981639,0.0007701710565015674,1515,2335,"In 2002, what company merged with the top PC manufacturer from 1994?",Who was the top PC manufacturer in 1994?
25,False,16,1,2189,30,3011,0.4055280000320636,0.0,0.0,0.0,0.4047146989614703,0.0008133010705932975,2189,3011,"In 2002, what company merged with the top PC manufacturer from 1994?",What company did Compaq merge with in 2002?
26,False,17,0,1415,28,2235,0.2935942949843593,0.0,0.0,0.0,0.29280816600658,0.000786128977779299,1415,2235,"In the King's Speech, who played the person who was the King of England in 1950?",Who was the King of England in 1950?
27,False,17,1,1936,30,2758,0.36449001502478495,0.0,0.0,0.0,0.3637522819917649,0.0007377330330200493,1936,2758,"In the King's Speech, who played the person who was the King of England in 1950?",Which actor played King George VI in the film 'The King's Speech'?
