row_id,is_warmup,example_id,sub_q_idx,doc_tokens,query_tokens,full_tokens,end_to_end_ttft_s,kv_load_copy_s,draft_selection_s,draft_score_forward_s,online_update_query_prefill_s,extra_impl_overhead_s,selected_doc_tokens,reprocess_prefill_tokens,main_question,sub_question
0,True,0,0,1313,27,2132,1.0755607190076262,0.025599456974305212,0.21988980402238667,0.21859751199372113,0.7228262790013105,0.10724517900962383,1299,1326,What is the network which National Cycle Route 57 is part of an example of?,What network is National Cycle Route 57 part of?
1,True,1,0,1295,25,2112,0.4505597949610092,0.023868688032962382,0.13012452697148547,0.1291466379771009,0.21458317403448746,0.08198340592207387,1282,1307,What district is the headquarter of Julia's House located?,Where is the headquarters of Julia's House located?
2,True,2,0,1441,21,2254,0.47418362699681893,0.025246493984013796,0.13317732099676505,0.13216091197682545,0.23140776302898303,0.08435204898705706,1426,1447,What body of water includes the terrain feature where Coffee Swamp is located?,Where is Coffee Swamp located?
3,True,3,0,1154,26,1972,0.42165903199929744,0.02197679498931393,0.12322857900289819,0.12228276702808216,0.20328094100113958,0.07317271700594574,1142,1168,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the child of Peter Andreas Heiberg?
4,True,3,1,1353,27,2172,0.4260964210261591,0.024866894003935158,0.12896283098962158,0.12791872897651047,0.21555861999513581,0.056708076037466526,1339,1366,Who is the spouse of the child of Peter Andreas Heiberg?,Who is the spouse of Johan Ludvig Heiberg?
5,True,4,0,1178,32,2002,0.44193112902576104,0.02326207800069824,0.1348235800396651,0.1311080100131221,0.20489663700573146,0.07894883397966623,1166,1198,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?","Who were the siblings of Alice de Lusignan, Countess of Surrey?"
6,True,4,1,2075,24,2891,0.6096785729750991,0.03006976400502026,0.1733531979843974,0.1719719070242718,0.3085231900331564,0.09773242095252499,2054,2078,"When was the sibling of Alice de Lusignan, Countess of Surrey crowned?",When was King Henry III of England crowned?
7,True,6,0,1490,21,2303,0.453152948000934,0.024920137017033994,0.13403908198233694,0.13293391501065344,0.23249647702323273,0.061697251978330314,1475,1496,Which university employed the person that Mach bands are named after?,Which university employed Ernst Mach?
8,False,7,0,1587,27,2406,0.4769132520304993,0.024400709953624755,0.13829505303874612,0.1370098780025728,0.25664302601944655,0.057574463018681854,1571,1598,Who is the employer of the physicist who Mach number is named after?,Who is the physicist that the Mach number is named after?
9,False,7,1,1466,28,2286,0.45593679399462417,0.025593410013243556,0.13439339998876676,0.1327799540013075,0.2321780159836635,0.06377196800895035,1451,1479,Who is the employer of the physicist who Mach number is named after?,Who was Ernst Mach's employer or academic institution during his career?
10,False,9,0,1998,25,2815,0.5621124830213375,0.02708509098738432,0.1684293930302374,0.1666929320199415,0.30009220499778166,0.06650579400593415,1978,2003,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,Which English king trusted William de Longchamp?
11,False,9,1,2722,33,3547,0.7919764879625291,0.038031020027119666,0.21187852194998413,0.2102013829862699,0.4346216489793733,0.10744529700605199,2694,2727,When did a storm disperse the fleet led by the English king who trusted William de Longchamp?,What specific naval expedition or fleet did King Richard I lead that was dispersed by a storm?
12,False,10,0,1505,25,2322,0.4640240909648128,0.0237300549633801,0.13748570997267962,0.13635964499553666,0.23231190803926438,0.07049641798948869,1489,1514,The Unwinding author volunteered for which organisation?,Who is the author of The Unwinding?
13,False,10,1,1738,24,2554,0.5286146569997072,0.027304340968839824,0.15775394794763997,0.1565212529967539,0.27102918800665066,0.07252718007657677,1720,1744,The Unwinding author volunteered for which organisation?,Which organization did George Packer volunteer for?
14,False,11,0,1230,27,2049,0.42655625101178885,0.022821301012299955,0.13066519499989226,0.12632635299814865,0.21310040599200875,0.05996934900758788,1217,1244,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Which band performed the song 'Bang Bang Rock & Roll'?
15,False,11,1,1205,26,2023,0.4085194560466334,0.024529154994525015,0.12394124601269141,0.123036045988556,0.2054773039999418,0.0545717510394752,1192,1218,Who is the lead singer of the band performing Bang Bang Rock & Roll?,Who is the lead singer of the band Art Brut?
16,False,12,0,2011,32,2835,0.568661616940517,0.026976043998729438,0.17215550696710125,0.17085107299499214,0.29515828302828595,0.07437178294640034,1990,2022,What company did the company that initiated a successful price war among PC manufacturers in 1994 merge with in 2002?,Which company initiated a successful price war among PC manufacturers in 1994?
