Question,Real Answer,Pred Answer
"Who is Charles Willoughby, 10Th Baron Willoughby Of Parham's paternal grandmother?",Lady Frances Manners,Lady Frances Manners
"Where does the director of film L'Arbre, Le Maire Et La Médiathèque work at?",Cahiers du cinéma,Éric Rohmer
Where was the director of film Eisenstein In Guanajuato born?,"Newport, Wales","Peter Greenaway was born in Newport, Monmouthshire, Wales."
What is the place of birth of Sextus Barbour's father?,"Gordonsville, Virginia","Orange County, Virginia"
What is the place of birth of the performer of song Ruleta (Inna Song)?,Mangalia,West Berlin
Who is the father of the director of film A No-Hit No-Run Summer?,Félix Leclerc,Félix Leclerc
"Who is Henri Ii, Duke Of Nemours's paternal grandfather?",Jacques,"Henri II, Duke of Nemours's paternal grandfather is Philip II, Duke of Savoy."
Who is Gisela Of Hungary's father-in-law?,Géza,"Henry II, Duke of Bavaria"
Who is the paternal grandmother of King Kang Of Zhou?,Yi Jiang,Hubba bint Hulail
"What is the date of death of Maria Isabel De Alcântara, Countess Of Iguaçu's mother?","November 3, 1867",3 November 1867
Who is the spouse of the director of film Rodney Steps In?,Ivy Duke,Elizabeth Allan
"When did Frances Vane, Marchioness Of Londonderry's father die?",1 August 1813,1813
"Which film has the director who is older than the other, Season Of Strangers or The Yellow Teddy Bears? ",Season Of Strangers,The Yellow Teddy Bears
Were Jake Eisenhart and Michael T. Ullman of the same nationality?,yes,no
"Who was born first, Antoine Casavant or Abdul Ali Lalu?",Antoine Casavant,Antoine Casavant
Where did Rameshwari Nehru's husband graduate from?,Oxford,Oxford
"Who is the paternal grandfather of Sir John Hamilton-Dalrymple, 5Th Baronet?","Sir Hew Dalrymple, 2nd Baronet","Sir Hew Dalrymple, 3rd Baronet"
"Which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?",Murderer In The Fog,Khud-Daar
Who is the spouse of the director of film Soldier (1998 American Film)?,Milla,The spouse of the director of the film Soldier (1998 American Film) is Milla Jovovich.
"Where did Catherine Of Taranto, Countess Of Copertino's mother die?",Lecce,"Catherine of Taranto, Countess of Copertino's mother died in 1311."
Which award the director of film Lady Magdalene'S got?,Prometheus Award,Special Jury Prize for Libertarian Ideals
What nationality is Princess Charlotte Of Saxe-Meiningen's husband?,Duchy of Saxe-Gotha-Altenburg,German
"Which film has the director who was born first, The Longshots or Station For Two?",Station For Two,The Longshots
What is the place of birth of Aleksey Greig's father?,Inverkeithing,"Inverkeithing, Fife, Scotland"
When did Thomas Of Galloway (Bastard)'s father die?,1234,1234
