example_id,chunk_id,method,rate,chunk_len,selected_count
0,0,offline3b_mean_score_global,0.15,960,136
0,1,offline3b_mean_score_global,0.15,24,21
0,2,offline3b_mean_score_global,0.15,667,98
0,3,offline3b_mean_score_global,0.15,642,77
0,4,offline3b_mean_score_global,0.15,337,60
0,5,offline3b_mean_score_global,0.15,948,94
0,6,offline3b_mean_score_global,0.15,752,51
0,7,offline3b_mean_score_global,0.15,615,71
0,8,offline3b_mean_score_global,0.15,444,74
0,9,offline3b_mean_score_global,0.15,960,98
0,10,offline3b_mean_score_global,0.15,431,73
0,11,offline3b_mean_score_global,0.15,342,70
0,12,offline3b_mean_score_global,0.15,249,182
0,0,offline3b_top2_mean_global,0.15,960,142
0,1,offline3b_top2_mean_global,0.15,24,21
0,2,offline3b_top2_mean_global,0.15,667,95
0,3,offline3b_top2_mean_global,0.15,642,80
0,4,offline3b_top2_mean_global,0.15,337,61
0,5,offline3b_top2_mean_global,0.15,948,97
0,6,offline3b_top2_mean_global,0.15,752,50
0,7,offline3b_top2_mean_global,0.15,615,75
0,8,offline3b_top2_mean_global,0.15,444,71
0,9,offline3b_top2_mean_global,0.15,960,92
0,10,offline3b_top2_mean_global,0.15,431,68
0,11,offline3b_top2_mean_global,0.15,342,67
0,12,offline3b_top2_mean_global,0.15,249,186
0,0,offline3b_freq_boundary0p02_global,0.15,960,136
0,1,offline3b_freq_boundary0p02_global,0.15,24,24
0,2,offline3b_freq_boundary0p02_global,0.15,667,103
0,3,offline3b_freq_boundary0p02_global,0.15,642,80
0,4,offline3b_freq_boundary0p02_global,0.15,337,59
0,5,offline3b_freq_boundary0p02_global,0.15,948,89
0,6,offline3b_freq_boundary0p02_global,0.15,752,54
0,7,offline3b_freq_boundary0p02_global,0.15,615,75
0,8,offline3b_freq_boundary0p02_global,0.15,444,75
0,9,offline3b_freq_boundary0p02_global,0.15,960,94
0,10,offline3b_freq_boundary0p02_global,0.15,431,79
0,11,offline3b_freq_boundary0p02_global,0.15,342,75
0,12,offline3b_freq_boundary0p02_global,0.15,249,162
1,0,offline3b_mean_score_global,0.15,204,122
1,1,offline3b_mean_score_global,0.15,599,52
1,2,offline3b_mean_score_global,0.15,188,46
1,3,offline3b_mean_score_global,0.15,962,27
1,4,offline3b_mean_score_global,0.15,951,54
1,5,offline3b_mean_score_global,0.15,162,86
1,6,offline3b_mean_score_global,0.15,308,34
1,7,offline3b_mean_score_global,0.15,119,43
1,8,offline3b_mean_score_global,0.15,954,106
1,9,offline3b_mean_score_global,0.15,937,63
1,10,offline3b_mean_score_global,0.15,20,17
1,11,offline3b_mean_score_global,0.15,319,70
1,12,offline3b_mean_score_global,0.15,934,153
1,13,offline3b_mean_score_global,0.15,478,197
1,0,offline3b_top2_mean_global,0.15,204,125
1,1,offline3b_top2_mean_global,0.15,599,50
1,2,offline3b_top2_mean_global,0.15,188,48
1,3,offline3b_top2_mean_global,0.15,962,26
1,4,offline3b_top2_mean_global,0.15,951,51
1,5,offline3b_top2_mean_global,0.15,162,73
1,6,offline3b_top2_mean_global,0.15,308,33
1,7,offline3b_top2_mean_global,0.15,119,41
1,8,offline3b_top2_mean_global,0.15,954,106
1,9,offline3b_top2_mean_global,0.15,937,56
1,10,offline3b_top2_mean_global,0.15,20,17
1,11,offline3b_top2_mean_global,0.15,319,70
1,12,offline3b_top2_mean_global,0.15,934,168
1,13,offline3b_top2_mean_global,0.15,478,206
1,0,offline3b_freq_boundary0p02_global,0.15,204,120
1,1,offline3b_freq_boundary0p02_global,0.15,599,57
1,2,offline3b_freq_boundary0p02_global,0.15,188,52
1,3,offline3b_freq_boundary0p02_global,0.15,962,38
1,4,offline3b_freq_boundary0p02_global,0.15,951,63
1,5,offline3b_freq_boundary0p02_global,0.15,162,95
1,6,offline3b_freq_boundary0p02_global,0.15,308,42
1,7,offline3b_freq_boundary0p02_global,0.15,119,48
1,8,offline3b_freq_boundary0p02_global,0.15,954,99
1,9,offline3b_freq_boundary0p02_global,0.15,937,67
1,10,offline3b_freq_boundary0p02_global,0.15,20,20
1,11,offline3b_freq_boundary0p02_global,0.15,319,69
1,12,offline3b_freq_boundary0p02_global,0.15,934,127
1,13,offline3b_freq_boundary0p02_global,0.15,478,173
2,0,offline3b_mean_score_global,0.15,534,210
2,1,offline3b_mean_score_global,0.15,416,72
2,2,offline3b_mean_score_global,0.15,456,108
2,3,offline3b_mean_score_global,0.15,312,49
2,4,offline3b_mean_score_global,0.15,964,53
2,5,offline3b_mean_score_global,0.15,1173,38
