Question,Real Answer,Pred Answer
what was the profession of both Tom Verlaine and  Marti Pellow,singer,singer
"Who has more scope of profession, Géza von Cziffra or Henry Selick?",Henry Selick,Henry Selick
"Who is currently best known for their single ""Weatherman"" from their debut eponymous album ""Dead Sara"", Young Guns or Dead Sara ?",Dead Sara,Dead Sara
In between Jason Schwartzman and Derrick Green who joined the band Sepultura in 1997?,Derrick Leon Green,Derrick Green
Are Yanzhou District and Shangqiu both located in China?,yes,yes
Thomas Bangalter recorded compositions for a 2002 French art psychological horror drama film that employs what kind of narrative?,non-linear,reverse chronology
"Manoir de Ban, which is located in the municipality of Corsier-sur-Vevey, Switzerland, is know to be the property of what famous actor? ",Charlie Chaplin,Charlie Chaplin
" Visy Industries was established in Melbourne, Australia in 1948 and has since grown to become one of the world’s largest privately owned paper, packaging and recycling companies, Visy was owned by Richard Pratt until his death, on which date, was a prominent Australian businessman, chairman of the privately owned company Visy Industries, and a leading figure of Melbourne society?",28 April 2009,28 April 2009
"Queen Mab, is a fairy referred to in William Shakespeare's play ""Romeo and Juliet"", where ""she is the fairies' midwife"", in her play, her activity is described in a famous speech by which fictional character in William Shakespeare's 1597 tragedy, a close friend to Romeo and a blood relative to Prince Escalus and Count Paris?",Mercutio,Mercutio
"Who was born in a country further east, Richard Dutcher or Rosa von Praunheim?",Rosa von Praunheim,Rosa von Praunheim
"Which actor who starred in the 2016 film Money Monster also is best known for his portrayal of Gustavo ""Gus"" Fring on the AMC shows ""Breaking Bad"" and ""Better Call Saul""?",Giancarlo Giuseppe Alessandro Esposito,Giancarlo Giuseppe Alessandro Esposito
 What do Ian Astbury and George Thorogood have in common?,singer and songwriter,They are both American musicians known for their work in rock and blues music.
Which judge of Strictly Come Dancing is a professional ballroom dancer?,Len Goodman,Leonard Gordon Goodman
Where was Honest Ed's s store located at in Canada?,"Toronto, Ontario","the corner of Bloor and Bathurst Streets, extended the full length of the block west to Markham Street in Toronto, Ontario, Canada."
"Who was the author of the book, on which Channel 4's 1982 film, for which Howard Blake wrote the soundtrack. is based ? ","Raymond Briggs,",Raymond Briggs
"The Producers is a 2005 American musical comedy film directed by Susan Stroman, the film stars an ensemble cast, including which American comedian, actor and singer, best known as a cast member of ""Saturday Night Live"" from 1985 to 1990?",Jon Lovitz,Will Ferrell
The university that Tramaine Brock attended is in which state?,Mississippi,Mississippi
Are Hal Ashby and Ciro Ippolito of the same nationality?,no,no
"Tommy Lee Jones and Marshall Neilan, are of which nationality?",American,American
"Lodoicea and Nothofagus, are genus of what mutual species?",trees,plants
Kenneth Marlar Taylor had a friend best known for being one of the few United States Army Air Corps fighter pilots able to get airborne to engage Japanese forces in the attack on Pearl Harbor whose name was what?,George Welch,George Welch
"Which magazine, Photoplay or McCall's was a monthly American women's magazine,  that enjoyed great popularity through much of the 20th century, peaking at a readership of 8.4 million in the early 1960s?",McCall's,McCall's
"What american stage, film  and television actress, born in 1917 starred in A Letter to Three Wives?",Celeste Holm,Celeste Holm
When was the physicist who hosted Wonders of the Solar System born? ,3 March 1968,3 March 1968
In how many countries did a song written by Rolf Magnus Joakim Larsson go to the number one spot?,25,25
What year was the composer born that was responsible for the music and lyrics for the Doctor Dolittle musical?,1931,1931
Which movie starring Russell Crow was about the world heavyweight boxing champion from 1935 to 1937?,Cinderella Man,Cinderella Man
