Question,Real Answer,Pred Answer
Who is older Glenn Hughes or Ross Lynch?,Glenn Hughes,Glenn Hughes
What is found in Prochlorococcus and essential for photosynthesis?,Chlorophyll,chlorophyll a and b2
Alan Furst and Lee Child are what?,is a British author,authors
Wayne's World featured the actor who was a member of what Chicago comedy troupe?,Second City Theatre,Second City Theatre
What telenovela inspired the TV show that the band Eme 15 was formed on in 2012?,Quinceañera,Quinceañera
" Blake Alexander Carrington is a fictional character on the ABC television series ""Dynasty"", created by Richard and Esther Shapiro whose role was portrayed by John Forsythe, and also appeared as a guest on several talk and variety shows and as a panelist on what type of television show?",game shows,game shows
In what country are the cities Guilin and Ankang located?,China,China
"Who owns a licensed brand that seeks to engage the private sector in raising awareness and funds to help eliminate HIV/AIDS in eight African countries, who's partner is a Dutch sports and clothing company, which sells alpine sking and tennis equipment?",RED,Bono
"In which school was the fictional character in ""The Simpsons"" which was voice by Marcia Wallace a teacher?",Springfield Elementary School,Springfield Elementary School
"The actor that uses the stage name ""Li Ming"" starred with Donnie Yen in a 2005 Hong Kong film directed by who?",Tsui Hark,Tsui Hark
"Which original attraction at Universal Studios Florida, featuring Yogi Bear and Boo Boo, was replaced by Jimmy Nuetron's Nicktoon Blast?",The Funtastic World of Hanna-Barbera,The Funtastic World of Hanna-Barbera
Waht kind of music do the bands Nada Surf and Madina Lake play?,alternative rock,"alternative rock, post-hardcore"
Whar did Sarfraz Ahmed do after Azhar Ali stepped down?,He took up the Test captaincy,Sarfraz Ahmed was named Pakistan's ODI Captain on 9 February 2017 after Azhar Ali stepped down.
"What is a rare breed of dog that was derived as a variant of Rat Terrier, Shiloh Shepherd dog or American Hairless Terrier ?",American Hairless Terrier,American Hairless Terrier
Buck Barrow is married to what fringe member of Bonnie and Clyde's gang born in 1911,Blanche Barrow,Blanche Barrow
"What actress was in both the films ""Happy Mother's Day, Love George"" and ""The Day the Earth Stood Still""?",Patricia Neal,Patricia Neal
"What is the book series, written by Cecily von Ziegesar, that the character Eric van der Woodsen appears in?",Gossip Girl,Gossip Girl
In what year was the author of the book series which had the character Opal Koboi born?,1965,1965
Are Shiba Inu and Leonberger both large dog breeds?,no,no
"Edwin Forrest's feud with William Charles Macready was the cause of what event that occurred on May 10, 1849, in Manhattan?",The Astor Place Riot,Astor Place Riot
Who is the voice of the protagonist feral child in the sequel to the movie adaptation of some of Rudyard Kipling's stories?,Haley Joel Osment,Neel Sethi
"Which genus is aquatic, Phylica or Nelumbo?",Nelumbo,Nelumbo
What Christian publication first published in 1971 has Brandan Robertson written for?,Sojourners,Sojourners Magazine
Johannes Megapolensis served for several years at the first permanent Dutch settlement in what town?,New Netherland,Albany
Non-Stop starred the English actress best known for what role in Downton Abbey?,Lady Mary Crawley,Michelle Suzanne Dockery (born 15 December 1981) is an English actress and singer. She is most widely known for her leading performance as Lady Mary Crawley in the ITV (UK) and PBS
