Question,Real Answer,Pred Answer
Which episode of Glee is named after a power ballad from the 1973 Aerosmith debut album?,Dream On,"""Dream On"""
Lucy Maunder was in the premiere of Doctor Zhivago alongside the actor hailing from what New South Wales city?,Wollongong,Wollongong
What concepts of dance does the Horton technique of dance utilize?,total body articulation,total body articulation
Are Johnette Napolitano and Andi Deris both singers?,yes,yes
We the People Amendment was introduced by the member of what Minnesota political party?,Democratic–Farmer–Labor,DFL Party
Which lake in Northern Ireland is near the Ballyscullion House and supplies 40% of Northern Ireland's water?,Lough Neagh,Lough Neagh
Hayley Williams and Fastball both perform what type of music?,American rock,rock
Battle of Kosovo was the culmination of a Hungarian offensive to avenge the defeat in a battle that took place on which day ?,10 November 1444,10 November 1444
The vocal co-leader of the band Fitz and the Tantrums is from what city?,Los Angeles,Los Angeles
What was the capital of the union of provinces in the Río de la Plata comprised by most of the former dependencies from the last to be organized and also the shortest-lived of the Viceroyalties of the Spanish Empire in the Americas?,Buenos Aires,Buenos Aires
Laurence Naismith starred in a 1970 musical film adaption in Panavision of which Charles Dickens' story?,"""A Christmas Carol""",A Christmas Carol
"The 2011–12 Los Angeles Lakers season is which ordinal number season of the franchise, its 63rd season in the National Basketball Association (NBA), and its 52nd season in Los Angeles, at midseason they traded longtime forward, Luke Theodore Walton (born March 28, 1980) is an American former professional basketball player, and the current head coach of the  Los Angeles Lakers?",64th,64th
What show did AfterMASH come from and Jamie far was well known for?,"""M*A*S*H""",M*A*S*H and M*A*S*H
Who founded the company that created the game engine used to make Far Cry?,"Cevat, Avni and Faruk Yerli",Yerli brothers
Which genre of Italian film was the first to use CGI?,horror movies,horror film
Who was with the cosmonaut who commanded the historic Voskhod 2 mission which saw the first man walk in space in 1965 ?,Alexey Leonov,Pavel Belyayev was with the cosmonaut who commanded the historic Voskhod 2 mission which saw the first man walk in space in 1965.
What American character actress played the wife of Archie Bunker?,Jean Stapleton,Jean Stapleton
What Iranian professional basketball player for Niroo Zamini Army of the Iranian Basketball Super League was picked 54th during last draft for the Charlotte Bobcats under their old name?,Arsalan Kazemi,Arsalan Kazemi Naeini
"Who has a longer name, Louise Erdrich or Mario Benedetti",Mario Orlando Hardy Hamlet Brenno Benedetti Farrugia,Mario Benedetti
Who owns the radio station in Boston which has a transmitter on top of a building designed by Charles Luckman and Associates for Prudential Insurance?,the Beasley Broadcast Group,Beasley Broadcast Group
Carloman of Bavaria was the eldest grandson of what descendant of Charlemagne?,Louis II,"Ludwig ""the German"""
how is Bart to the Future and Ralph Wiggum related?,animated,"Ralph Wiggum appears in the episode ""Bart to the Future,"" where he is shown as Bart's future roommate."
Anaconda heavily samples the song from what Sir Mix-a-Lot album?,Mack Daddy,Mack Daddy
"What collegiate football conference started in July 1999, and was home to the winners of the 2011 Rose Bowl?",Mountain West Conference,Mountain West Conference
Which American attorney changed the official control of the Alamo from the Daughters of the Republic of Texas to the Texas General Land Office?,George P. Bush,George Prescott Bush
