index,Question,Real Answer,Pred Answer,em,f1,glm_correct,glm_reason,glm_raw
90,Who is the spouse of the person who plays Batman in the Lego Batman Movie?,Amy Poehler,"<think>
Okay, let's see. The question is asking about the spouse of the person who plays Batman in the Lego Batman Movie. First, I need to figure out who voices Batman in that movie. From the passages provided, specifically Passage",False,0.0,False,预测答案没有给出可核验的最终答案，仅包含了思考过程的开头部分，并未提及标准答案中的关键信息“Amy Poehler”，因此未能正确回答问题。,"判断: 错误
原因: 预测答案没有给出可核验的最终答案，仅包含了思考过程的开头部分，并未提及标准答案中的关键信息“Amy Poehler”，因此未能正确回答问题。"
91,By how much of the population of the region where Baton a feu originated reduced by the black death?,30% to 65%,"The Bâton à feu originated in Western Europe. The Black Death reduced the population of Western Europe by an estimated one-third to one-half, with some areas losing up to 80% of their population.",False,0.15,True,预测答案指出Bâton à feu起源于西欧，并说明黑死病使西欧人口减少了三分之一到二分之一（即约33%到50%），这与标准答案中的“30% to 65%”高度重合且语义等价，正确回答了问题。,"判断: 正确
原因: 预测答案指出Bâton à feu起源于西欧，并说明黑死病使西欧人口减少了三分之一到二分之一（即约33%到50%），这与标准答案中的“30% to 65%”高度重合且语义等价，正确回答了问题。"
92,When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,"August 3, 1769",1769,False,0.5454545454545454,False,"标准答案给出了具体的日期“August 3, 1769”，而预测答案仅给出了年份“1769”，缺失了具体的月份和日期这一关键信息，两者在语义上并不完全等价，因此判断为错误。","判断: 错误
原因: 标准答案给出了具体的日期“August 3, 1769”，而预测答案仅给出了年份“1769”，缺失了具体的月份和日期这一关键信息，两者在语义上并不完全等价，因此判断为错误。"
93,What is the name of the castle in the city where the performers of Spirit If.. became a band?,Casa Loma,Casa Loma,True,1.0,True,预测答案与标准答案完全一致，均为“Casa Loma”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确地回答了问题。,"判断: 正确
原因: 预测答案与标准答案完全一致，均为“Casa Loma”。预测答案准确包含了标准答案的关键信息，在语义上完全等价，正确地回答了问题。"
94,Who wrote a book about growing up in the same nationality as the man who produced The Wild Women of Chastity Gulch?,Min Zhou,Min Zhou and Carl L. Bankston III,False,0.3636363636363636,True,预测答案“Min Zhou and Carl L. Bankston III”包含了标准答案“Min Zhou”的全部关键信息。虽然预测答案多包含了另一位作者的名字，但并未偏离问题核心，且在语义上涵盖了标准答案的内容，符合包含关键信息的判断标准。,"判断: 正确
原因: 预测答案“Min Zhou and Carl L. Bankston III”包含了标准答案“Min Zhou”的全部关键信息。虽然预测答案多包含了另一位作者的名字，但并未偏离问题核心，且在语义上涵盖了标准答案的内容，符合包含关键信息的判断标准。"
95,Who is the spouse of the actor of Ethan in A Dog's Purpose?,Meg Ryan,Peggy Lipton,False,0.0,False,预测答案给出的名字是“Peggy Lipton”，而标准答案是“Meg Ryan”。两者是完全不同的人名，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。,"判断: 错误
原因: 预测答案给出的名字是“Peggy Lipton”，而标准答案是“Meg Ryan”。两者是完全不同的人名，预测答案没有包含标准答案的关键信息，在语义上也不等价，因此未能正确回答问题。"
96,Who is the federal leader of the party that Pierre-Hugues Boisvenu is a member of?,Andrew Scheer,Answer: The federal leader of the party that Pierre-Hugues Boisvenu is a member of is Andrew Scheer.,False,0.2608695652173913,True,预测答案明确指出了该政党的联邦领导人是Andrew Scheer，包含了标准答案中的所有关键信息，且语义与标准答案完全一致，正确地回答了问题。,"判断: 正确
原因: 预测答案明确指出了该政党的联邦领导人是Andrew Scheer，包含了标准答案中的所有关键信息，且语义与标准答案完全一致，正确地回答了问题。"
97,At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,24:00,12:00 midnight,False,0.5714285714285715,True,预测答案中的“12:00 midnight”与标准答案“24:00”在语义上完全等价，均表示午夜零点这一时间点。虽然措辞存在差异，但包含了标准答案的关键信息，符合语义等价的判断标准。,"判断: 正确
原因: 预测答案中的“12:00 midnight”与标准答案“24:00”在语义上完全等价，均表示午夜零点这一时间点。虽然措辞存在差异，但包含了标准答案的关键信息，符合语义等价的判断标准。"
98,When did the place of birth of the performer of Mother-in-Law elect its first black Mayor?,1970s,1990s,False,0.75,False,预测答案给出的时间是“1990s”，而标准答案为“1970s”。两者在时间指代上完全不同，预测答案没有包含标准答案的关键信息，且语义上不等价，因此判断为错误。,"判断: 错误
原因: 预测答案给出的时间是“1990s”，而标准答案为“1970s”。两者在时间指代上完全不同，预测答案没有包含标准答案的关键信息，且语义上不等价，因此判断为错误。"
99,When was the last time Ken Faulkner's team beat the 1894-95 FA Cup winner?,1 December 2010,1944–45,False,0.0,False,预测答案“1944–45”与标准答案“1 December 2010”完全不一致，且未包含标准答案的关键信息。两者在语义上不等价，因此预测答案未能正确回答问题。,"判断: 错误
原因: 预测答案“1944–45”与标准答案“1 December 2010”完全不一致，且未包含标准答案的关键信息。两者在语义上不等价，因此预测答案未能正确回答问题。"
