rate,example_id,doc_len,query_count,selected_count_mean,token_jaccard_mean,token_overlap_mean,block_jaccard_mean,block_overlap_mean,native_control_token_jaccard_mean,native_control_token_overlap_mean,all_query_common_count,all_query_common_ratio_to_selected,freq_0_frac,freq_1_4_frac,freq_5_8_frac,freq_9_12_frac,freq_13_15_frac,freq_16_frac,freq_16_ratio_to_selected,source_json
0.1,0,7110,16,711.0,0.7084118186635054,0.8242147210501642,0.7820263381851613,0.8874856258768651,0.6587844068346947,0.7930511603375527,435,0.6118143459915611,0.8057665260196906,0.0859353023909986,0.017018284106891702,0.015611814345991562,0.01448663853727145,0.06118143459915612,0.6118143459915611,MOTIVATION_EXPERIMENTS/query_recompute_overlap_detail_full/draft_batch_20260626_184238_20examples_10passages_rate0.1_rrf.json
0.1,1,8866,16,886.0,0.6029211072197805,0.7392964635063958,0.6529961265287232,0.8026814586311877,0.46231804499463747,0.6320189051918736,464,0.5237020316027088,0.7908865328220167,0.08493119783442364,0.049966162869388674,0.013760433115271826,0.008120911346717798,0.05233476201218137,0.5237020316027088,MOTIVATION_EXPERIMENTS/query_recompute_overlap_detail_full/draft_batch_20260626_184238_20examples_10passages_rate0.1_rrf.json
0.1,2,7978,16,797.0,0.7272702682917715,0.8379861982434128,0.8268521083448158,0.9268248834056363,0.6928125022043727,0.817185539523212,458,0.5746549560853199,0.829155176736024,0.06104286788668839,0.014665329656555528,0.016545500125344698,0.021183253948357985,0.05740787164702933,0.5746549560853199,MOTIVATION_EXPERIMENTS/query_recompute_overlap_detail_full/draft_batch_20260626_184238_20examples_10passages_rate0.1_rrf.json
0.1,3,7124,16,712.0,0.6112167894169439,0.7448618913857677,0.6698752787619578,0.8083514884840789,0.47664847444768,0.6440704002808989,345,0.4845505617977528,0.7940763615946098,0.08225715889949467,0.04309376754632229,0.019371139809096015,0.012773722627737226,0.048427849522740034,0.4845505617977528,MOTIVATION_EXPERIMENTS/query_recompute_overlap_detail_full/draft_batch_20260626_184238_20examples_10passages_rate0.1_rrf.json
0.1,4,7612,16,761.0,0.6977300434005879,0.8148050810337276,0.7898954641986643,0.9030573130994632,0.6481607233734237,0.784699408672799,424,0.557161629434954,0.8029427220178665,0.08959537572254335,0.011692065160273253,0.02167630057803468,0.01839201261166579,0.05570152390961639,0.557161629434954,MOTIVATION_EXPERIMENTS/query_recompute_overlap_detail_full/draft_batch_20260626_184238_20examples_10passages_rate0.1_rrf.json
0.1,5,8890,16,889.0,0.6512788226630242,0.7821522309711286,0.7066033964332767,0.8430730639422538,0.5747429446596718,0.7293834364454443,474,0.5331833520809899,0.7905511811023622,0.09651293588301463,0.026209223847019122,0.01799775028121485,0.015410573678290214,0.05331833520809899,0.5331833520809899,MOTIVATION_EXPERIMENTS/query_recompute_overlap_detail_full/draft_batch_20260626_184238_20examples_10passages_rate0.1_rrf.json
0.1,6,6497,16,649.0,0.7054031276535003,0.8210837185413457,0.7559265106974397,0.8720337091382627,0.6141559295717439,0.7601598613251155,410,0.6317411402157165,0.8208403878713252,0.06310604894566724,0.02678159150377097,0.016161305217792826,0.010004617515776512,0.06310604894566724,0.6317411402157165,MOTIVATION_EXPERIMENTS/query_recompute_overlap_detail_full/draft_batch_20260626_184238_20examples_10passages_rate0.1_rrf.json
0.1,7,9306,16,930.0,0.6651436778262643,0.7931720430107527,0.7515727202027013,0.8795801825167238,0.5902033167354017,0.7407090053763441,519,0.5580645161290323,0.8039974210186976,0.08252740167633785,0.02697184612078229,0.013969482054588438,0.016763378465506126,0.05577047066408768,0.5580645161290323,MOTIVATION_EXPERIMENTS/query_recompute_overlap_detail_full/draft_batch_20260626_184238_20examples_10passages_rate0.1_rrf.json
0.1,8,7048,16,704.0,0.6528256293120884,0.7796401515151515,0.7397855000984612,0.8701108919201743,0.5491814795581303,0.7071644176136365,366,0.5198863636363636,0.7861804767309876,0.09960272417707151,0.032491486946651535,0.011066969353007945,0.01872871736662883,0.051929625425652666,0.5198863636363636,MOTIVATION_EXPERIMENTS/query_recompute_overlap_detail_full/draft_batch_20260626_184238_20examples_10passages_rate0.1_rrf.json
0.1,9,8091,16,809.0,0.6580948449266875,0.7868252987227028,0.7631544795336083,0.8784184870153315,0.5633238058592669,0.7195998145859085,438,0.5414091470951793,0.8086763070077865,0.07353849956742059,0.031763688048448896,0.01717958225188481,0.014707699913484118,0.054134223210975156,0.5414091470951793,MOTIVATION_EXPERIMENTS/query_recompute_overlap_detail_full/draft_batch_20260626_184238_20examples_10passages_rate0.1_rrf.json
